Sim 1

Solar R: 0.9633
Solar A: 0.0
Solar T: 0.0367

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.58	0.9771	0.0	0.0229	1.0	0.0	7.1008	0.7993	50.0	
0.59	0.9761	0.0	0.0239	1.0	0.0	6.9235	0.7962	50.0	
0.6	0.9766	0.0	0.0234	1.0	0.0	6.7283	0.7928	50.0	
0.61	0.9762	0.0	0.0238	1.0	0.0	6.5326	0.7893	50.0	
0.62	0.9751	0.0	0.0249	1.0	0.0	6.348	0.7859	50.0	
0.63	0.9751	0.0	0.0249	1.0	0.0	6.1829	0.783	50.0	
0.64	0.9747	0.0	0.0253	1.0	0.0	6.0397	0.7806	50.0	
0.65	0.975	0.0	0.025	1.0	0.0	5.916	0.7789	50.0	
0.66	0.9751	0.0	0.0249	1.0	0.0	5.808	0.7777	50.0	
0.67	0.9746	0.0	0.0254	1.0	0.0	5.7101	0.777	50.0	
0.68	0.9732	0.0	0.0268	1.0	0.0	5.6173	0.7765	50.0	
0.69	0.9732	0.0	0.0268	1.0	0.0	5.5252	0.7762	50.0	
0.7	0.9726	0.0	0.0274	1.0	0.0	5.4298	0.7758	50.0	
0.71	0.9728	0.0	0.0272	1.0	0.0	5.3288	0.7752	50.0	
0.72	0.9714	0.0	0.0286	1.0	0.0	5.2202	0.7743	50.0	
0.73	0.9708	0.0	0.0292	1.0	0.0	5.1037	0.773	50.0	
0.74	0.9706	0.0	0.0294	1.0	0.0	4.98	0.7711	50.0	
0.75	0.9701	0.0	0.0299	1.0	0.0	4.8502	0.7686	50.0	
0.76	0.9701	0.0	0.0299	1.0	0.0	4.717	0.7653	50.0	
0.77	0.9693	0.0	0.0307	1.0	0.0	4.5825	0.7614	50.0	
0.78	0.9694	0.0	0.0306	1.0	0.0	4.4491	0.7567	50.0	
0.79	0.9701	0.0	0.0299	1.0	0.0	4.3193	0.7513	50.0	
0.8	0.9685	0.0	0.0315	1.0	0.0	4.1948	0.7454	50.0	
0.81	0.9692	0.0	0.0308	1.0	0.0	4.0771	0.7391	50.0	
0.82	0.9689	0.0	0.0311	1.0	0.0	3.9669	0.7324	50.0	
0.83	0.9686	0.0	0.0314	1.0	0.0	3.8645	0.7256	50.0	
0.84	0.9685	0.0	0.0315	1.0	0.0	3.7699	0.7188	50.0	
0.85	0.9688	0.0	0.0312	1.0	0.0	3.6824	0.7121	50.0	
0.86	0.9679	0.0	0.0321	1.0	0.0	3.6014	0.7057	50.0	
0.87	0.9688	0.0	0.0312	1.0	0.0	3.5263	0.6996	50.0	
0.88	0.9688	0.0	0.0312	1.0	0.0	3.4562	0.6939	50.0	
0.89	0.9685	0.0	0.0315	1.0	0.0	3.3903	0.6888	50.0	
0.9	0.9677	0.0	0.0323	1.0	0.0	3.3278	0.6841	50.0	
0.91	0.9689	0.0	0.0311	1.0	0.0	3.2679	0.68	50.0	
0.92	0.9678	0.0	0.0322	1.0	0.0	3.21	0.6763	50.0	
0.93	0.9682	0.0	0.0318	1.0	0.0	3.1533	0.6733	50.0	
0.94	0.968	0.0	0.032	1.0	0.0	3.0974	0.6707	50.0	
0.95	0.9676	0.0	0.0324	1.0	0.0	3.0419	0.6685	50.0	
0.96	0.9665	0.0	0.0335	1.0	0.0	2.9864	0.6669	50.0	
0.97	0.9663	0.0	0.0337	1.0	0.0	2.9305	0.6656	50.0	
0.98	0.9656	0.0	0.0344	1.0	0.0	2.8742	0.6646	50.0	
0.99	0.9646	0.0	0.0354	1.0	0.0	2.8174	0.6639	50.0	
1.0	0.9652	0.0	0.0348	1.0	0.0	2.7598	0.6635	50.0	
1.01	0.9626	0.0	0.0374	1.0	0.0	2.7017	0.6633	50.0	
1.02	0.9633	0.0	0.0367	1.0	0.0	2.6429	0.6632	50.0	
1.03	0.9622	0.0	0.0378	1.0	0.0	2.5836	0.6632	50.0	
1.04	0.9609	0.0	0.0391	1.0	0.0	2.5239	0.6632	50.0	
1.05	0.9613	0.0	0.0387	1.0	0.0	2.464	0.6632	50.0	
1.06	0.9604	0.0	0.0396	1.0	0.0	2.4041	0.6631	50.0	
1.07	0.9589	0.0	0.0411	1.0	0.0	2.3443	0.6629	50.0	
1.08	0.9572	0.0	0.0428	1.0	0.0	2.285	0.6626	50.0	
1.09	0.9574	0.0	0.0426	1.0	0.0	2.2263	0.662	50.0	
1.1	0.9545	0.0	0.0455	1.0	0.0	2.1683	0.6613	50.0	
1.11	0.9541	0.0	0.0459	1.0	0.0	2.1112	0.6602	50.0	
1.12	0.954	0.0	0.046	1.0	0.0	2.0552	0.6589	50.0	
1.13	0.9534	0.0	0.0466	1.0	0.0	2.0005	0.6572	50.0	
1.14	0.9517	0.0	0.0483	1.0	0.0	1.9472	0.6552	50.0	
1.15	0.9521	0.0	0.0479	1.0	0.0	1.8954	0.6529	50.0	
1.16	0.9515	0.0	0.0485	1.0	0.0	1.845	0.6502	50.0	
1.17	0.9489	0.0	0.0511	1.0	0.0	1.7963	0.6472	50.0	
1.18	0.9475	0.0	0.0525	1.0	0.0	1.7492	0.6438	50.0	
1.19	0.9466	0.0	0.0534	1.0	0.0	1.7037	0.64	50.0	
1.2	0.9455	0.0	0.0545	1.0	0.0	1.6598	0.6359	50.0	
1.21	0.9448	0.0	0.0552	1.0	0.0	1.6177	0.6315	50.0	
1.22	0.9455	0.0	0.0545	1.0	0.0	1.577	0.6267	50.0	
1.23	0.9446	0.0	0.0554	1.0	0.0	1.538	0.6216	50.0	
1.24	0.9434	0.0	0.0566	1.0	0.0	1.5004	0.6163	50.0	
1.25	0.9437	0.0	0.0563	1.0	0.0	1.4643	0.6106	50.0	
1.26	0.9436	0.0	0.0564	1.0	0.0	1.4296	0.6048	50.0	
1.27	0.9423	0.0	0.0577	1.0	0.0	1.3963	0.5987	50.0	
1.28	0.942	0.0	0.058	1.0	0.0	1.3643	0.5924	50.0	
1.29	0.9423	0.0	0.0577	1.0	0.0	1.3336	0.5859	50.0	
1.3	0.941	0.0	0.059	1.0	0.0	1.304	0.5793	50.0	
1.31	0.9415	0.0	0.0585	1.0	0.0	1.2755	0.5725	50.0	
1.32	0.9386	0.0	0.0614	1.0	0.0	1.248	0.5657	50.0	
1.33	0.9401	0.0	0.0599	1.0	0.0	1.2216	0.5587	50.0	
1.34	0.9405	0.0	0.0595	1.0	0.0	1.1961	0.5517	50.0	
1.35	0.9404	0.0	0.0596	1.0	0.0	1.1716	0.5446	50.0	
1.36	0.94	0.0	0.06	1.0	0.0	1.1478	0.5374	50.0	
1.37	0.9372	0.0	0.0628	1.0	0.0	1.1249	0.5303	50.0	
1.38	0.9399	0.0	0.0601	1.0	0.0	1.1027	0.5231	50.0	
1.39	0.9381	0.0	0.0619	1.0	0.0	1.0812	0.5159	50.0	
1.4	0.9392	0.0	0.0608	1.0	0.0	1.0604	0.5088	50.0	
1.41	0.938	0.0	0.062	1.0	0.0	1.0402	0.5017	50.0	
1.42	0.9367	0.0	0.0633	1.0	0.0	1.0206	0.4947	50.0	
1.43	0.9386	0.0	0.0614	1.0	0.0	1.0015	0.4876	50.0	
1.44	0.9374	0.0	0.0626	1.0	0.0	0.983	0.4807	50.0	
1.45	0.9377	0.0	0.0623	1.0	0.0	0.965	0.4738	50.0	
1.46	0.9379	0.0	0.0621	1.0	0.0	0.9474	0.467	50.0	
1.47	0.937	0.0	0.063	1.0	0.0	0.9303	0.4603	50.0	
1.48	0.936	0.0	0.064	1.0	0.0	0.9136	0.4536	50.0	
1.49	0.9356	0.0	0.0644	1.0	0.0	0.8973	0.4471	50.0	
1.5	0.9362	0.0	0.0638	1.0	0.0	0.8813	0.4406	50.0	
1.51	0.9344	0.0	0.0656	1.0	0.0	0.8658	0.4343	50.0	
1.52	0.9346	0.0	0.0654	1.0	0.0	0.8506	0.428	50.0	
1.53	0.9347	0.0	0.0653	1.0	0.0	0.8357	0.4218	50.0	
1.54	0.9335	0.0	0.0665	1.0	0.0	0.8212	0.4158	50.0	
1.55	0.9333	0.0	0.0667	1.0	0.0	0.8069	0.4098	50.0	
1.56	0.9328	0.0	0.0672	1.0	0.0	0.7929	0.404	50.0	
1.57	0.9304	0.0	0.0696	1.0	0.0	0.7792	0.3982	50.0	
1.58	0.9307	0.0	0.0693	1.0	0.0	0.7658	0.3926	50.0	
1.59	0.9307	0.0	0.0693	1.0	0.0	0.7526	0.387	50.0	
1.6	0.9301	0.0	0.0699	1.0	0.0	0.7397	0.3816	50.0	
1.61	0.9293	0.0	0.0707	1.0	0.0	0.7271	0.3762	50.0	
1.62	0.9297	0.0	0.0703	1.0	0.0	0.7146	0.371	50.0	
1.63	0.9295	0.0	0.0705	1.0	0.0	0.7025	0.3659	50.0	
1.64	0.9292	0.0	0.0708	1.0	0.0	0.6905	0.3608	50.0	
1.65	0.9286	0.0	0.0714	1.0	0.0	0.6788	0.3559	50.0	
1.66	0.9266	0.0	0.0734	1.0	0.0	0.6672	0.351	50.0	
1.67	0.9263	0.0	0.0737	1.0	0.0	0.6559	0.3463	50.0	
1.68	0.9254	0.0	0.0746	1.0	0.0	0.6448	0.3416	50.0	
1.69	0.9248	0.0	0.0752	1.0	0.0	0.6339	0.337	50.0	
1.7	0.9238	0.0	0.0762	1.0	0.0	0.6231	0.3326	50.0	
1.71	0.9237	0.0	0.0763	1.0	0.0	0.6126	0.3282	50.0	
1.72	0.9221	0.0	0.0779	1.0	0.0	0.6023	0.3239	50.0	
1.73	0.9217	0.0	0.0783	1.0	0.0	0.5921	0.3196	50.0	
1.74	0.9216	0.0	0.0784	1.0	0.0	0.5821	0.3155	50.0	
1.75	0.9209	0.0	0.0791	1.0	0.0	0.5723	0.3114	50.0	
1.76	0.9189	0.0	0.0811	1.0	0.0	0.5626	0.3075	50.0	
1.77	0.9188	0.0	0.0812	1.0	0.0	0.5531	0.3036	50.0	
1.78	0.9186	0.0	0.0814	1.0	0.0	0.5438	0.2997	50.0	
1.79	0.9156	0.0	0.0843	1.0	0.0	0.5347	0.296	50.0	
1.8	0.9163	0.0	0.0836	1.0	0.0	0.5257	0.2923	50.0	
1.81	0.9145	0.0	0.0855	1.0	0.0	0.5168	0.2887	50.0	
1.82	0.9148	0.0	0.0852	1.0	0.0	0.5081	0.2851	50.0	
1.83	0.9107	0.0	0.0893	1.0	0.0	0.4996	0.2817	50.0	
1.84	0.9115	0.0	0.0884	1.0	0.0	0.4912	0.2783	50.0	
1.85	0.9124	0.0	0.0876	1.0	0.0	0.483	0.2749	50.0	
1.86	0.9096	0.0	0.0904	1.0	0.0	0.4749	0.2716	50.0	
1.87	0.9086	0.0	0.0914	1.0	0.0	0.467	0.2684	50.0	
1.88	0.9097	0.0	0.0903	1.0	0.0	0.4592	0.2653	50.0	
1.89	0.9062	0.0	0.0938	1.0	0.0	0.4515	0.2622	50.0	
1.9	0.905	0.0	0.095	1.0	0.0	0.444	0.2591	50.0	
1.91	0.9052	0.0	0.0948	1.0	0.0	0.4366	0.2561	50.0	
1.92	0.9042	0.0001	0.0958	1.0	0.0	0.4294	0.2532	50.0	
1.93	0.9026	0.0001	0.0973	1.0	0.0	0.4222	0.2503	50.0	
1.94	0.9015	0.0001	0.0985	1.0	0.0	0.4152	0.2475	50.0	
1.95	0.8992	0.0001	0.1007	1.0	0.0	0.4083	0.2447	50.0	
1.96	0.8988	0.0001	0.1012	1.0	0.0	0.4016	0.242	50.0	
1.97	0.8976	0.0001	0.1023	1.0	0.0	0.3949	0.2393	50.0	
1.98	0.8962	0.0001	0.1037	1.0	0.0	0.3884	0.2367	50.0	
1.99	0.8956	0.0001	0.1044	1.0	0.0	0.382	0.2341	50.0	
2.0	0.8949	0.0001	0.105	1.0	0.0	0.3757	0.2316	50.0	
2.01	0.8923	0.0001	0.1077	1.0	0.0	0.3696	0.2291	50.0	
2.02	0.8917	0.0001	0.1082	1.0	0.0	0.3635	0.2266	50.0	
2.03	0.8893	0.0001	0.1106	1.0	0.0	0.3575	0.2242	50.0	
2.04	0.887	0.0001	0.1129	1.0	0.0	0.3517	0.2218	50.0	
2.05	0.8882	0.0001	0.1117	1.0	0.0	0.346	0.2195	50.0	
2.06	0.8828	0.0001	0.1171	1.0	0.0	0.3403	0.2172	50.0	
2.07	0.8859	0.0001	0.1141	1.0	0.0	0.3348	0.2149	50.0	
2.08	0.8824	0.0001	0.1175	1.0	0.0	0.3293	0.2127	50.0	
2.09	0.8815	0.0001	0.1184	1.0	0.0	0.324	0.2105	50.0	
2.1	0.8796	0.0001	0.1203	1.0	0.0	0.3187	0.2084	50.0	
2.11	0.8789	0.0001	0.121	1.0	0.0	0.3136	0.2063	50.0	
2.12	0.8771	0.0001	0.1228	1.0	0.0	0.3085	0.2042	50.0	
2.13	0.877	0.0001	0.1229	1.0	0.0	0.3036	0.2022	50.0	
2.14	0.8743	0.0001	0.1256	1.0	0.0	0.2987	0.2002	50.0	
2.15	0.8736	0.0001	0.1263	1.0	0.0	0.2939	0.1982	50.0	
2.16	0.8732	0.0001	0.1266	1.0	0.0	0.2892	0.1962	50.0	
2.17	0.8699	0.0001	0.1299	1.0	0.0	0.2846	0.1943	50.0	
2.18	0.8679	0.0001	0.1319	1.0	0.0	0.2801	0.1924	50.0	
2.19	0.8677	0.0002	0.1321	1.0	0.0	0.2756	0.1906	50.0	
2.2	0.8644	0.0002	0.1354	1.0	0.0	0.2712	0.1887	50.0	
2.21	0.8646	0.0002	0.1352	1.0	0.0	0.2669	0.1869	50.0	
2.22	0.8617	0.0002	0.1382	1.0	0.0	0.2627	0.1852	50.0	
2.23	0.8588	0.0002	0.141	1.0	0.0	0.2586	0.1834	50.0	
2.24	0.8579	0.0002	0.1419	1.0	0.0	0.2545	0.1817	50.0	
2.25	0.856	0.0002	0.1438	1.0	0.0	0.2505	0.18	50.0	
2.26	0.8559	0.0002	0.1439	1.0	0.0	0.2466	0.1783	50.0	
2.27	0.8542	0.0002	0.1456	1.0	0.0	0.2428	0.1767	50.0	
2.28	0.849	0.0002	0.1508	1.0	0.0	0.239	0.1751	50.0	
2.29	0.8492	0.0002	0.1505	1.0	0.0	0.2353	0.1735	50.0	
2.3	0.8483	0.0002	0.1515	1.0	0.0	0.2316	0.1719	50.0	
2.31	0.8457	0.0002	0.1541	1.0	0.0	0.2281	0.1703	50.0	
2.32	0.8435	0.0002	0.1563	1.0	0.0	0.2245	0.1688	50.0	
2.33	0.8436	0.0003	0.1562	1.0	0.0	0.2211	0.1673	50.0	
2.34	0.8402	0.0003	0.1595	1.0	0.0	0.2177	0.1658	50.0	
2.35	0.8378	0.0003	0.1619	1.0	0.0	0.2144	0.1643	50.0	
2.36	0.8377	0.0003	0.162	1.0	0.0	0.2111	0.1629	50.0	
2.37	0.8331	0.0003	0.1666	1.0	0.0	0.2079	0.1615	50.0	
2.38	0.8321	0.0003	0.1676	1.0	0.0	0.2047	0.1601	50.0	
2.39	0.8296	0.0003	0.1701	1.0	0.0	0.2016	0.1587	50.0	
2.4	0.8282	0.0003	0.1714	1.0	0.0	0.1986	0.1573	50.0	
2.41	0.8266	0.0003	0.1731	1.0	0.0	0.1956	0.156	50.0	
2.42	0.8233	0.0004	0.1764	1.0	0.0	0.1926	0.1546	50.0	
2.43	0.823	0.0004	0.1766	1.0	0.0	0.1897	0.1533	50.0	
2.44	0.8208	0.0004	0.1788	1.0	0.0	0.1869	0.152	50.0	
2.45	0.8182	0.0004	0.1814	1.0	0.0	0.1841	0.1507	50.0	
2.46	0.8158	0.0004	0.1838	1.0	0.0	0.1814	0.1495	50.0	
2.47	0.8136	0.0004	0.186	1.0	0.0	0.1787	0.1482	50.0	
2.48	0.8132	0.0004	0.1864	1.0	0.0	0.176	0.147	50.0	
2.49	0.8094	0.0004	0.1901	1.0	0.0	0.1735	0.1458	50.0	
2.5	0.8049	0.0005	0.1946	1.0	0.0	0.1709	0.1446	50.0	

Input file:
mc
output:out2
particle1:sio2.txt
particle2:air.txt
matrix1:air.txt
solar:am15.txt
photons:100000
start:0.25
end:2.5
interval:0.01

sim1
layer1
matrix1
t:50
particle1
d:0.7
vf:60
