Sim 1

Solar R: 0.9633
Solar A: 0.0
Solar T: 0.0366

Wavelength	R	A	T
0.77	0.9698	0.0	0.0302	
0.78	0.97	0.0	0.03	
0.79	0.97	0.0	0.03	
0.8	0.9688	0.0	0.0312	
0.81	0.9692	0.0	0.0308	
0.82	0.9688	0.0	0.0312	
0.83	0.9698	0.0	0.0302	
0.84	0.9686	0.0	0.0314	
0.85	0.9688	0.0	0.0312	
0.86	0.9684	0.0	0.0316	
0.87	0.9682	0.0	0.0318	
0.88	0.969	0.0	0.031	
0.89	0.968	0.0	0.032	
0.9	0.9684	0.0	0.0316	
0.91	0.9687	0.0	0.0313	
0.92	0.9687	0.0	0.0313	
0.93	0.968	0.0	0.032	
0.94	0.9681	0.0	0.0319	
0.95	0.9679	0.0	0.0321	
0.96	0.9664	0.0	0.0336	
0.97	0.9664	0.0	0.0336	
0.98	0.9647	0.0	0.0353	
0.99	0.9659	0.0	0.0341	
1.0	0.9657	0.0	0.0343	
1.01	0.9643	0.0	0.0357	
1.02	0.9637	0.0	0.0363	
1.03	0.9624	0.0	0.0376	
1.04	0.9622	0.0	0.0378	
1.05	0.9607	0.0	0.0393	
1.06	0.9595	0.0	0.0405	
1.07	0.9584	0.0	0.0416	
1.08	0.9582	0.0	0.0418	
1.09	0.9576	0.0	0.0424	
1.1	0.9556	0.0	0.0444	
1.11	0.955	0.0	0.045	
1.12	0.9527	0.0	0.0473	
1.13	0.9535	0.0	0.0465	
1.14	0.9508	0.0	0.0492	
1.15	0.9503	0.0	0.0497	
1.16	0.9498	0.0	0.0502	
1.17	0.9503	0.0	0.0497	
1.18	0.9479	0.0	0.0521	
1.19	0.9466	0.0	0.0534	
1.2	0.9471	0.0	0.0529	
1.21	0.9452	0.0	0.0548	
1.22	0.9456	0.0	0.0544	
1.23	0.9448	0.0	0.0552	
1.24	0.9437	0.0	0.0563	
1.25	0.9434	0.0	0.0566	
1.26	0.9419	0.0	0.0581	
1.27	0.9437	0.0	0.0563	
1.28	0.9426	0.0	0.0574	
1.29	0.9423	0.0	0.0577	
1.3	0.9416	0.0	0.0584	
1.31	0.9417	0.0	0.0583	
1.32	0.9412	0.0	0.0588	
1.33	0.9402	0.0	0.0598	
1.34	0.9381	0.0	0.0619	
1.35	0.9399	0.0	0.0601	
1.36	0.94	0.0	0.06	
1.37	0.9411	0.0	0.0589	
1.38	0.9399	0.0	0.0601	
1.39	0.939	0.0	0.061	
1.4	0.9371	0.0	0.0629	
1.41	0.9383	0.0	0.0617	
1.42	0.9379	0.0	0.0621	
1.43	0.9367	0.0	0.0633	
1.44	0.9379	0.0	0.0621	
1.45	0.9374	0.0	0.0626	
1.46	0.9358	0.0	0.0642	
1.47	0.9363	0.0	0.0637	
1.48	0.9362	0.0	0.0638	
1.49	0.9352	0.0	0.0648	
1.5	0.936	0.0	0.064	
1.51	0.9348	0.0	0.0652	
1.52	0.9332	0.0	0.0668	
1.53	0.9342	0.0	0.0658	
1.54	0.9325	0.0	0.0675	
1.55	0.9347	0.0	0.0653	
1.56	0.9334	0.0	0.0666	
1.57	0.9324	0.0	0.0676	
1.58	0.9317	0.0	0.0683	
1.59	0.9311	0.0	0.0689	
1.6	0.931	0.0	0.069	
1.61	0.9299	0.0	0.0701	
1.62	0.9299	0.0	0.0701	
1.63	0.9282	0.0	0.0718	
1.64	0.9294	0.0	0.0706	
1.65	0.9268	0.0	0.0732	
1.66	0.9282	0.0	0.0718	
1.67	0.9257	0.0	0.0743	
1.68	0.9256	0.0	0.0744	
1.69	0.9266	0.0	0.0734	
1.7	0.9238	0.0	0.0762	
1.71	0.9236	0.0	0.0764	
1.72	0.9228	0.0	0.0772	
1.73	0.9219	0.0	0.0781	
1.74	0.9218	0.0	0.0782	
1.75	0.9203	0.0	0.0797	
1.76	0.9207	0.0	0.0793	
1.77	0.9189	0.0	0.0811	
1.78	0.9169	0.0	0.0831	
1.79	0.9178	0.0	0.0822	
1.8	0.9153	0.0	0.0846	
1.81	0.9157	0.0	0.0842	
1.82	0.9135	0.0	0.0865	
1.83	0.911	0.0	0.089	
1.84	0.9112	0.0	0.0887	
1.85	0.9098	0.0	0.0902	
1.86	0.9101	0.0	0.0898	
1.87	0.9095	0.0	0.0904	
1.88	0.9078	0.0	0.0922	
1.89	0.9062	0.0	0.0938	
1.9	0.9057	0.0	0.0943	
1.91	0.905	0.0	0.095	
1.92	0.9032	0.0001	0.0967	
1.93	0.9023	0.0001	0.0976	
1.94	0.901	0.0001	0.0989	
1.95	0.8989	0.0001	0.1011	
1.96	0.9006	0.0001	0.0993	
1.97	0.897	0.0001	0.1029	
1.98	0.8975	0.0001	0.1024	
1.99	0.8946	0.0001	0.1053	
2.0	0.8959	0.0001	0.104	
2.01	0.8911	0.0001	0.1088	
2.02	0.8915	0.0001	0.1084	
2.03	0.8891	0.0001	0.1108	
2.04	0.8875	0.0001	0.1124	
2.05	0.8879	0.0001	0.1121	
2.06	0.8865	0.0001	0.1134	
2.07	0.8846	0.0001	0.1153	
2.08	0.8842	0.0001	0.1157	
2.09	0.8823	0.0001	0.1176	
2.1	0.8804	0.0001	0.1195	
2.11	0.8782	0.0001	0.1217	
2.12	0.8769	0.0001	0.1229	
2.13	0.8756	0.0001	0.1242	
2.14	0.8733	0.0001	0.1265	
2.15	0.8733	0.0001	0.1265	
2.16	0.8705	0.0001	0.1293	
2.17	0.8685	0.0001	0.1313	
2.18	0.8665	0.0001	0.1334	
2.19	0.8654	0.0002	0.1345	
2.2	0.8656	0.0002	0.1342	
2.21	0.8642	0.0002	0.1356	
2.22	0.8607	0.0002	0.1391	
2.23	0.861	0.0002	0.1388	
2.24	0.857	0.0002	0.1429	
2.25	0.8575	0.0002	0.1423	
2.26	0.8544	0.0002	0.1454	
2.27	0.8524	0.0002	0.1474	
2.28	0.8502	0.0002	0.1496	
2.29	0.8488	0.0002	0.151	
2.3	0.8463	0.0002	0.1535	
2.31	0.8433	0.0002	0.1564	
2.32	0.8432	0.0002	0.1566	
2.33	0.8411	0.0003	0.1586	
2.34	0.8405	0.0003	0.1592	
2.35	0.836	0.0003	0.1638	
2.36	0.8348	0.0003	0.1649	
2.37	0.8338	0.0003	0.1659	
2.38	0.832	0.0003	0.1677	
2.39	0.8296	0.0003	0.1701	
2.4	0.8288	0.0003	0.1709	
2.41	0.8254	0.0003	0.1742	
2.42	0.8252	0.0004	0.1745	
2.43	0.8208	0.0004	0.1788	
2.44	0.8196	0.0004	0.18	
2.45	0.8169	0.0004	0.1827	
2.46	0.815	0.0004	0.1846	
2.47	0.8143	0.0004	0.1853	
2.48	0.8124	0.0004	0.1872	
2.49	0.8081	0.0004	0.1915	
2.5	0.8082	0.0005	0.1913	
2.5	0.8052	0.0005	0.1943	

Input file:
mc
output:fig6b
particle1:sio2.txt
particle2:air.txt
matrix1:air.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim1
upper:1
lower:1
layer1
matrix1
t:50
particle1
d:0.7
vf:60
