Sim 2

Solar R: 0.9634
Solar A: 0.0
Solar T: 0.0366

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
1.59	0.9279	0.0	0.0721	1.0	0.0	1.1716	0.618	50.0	
1.6	0.9284	0.0	0.0716	1.0	0.0	1.1495	0.6137	50.0	
1.61	0.9272	0.0	0.0728	1.0	0.0	1.1282	0.6092	50.0	
1.62	0.9283	0.0	0.0717	1.0	0.0	1.1075	0.6046	50.0	
1.63	0.9274	0.0	0.0726	1.0	0.0	1.0874	0.5999	50.0	
1.64	0.9264	0.0	0.0736	1.0	0.0	1.0679	0.595	50.0	
1.65	0.9256	0.0	0.0744	1.0	0.0	1.049	0.5901	50.0	
1.66	0.9264	0.0	0.0736	1.0	0.0	1.0307	0.585	50.0	
1.67	0.9253	0.0	0.0747	1.0	0.0	1.013	0.5799	50.0	
1.68	0.9245	0.0	0.0755	1.0	0.0	0.9957	0.5746	50.0	
1.69	0.9244	0.0	0.0756	1.0	0.0	0.979	0.5693	50.0	
1.7	0.9246	0.0	0.0754	1.0	0.0	0.9627	0.5639	50.0	
1.71	0.9254	0.0	0.0746	1.0	0.0	0.9469	0.5585	50.0	
1.72	0.9226	0.0	0.0774	1.0	0.0	0.9316	0.553	50.0	
1.73	0.9242	0.0	0.0758	1.0	0.0	0.9166	0.5475	50.0	
1.74	0.9233	0.0	0.0767	1.0	0.0	0.9021	0.542	50.0	
1.75	0.9224	0.0	0.0776	1.0	0.0	0.8879	0.5364	50.0	
1.76	0.9224	0.0	0.0775	1.0	0.0	0.8741	0.5309	50.0	
1.77	0.9224	0.0	0.0776	1.0	0.0	0.8606	0.5253	50.0	
1.78	0.9213	0.0	0.0787	1.0	0.0	0.8475	0.5197	50.0	
1.79	0.9228	0.0	0.0771	1.0	0.0	0.8347	0.5142	50.0	
1.8	0.9213	0.0	0.0787	1.0	0.0	0.8222	0.5086	50.0	
1.81	0.9213	0.0	0.0787	1.0	0.0	0.81	0.5031	50.0	
1.82	0.9211	0.0	0.0789	1.0	0.0	0.7981	0.4976	50.0	
1.83	0.9213	0.0	0.0787	1.0	0.0	0.7865	0.4921	50.0	
1.84	0.9205	0.0	0.0795	1.0	0.0	0.7751	0.4867	50.0	
1.85	0.9201	0.0	0.0799	1.0	0.0	0.7639	0.4813	50.0	
1.86	0.9203	0.0	0.0796	1.0	0.0	0.753	0.4759	50.0	
1.87	0.9187	0.0	0.0812	1.0	0.0	0.7423	0.4706	50.0	
1.88	0.9182	0.0	0.0818	1.0	0.0	0.7319	0.4653	50.0	
1.89	0.9197	0.0001	0.0803	1.0	0.0	0.7216	0.4601	50.0	
1.9	0.9186	0.0001	0.0814	1.0	0.0	0.7115	0.455	50.0	
1.91	0.9183	0.0001	0.0816	1.0	0.0	0.7016	0.4498	50.0	
1.92	0.9199	0.0001	0.0801	1.0	0.0	0.6919	0.4448	50.0	
1.93	0.9168	0.0001	0.0831	1.0	0.0	0.6824	0.4398	50.0	
1.94	0.9173	0.0001	0.0826	1.0	0.0	0.673	0.4348	50.0	
1.95	0.9168	0.0001	0.0831	1.0	0.0	0.6638	0.4299	50.0	
1.96	0.9166	0.0001	0.0834	1.0	0.0	0.6547	0.4251	50.0	
1.97	0.9173	0.0001	0.0827	1.0	0.0	0.6458	0.4204	50.0	
1.98	0.9139	0.0001	0.0861	1.0	0.0	0.6371	0.4157	50.0	
1.99	0.9157	0.0001	0.0842	1.0	0.0	0.6285	0.411	50.0	
2.0	0.9141	0.0001	0.0858	1.0	0.0	0.62	0.4064	50.0	
2.01	0.9148	0.0001	0.0852	1.0	0.0	0.6117	0.4019	50.0	
2.02	0.9146	0.0001	0.0853	1.0	0.0	0.6035	0.3975	50.0	
2.03	0.9137	0.0001	0.0862	1.0	0.0	0.5954	0.3931	50.0	
2.04	0.9122	0.0001	0.0877	1.0	0.0	0.5874	0.3888	50.0	
2.05	0.9124	0.0001	0.0875	1.0	0.0	0.5796	0.3845	50.0	
2.06	0.912	0.0001	0.0879	1.0	0.0	0.5719	0.3803	50.0	
2.07	0.9114	0.0001	0.0885	1.0	0.0	0.5643	0.3761	50.0	
2.08	0.9109	0.0001	0.089	1.0	0.0	0.5568	0.3721	50.0	
2.09	0.911	0.0001	0.0889	1.0	0.0	0.5494	0.368	50.0	
2.1	0.9094	0.0001	0.0905	1.0	0.0	0.5421	0.3641	50.0	
2.11	0.9102	0.0001	0.0897	1.0	0.0	0.5349	0.3602	50.0	
2.12	0.9092	0.0001	0.0907	1.0	0.0	0.5278	0.3563	50.0	
2.13	0.9083	0.0001	0.0916	1.0	0.0	0.5208	0.3525	50.0	
2.14	0.907	0.0001	0.0929	1.0	0.0	0.514	0.3488	50.0	
2.15	0.9057	0.0001	0.0941	1.0	0.0	0.5072	0.3451	50.0	
2.16	0.9045	0.0002	0.0954	1.0	0.0	0.5005	0.3415	50.0	
2.17	0.905	0.0002	0.0948	1.0	0.0	0.4939	0.338	50.0	
2.18	0.9036	0.0002	0.0962	1.0	0.0	0.4874	0.3345	50.0	
2.19	0.9051	0.0002	0.0948	1.0	0.0	0.481	0.331	50.0	
2.2	0.9048	0.0002	0.095	1.0	0.0	0.4746	0.3276	50.0	
2.21	0.9029	0.0002	0.0969	1.0	0.0	0.4684	0.3243	50.0	
2.22	0.903	0.0002	0.0968	1.0	0.0	0.4622	0.321	50.0	
2.23	0.8999	0.0002	0.0999	1.0	0.0	0.4561	0.3177	50.0	
2.24	0.8987	0.0002	0.1011	1.0	0.0	0.4502	0.3145	50.0	
2.25	0.8991	0.0002	0.1007	1.0	0.0	0.4442	0.3114	50.0	
2.26	0.8993	0.0002	0.1005	1.0	0.0	0.4384	0.3083	50.0	
2.27	0.8975	0.0002	0.1023	1.0	0.0	0.4327	0.3052	50.0	
2.28	0.8968	0.0002	0.1029	1.0	0.0	0.427	0.3022	50.0	
2.29	0.8957	0.0002	0.104	1.0	0.0	0.4214	0.2992	50.0	
2.3	0.8942	0.0003	0.1055	1.0	0.0	0.4159	0.2963	50.0	
2.31	0.8938	0.0003	0.1059	1.0	0.0	0.4104	0.2935	50.0	
2.32	0.8935	0.0003	0.1062	1.0	0.0	0.4051	0.2906	50.0	
2.33	0.8929	0.0003	0.1069	1.0	0.0	0.3998	0.2878	50.0	
2.34	0.8906	0.0003	0.1091	1.0	0.0	0.3946	0.2851	50.0	
2.35	0.8906	0.0003	0.1091	1.0	0.0	0.3894	0.2824	50.0	
2.36	0.8898	0.0003	0.1098	1.0	0.0	0.3843	0.2797	50.0	
2.37	0.8899	0.0003	0.1098	1.0	0.0	0.3793	0.2771	50.0	
2.38	0.8864	0.0003	0.1133	1.0	0.0	0.3744	0.2745	50.0	
2.39	0.8864	0.0004	0.1133	1.0	0.0	0.3695	0.272	50.0	
2.4	0.8858	0.0004	0.1138	1.0	0.0	0.3647	0.2694	50.0	
2.41	0.8843	0.0004	0.1154	1.0	0.0	0.3599	0.267	50.0	
2.42	0.884	0.0004	0.1156	1.0	0.0	0.3552	0.2645	50.0	
2.43	0.8829	0.0004	0.1167	1.0	0.0	0.3506	0.2621	50.0	
2.44	0.8814	0.0004	0.1182	1.0	0.0	0.3461	0.2598	50.0	
2.45	0.8798	0.0004	0.1197	1.0	0.0	0.3416	0.2574	50.0	
2.46	0.8796	0.0004	0.12	1.0	0.0	0.3372	0.2551	50.0	
2.47	0.8795	0.0005	0.12	1.0	0.0	0.3328	0.2528	50.0	
2.48	0.8777	0.0005	0.1218	1.0	0.0	0.3285	0.2506	50.0	
2.49	0.877	0.0005	0.1225	1.0	0.0	0.3242	0.2484	50.0	
2.5	0.8744	0.0005	0.1251	1.0	0.0	0.3201	0.2462	50.0	

Input file:
mc
output:out2
particle1:sio2.txt
particle2:air.txt
matrix1:air.txt
solar:am15.txt
photons:100000
start:0.25
end:2.5
interval:0.01

sim2
layer1
matrix1
t:50
particle1
d:0.9
vf:60
