Sim 3

Solar R: 0.9571
Solar A: 0.0
Solar T: 0.0429

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.84	0.9594	0.0	0.0406	1.0	0.0	4.3204	0.8123	50.0	
0.85	0.9588	0.0	0.0412	1.0	0.0	4.2763	0.811	50.0	
0.86	0.959	0.0	0.041	1.0	0.0	4.2336	0.81	50.0	
0.87	0.9589	0.0	0.0411	1.0	0.0	4.1889	0.8091	50.0	
0.88	0.9588	0.0	0.0412	1.0	0.0	4.1396	0.8083	50.0	
0.89	0.9585	0.0	0.0415	1.0	0.0	4.0838	0.8075	50.0	
0.9	0.9583	0.0	0.0417	1.0	0.0	4.0202	0.8064	50.0	
0.91	0.9568	0.0	0.0432	1.0	0.0	3.9489	0.805	50.0	
0.92	0.956	0.0	0.044	1.0	0.0	3.871	0.8032	50.0	
0.93	0.9556	0.0	0.0445	1.0	0.0	3.788	0.8009	50.0	
0.94	0.9558	0.0	0.0442	1.0	0.0	3.7025	0.7981	50.0	
0.95	0.956	0.0	0.044	1.0	0.0	3.6166	0.7949	50.0	
0.96	0.956	0.0	0.044	1.0	0.0	3.5328	0.7911	50.0	
0.97	0.9557	0.0	0.0443	1.0	0.0	3.4526	0.7871	50.0	
0.98	0.9572	0.0	0.0428	1.0	0.0	3.3775	0.7827	50.0	
0.99	0.9552	0.0	0.0448	1.0	0.0	3.3082	0.7782	50.0	
1.0	0.9553	0.0	0.0447	1.0	0.0	3.2447	0.7737	50.0	
1.01	0.9562	0.0	0.0438	1.0	0.0	3.187	0.7692	50.0	
1.02	0.9553	0.0	0.0447	1.0	0.0	3.1346	0.7648	50.0	
1.03	0.9555	0.0	0.0445	1.0	0.0	3.0869	0.7606	50.0	
1.04	0.9553	0.0	0.0447	1.0	0.0	3.0431	0.7566	50.0	
1.05	0.956	0.0	0.044	1.0	0.0	3.0025	0.7529	50.0	
1.06	0.9576	0.0	0.0424	1.0	0.0	2.9642	0.7495	50.0	
1.07	0.9556	0.0	0.0445	1.0	0.0	2.9276	0.7463	50.0	
1.08	0.9558	0.0	0.0442	1.0	0.0	2.8919	0.7434	50.0	
1.09	0.9565	0.0	0.0435	1.0	0.0	2.8566	0.7407	50.0	
1.1	0.9553	0.0	0.0447	1.0	0.0	2.821	0.7382	50.0	
1.11	0.9554	0.0	0.0446	1.0	0.0	2.7847	0.7359	50.0	
1.12	0.9544	0.0	0.0456	1.0	0.0	2.7475	0.7337	50.0	
1.13	0.9561	0.0	0.0439	1.0	0.0	2.7091	0.7316	50.0	
1.14	0.9539	0.0	0.0461	1.0	0.0	2.6694	0.7295	50.0	
1.15	0.9547	0.0	0.0453	1.0	0.0	2.6284	0.7273	50.0	
1.16	0.9547	0.0	0.0453	1.0	0.0	2.5861	0.7251	50.0	
1.17	0.9534	0.0	0.0466	1.0	0.0	2.5428	0.7227	50.0	
1.18	0.9539	0.0	0.0461	1.0	0.0	2.4988	0.7202	50.0	
1.19	0.9524	0.0	0.0476	1.0	0.0	2.4541	0.7175	50.0	
1.2	0.9531	0.0	0.0469	1.0	0.0	2.4093	0.7145	50.0	
1.21	0.9506	0.0	0.0494	1.0	0.0	2.3646	0.7114	50.0	
1.22	0.9524	0.0	0.0476	1.0	0.0	2.3204	0.708	50.0	
1.23	0.9532	0.0	0.0468	1.0	0.0	2.2768	0.7044	50.0	
1.24	0.9517	0.0	0.0483	1.0	0.0	2.2342	0.7006	50.0	
1.25	0.9507	0.0	0.0493	1.0	0.0	2.1928	0.6966	50.0	
1.26	0.951	0.0	0.049	1.0	0.0	2.1528	0.6924	50.0	
1.27	0.9501	0.0	0.0499	1.0	0.0	2.1143	0.6882	50.0	
1.28	0.9504	0.0	0.0496	1.0	0.0	2.0774	0.6838	50.0	
1.29	0.9506	0.0	0.0494	1.0	0.0	2.0422	0.6795	50.0	
1.3	0.95	0.0	0.05	1.0	0.0	2.0086	0.6751	50.0	
1.31	0.9496	0.0	0.0504	1.0	0.0	1.9765	0.6708	50.0	
1.32	0.9503	0.0	0.0497	1.0	0.0	1.946	0.6666	50.0	
1.33	0.95	0.0	0.05	1.0	0.0	1.917	0.6626	50.0	
1.34	0.95	0.0	0.05	1.0	0.0	1.8895	0.6586	50.0	
1.35	0.9491	0.0	0.0509	1.0	0.0	1.8632	0.6549	50.0	
1.36	0.9485	0.0	0.0515	1.0	0.0	1.8381	0.6514	50.0	
1.37	0.9493	0.0	0.0507	1.0	0.0	1.814	0.6481	50.0	
1.38	0.9487	0.0	0.0513	1.0	0.0	1.7909	0.645	50.0	
1.39	0.9485	0.0	0.0515	1.0	0.0	1.7686	0.6422	50.0	
1.4	0.9479	0.0	0.0521	1.0	0.0	1.747	0.6397	50.0	
1.41	0.9482	0.0	0.0518	1.0	0.0	1.7261	0.6374	50.0	
1.42	0.948	0.0	0.052	1.0	0.0	1.7056	0.6355	50.0	
1.43	0.9479	0.0	0.0521	1.0	0.0	1.6856	0.6337	50.0	
1.44	0.9482	0.0	0.0518	1.0	0.0	1.6658	0.6323	50.0	
1.45	0.9465	0.0	0.0535	1.0	0.0	1.6463	0.6311	50.0	
1.46	0.9459	0.0	0.0541	1.0	0.0	1.627	0.6302	50.0	
1.47	0.9453	0.0	0.0547	1.0	0.0	1.6078	0.6295	50.0	
1.48	0.9451	0.0	0.0549	1.0	0.0	1.5886	0.6291	50.0	
1.49	0.9444	0.0	0.0556	1.0	0.0	1.5693	0.6289	50.0	
1.5	0.9439	0.0	0.0561	1.0	0.0	1.5501	0.6289	50.0	
1.51	0.9423	0.0	0.0577	1.0	0.0	1.5307	0.6291	50.0	
1.52	0.9424	0.0	0.0576	1.0	0.0	1.5113	0.6295	50.0	
1.53	0.9416	0.0	0.0584	1.0	0.0	1.4917	0.6301	50.0	
1.54	0.9414	0.0	0.0586	1.0	0.0	1.4721	0.6308	50.0	
1.55	0.94	0.0	0.06	1.0	0.0	1.4522	0.6317	50.0	
1.56	0.939	0.0	0.061	1.0	0.0	1.4322	0.6328	50.0	
1.57	0.9385	0.0	0.0615	1.0	0.0	1.4119	0.6339	50.0	
1.58	0.9365	0.0	0.0635	1.0	0.0	1.3916	0.6352	50.0	
1.59	0.9359	0.0	0.0641	1.0	0.0	1.3711	0.6365	50.0	
1.6	0.9344	0.0	0.0656	1.0	0.0	1.3505	0.638	50.0	
1.61	0.9337	0.0	0.0663	1.0	0.0	1.3298	0.6395	50.0	
1.62	0.9331	0.0	0.0669	1.0	0.0	1.3091	0.641	50.0	
1.63	0.9304	0.0	0.0696	1.0	0.0	1.2883	0.6426	50.0	
1.64	0.9299	0.0	0.0701	1.0	0.0	1.2675	0.6442	50.0	
1.65	0.9285	0.0	0.0715	1.0	0.0	1.2467	0.6458	50.0	
1.66	0.9289	0.0	0.0711	1.0	0.0	1.2259	0.6474	50.0	
1.67	0.9264	0.0	0.0736	1.0	0.0	1.2052	0.6489	50.0	
1.68	0.9237	0.0	0.0763	1.0	0.0	1.1845	0.6505	50.0	
1.69	0.921	0.0	0.079	1.0	0.0	1.164	0.6519	50.0	
1.7	0.9201	0.0	0.0799	1.0	0.0	1.1436	0.6534	50.0	
1.71	0.9181	0.0	0.0819	1.0	0.0	1.1234	0.6547	50.0	
1.72	0.9157	0.0	0.0843	1.0	0.0	1.1034	0.656	50.0	
1.73	0.9155	0.0	0.0845	1.0	0.0	1.0836	0.6571	50.0	
1.74	0.9142	0.0	0.0857	1.0	0.0	1.0641	0.6582	50.0	
1.75	0.9122	0.0	0.0878	1.0	0.0	1.0448	0.6591	50.0	
1.76	0.9096	0.0	0.0903	1.0	0.0	1.0257	0.6599	50.0	
1.77	0.9095	0.0	0.0904	1.0	0.0	1.007	0.6606	50.0	
1.78	0.9075	0.0	0.0924	1.0	0.0	0.9886	0.6612	50.0	
1.79	0.905	0.0	0.095	1.0	0.0	0.9706	0.6616	50.0	
1.8	0.9028	0.0	0.0972	1.0	0.0	0.9528	0.6618	50.0	
1.81	0.9041	0.0	0.0959	1.0	0.0	0.9355	0.6619	50.0	
1.82	0.9005	0.0	0.0994	1.0	0.0	0.9184	0.6619	50.0	
1.83	0.8988	0.0	0.1011	1.0	0.0	0.9018	0.6616	50.0	
1.84	0.8958	0.0	0.1041	1.0	0.0	0.8855	0.6612	50.0	
1.85	0.8948	0.0	0.1052	1.0	0.0	0.8696	0.6607	50.0	
1.86	0.8939	0.0	0.106	1.0	0.0	0.8541	0.6599	50.0	
1.87	0.8913	0.0	0.1087	1.0	0.0	0.8389	0.659	50.0	
1.88	0.8895	0.0	0.1105	1.0	0.0	0.8241	0.658	50.0	
1.89	0.8899	0.0001	0.11	1.0	0.0	0.8097	0.6567	50.0	
1.9	0.8888	0.0001	0.1111	1.0	0.0	0.7956	0.6553	50.0	
1.91	0.887	0.0001	0.1129	1.0	0.0	0.7819	0.6537	50.0	
1.92	0.8854	0.0001	0.1145	1.0	0.0	0.7686	0.652	50.0	
1.93	0.8847	0.0001	0.1153	1.0	0.0	0.7556	0.6501	50.0	
1.94	0.8852	0.0001	0.1147	1.0	0.0	0.7429	0.648	50.0	
1.95	0.8832	0.0001	0.1167	1.0	0.0	0.7306	0.6458	50.0	
1.96	0.8814	0.0001	0.1185	1.0	0.0	0.7186	0.6434	50.0	
1.97	0.88	0.0001	0.1199	1.0	0.0	0.707	0.6409	50.0	
1.98	0.8789	0.0001	0.1211	1.0	0.0	0.6956	0.6382	50.0	
1.99	0.8773	0.0001	0.1226	1.0	0.0	0.6846	0.6354	50.0	
2.0	0.8759	0.0001	0.124	1.0	0.0	0.6738	0.6325	50.0	
2.01	0.8772	0.0001	0.1227	1.0	0.0	0.6634	0.6294	50.0	
2.02	0.8784	0.0001	0.1215	1.0	0.0	0.6532	0.6263	50.0	
2.03	0.8743	0.0001	0.1256	1.0	0.0	0.6433	0.623	50.0	
2.04	0.8748	0.0001	0.1251	1.0	0.0	0.6336	0.6196	50.0	
2.05	0.8744	0.0001	0.1255	1.0	0.0	0.6242	0.6161	50.0	
2.06	0.8721	0.0001	0.1278	1.0	0.0	0.6151	0.6125	50.0	
2.07	0.8719	0.0001	0.128	1.0	0.0	0.6062	0.6088	50.0	
2.08	0.8717	0.0001	0.1282	1.0	0.0	0.5975	0.6051	50.0	
2.09	0.8704	0.0001	0.1295	1.0	0.0	0.589	0.6012	50.0	
2.1	0.8723	0.0001	0.1276	1.0	0.0	0.5808	0.5973	50.0	
2.11	0.8691	0.0001	0.1308	1.0	0.0	0.5727	0.5933	50.0	
2.12	0.8675	0.0001	0.1324	1.0	0.0	0.5649	0.5893	50.0	
2.13	0.8704	0.0001	0.1294	1.0	0.0	0.5572	0.5852	50.0	
2.14	0.8691	0.0001	0.1308	1.0	0.0	0.5497	0.581	50.0	
2.15	0.869	0.0001	0.1308	1.0	0.0	0.5424	0.5769	50.0	
2.16	0.8697	0.0001	0.1302	1.0	0.0	0.5353	0.5726	50.0	
2.17	0.8687	0.0002	0.1311	1.0	0.0	0.5283	0.5684	50.0	
2.18	0.8656	0.0002	0.1342	1.0	0.0	0.5215	0.5641	50.0	
2.19	0.8664	0.0002	0.1334	1.0	0.0	0.5148	0.5597	50.0	
2.2	0.867	0.0002	0.1328	1.0	0.0	0.5083	0.5554	50.0	
2.21	0.8655	0.0002	0.1343	1.0	0.0	0.5019	0.551	50.0	
2.22	0.8654	0.0002	0.1344	1.0	0.0	0.4957	0.5466	50.0	
2.23	0.8665	0.0002	0.1333	1.0	0.0	0.4896	0.5422	50.0	
2.24	0.8656	0.0002	0.1342	1.0	0.0	0.4836	0.5378	50.0	
2.25	0.8647	0.0002	0.1351	1.0	0.0	0.4777	0.5335	50.0	
2.26	0.8642	0.0002	0.1356	1.0	0.0	0.472	0.5291	50.0	
2.27	0.8643	0.0002	0.1355	1.0	0.0	0.4663	0.5247	50.0	
2.28	0.8634	0.0002	0.1364	1.0	0.0	0.4608	0.5203	50.0	
2.29	0.8656	0.0002	0.1342	1.0	0.0	0.4554	0.5159	50.0	
2.3	0.863	0.0002	0.1367	1.0	0.0	0.45	0.5115	50.0	
2.31	0.8645	0.0003	0.1352	1.0	0.0	0.4448	0.5072	50.0	
2.32	0.8632	0.0003	0.1365	1.0	0.0	0.4396	0.5028	50.0	
2.33	0.8611	0.0003	0.1387	1.0	0.0	0.4346	0.4985	50.0	
2.34	0.8629	0.0003	0.1368	1.0	0.0	0.4296	0.4942	50.0	
2.35	0.8605	0.0003	0.1392	1.0	0.0	0.4247	0.49	50.0	
2.36	0.8649	0.0003	0.1348	1.0	0.0	0.4199	0.4857	50.0	
2.37	0.862	0.0003	0.1377	1.0	0.0	0.4152	0.4815	50.0	
2.38	0.8598	0.0003	0.1399	1.0	0.0	0.4105	0.4773	50.0	
2.39	0.8608	0.0003	0.1389	1.0	0.0	0.406	0.4731	50.0	
2.4	0.8598	0.0003	0.1399	1.0	0.0	0.4014	0.469	50.0	
2.41	0.8591	0.0004	0.1405	1.0	0.0	0.397	0.4649	50.0	
2.42	0.8585	0.0004	0.1412	1.0	0.0	0.3926	0.4608	50.0	
2.43	0.8606	0.0004	0.139	1.0	0.0	0.3883	0.4567	50.0	
2.44	0.8597	0.0004	0.1399	1.0	0.0	0.3841	0.4527	50.0	
2.45	0.8564	0.0004	0.1431	1.0	0.0	0.3799	0.4488	50.0	
2.46	0.8581	0.0004	0.1415	1.0	0.0	0.3757	0.4448	50.0	
2.47	0.8582	0.0004	0.1414	1.0	0.0	0.3717	0.4409	50.0	
2.48	0.8571	0.0004	0.1425	1.0	0.0	0.3676	0.437	50.0	
2.49	0.8549	0.0005	0.1446	1.0	0.0	0.3637	0.4332	50.0	
2.5	0.8567	0.0005	0.1428	1.0	0.0	0.3598	0.4294	50.0	

Input file:
mc
output:out1
particle1:sio2.txt
particle2:air.txt
matrix1:air.txt
solar:am15.txt
photons:100000
start:0.25
end:2.5
interval:0.01

sim3
layer1
matrix1
t:50
particle2
c:0.5
particle1
s:0.3
vf:60
