Sim 3

Solar R: 0.9611
Solar A: 0.0
Solar T: 0.0389

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
1.06	0.9592	0.0	0.0408	1.0	0.0	3.5576	0.7782	50.0	
1.07	0.9578	0.0	0.0422	1.0	0.0	3.5208	0.7779	50.0	
1.08	0.9583	0.0	0.0417	1.0	0.0	3.484	0.7776	50.0	
1.09	0.9583	0.0	0.0417	1.0	0.0	3.4465	0.7773	50.0	
1.1	0.9575	0.0	0.0425	1.0	0.0	3.4077	0.777	50.0	
1.11	0.9561	0.0	0.0439	1.0	0.0	3.3674	0.7765	50.0	
1.12	0.9552	0.0	0.0448	1.0	0.0	3.3253	0.776	50.0	
1.13	0.9558	0.0	0.0442	1.0	0.0	3.2813	0.7753	50.0	
1.14	0.9564	0.0	0.0436	1.0	0.0	3.2354	0.7745	50.0	
1.15	0.9556	0.0	0.0445	1.0	0.0	3.1875	0.7735	50.0	
1.16	0.9552	0.0	0.0448	1.0	0.0	3.1379	0.7722	50.0	
1.17	0.9538	0.0	0.0462	1.0	0.0	3.0869	0.7706	50.0	
1.18	0.954	0.0	0.046	1.0	0.0	3.0347	0.7688	50.0	
1.19	0.9528	0.0	0.0472	1.0	0.0	2.9818	0.7667	50.0	
1.2	0.9529	0.0	0.0471	1.0	0.0	2.9284	0.7643	50.0	
1.21	0.9533	0.0	0.0467	1.0	0.0	2.8751	0.7617	50.0	
1.22	0.9519	0.0	0.0481	1.0	0.0	2.8223	0.7587	50.0	
1.23	0.9516	0.0	0.0484	1.0	0.0	2.7702	0.7555	50.0	
1.24	0.9522	0.0	0.0478	1.0	0.0	2.7191	0.752	50.0	
1.25	0.9507	0.0	0.0493	1.0	0.0	2.6694	0.7482	50.0	
1.26	0.9521	0.0	0.0479	1.0	0.0	2.6214	0.7443	50.0	
1.27	0.9509	0.0	0.0491	1.0	0.0	2.5751	0.7403	50.0	
1.28	0.9527	0.0	0.0473	1.0	0.0	2.5307	0.7361	50.0	
1.29	0.952	0.0	0.048	1.0	0.0	2.4882	0.7318	50.0	
1.3	0.9513	0.0	0.0487	1.0	0.0	2.4477	0.7274	50.0	
1.31	0.9513	0.0	0.0487	1.0	0.0	2.409	0.7231	50.0	
1.32	0.9523	0.0	0.0477	1.0	0.0	2.3722	0.7188	50.0	
1.33	0.9506	0.0	0.0494	1.0	0.0	2.3372	0.7145	50.0	
1.34	0.9525	0.0	0.0475	1.0	0.0	2.3039	0.7104	50.0	
1.35	0.9512	0.0	0.0488	1.0	0.0	2.2722	0.7063	50.0	
1.36	0.9513	0.0	0.0487	1.0	0.0	2.242	0.7024	50.0	
1.37	0.9517	0.0	0.0483	1.0	0.0	2.2131	0.6987	50.0	
1.38	0.9522	0.0	0.0478	1.0	0.0	2.1853	0.6951	50.0	
1.39	0.9515	0.0	0.0485	1.0	0.0	2.1587	0.6918	50.0	
1.4	0.9513	0.0	0.0487	1.0	0.0	2.1329	0.6886	50.0	
1.41	0.952	0.0	0.048	1.0	0.0	2.108	0.6856	50.0	
1.42	0.9502	0.0	0.0498	1.0	0.0	2.0838	0.6829	50.0	
1.43	0.9506	0.0	0.0494	1.0	0.0	2.0601	0.6803	50.0	
1.44	0.95	0.0	0.05	1.0	0.0	2.0369	0.678	50.0	
1.45	0.9488	0.0	0.0512	1.0	0.0	2.0141	0.6759	50.0	
1.46	0.9509	0.0	0.0491	1.0	0.0	1.9915	0.674	50.0	
1.47	0.9481	0.0	0.0519	1.0	0.0	1.9691	0.6723	50.0	
1.48	0.9495	0.0	0.0505	1.0	0.0	1.9469	0.6707	50.0	
1.49	0.9497	0.0	0.0503	1.0	0.0	1.9247	0.6694	50.0	
1.5	0.9484	0.0	0.0516	1.0	0.0	1.9025	0.6683	50.0	
1.51	0.9475	0.0	0.0525	1.0	0.0	1.8802	0.6673	50.0	
1.52	0.9472	0.0	0.0528	1.0	0.0	1.8579	0.6664	50.0	
1.53	0.9491	0.0	0.0509	1.0	0.0	1.8355	0.6657	50.0	
1.54	0.948	0.0	0.052	1.0	0.0	1.813	0.6652	50.0	
1.55	0.9464	0.0	0.0536	1.0	0.0	1.7903	0.6647	50.0	
1.56	0.9454	0.0	0.0546	1.0	0.0	1.7673	0.6644	50.0	
1.57	0.9449	0.0	0.0551	1.0	0.0	1.7442	0.6641	50.0	
1.58	0.945	0.0	0.055	1.0	0.0	1.7209	0.6639	50.0	
1.59	0.9436	0.0	0.0564	1.0	0.0	1.6974	0.6638	50.0	
1.6	0.9434	0.0	0.0566	1.0	0.0	1.6738	0.6637	50.0	
1.61	0.9425	0.0	0.0575	1.0	0.0	1.6501	0.6637	50.0	
1.62	0.9419	0.0	0.0581	1.0	0.0	1.6263	0.6637	50.0	
1.63	0.9408	0.0	0.0592	1.0	0.0	1.6024	0.6637	50.0	
1.64	0.9394	0.0	0.0606	1.0	0.0	1.5785	0.6637	50.0	
1.65	0.9382	0.0	0.0618	1.0	0.0	1.5545	0.6637	50.0	
1.66	0.9384	0.0	0.0616	1.0	0.0	1.5305	0.6636	50.0	
1.67	0.9366	0.0	0.0634	1.0	0.0	1.5066	0.6635	50.0	
1.68	0.9364	0.0	0.0636	1.0	0.0	1.4827	0.6634	50.0	
1.69	0.9359	0.0	0.0641	1.0	0.0	1.4589	0.6632	50.0	
1.7	0.9334	0.0	0.0666	1.0	0.0	1.4352	0.6629	50.0	
1.71	0.9335	0.0	0.0664	1.0	0.0	1.4117	0.6625	50.0	
1.72	0.9325	0.0	0.0675	1.0	0.0	1.3884	0.662	50.0	
1.73	0.9317	0.0	0.0683	1.0	0.0	1.3653	0.6615	50.0	
1.74	0.93	0.0	0.0699	1.0	0.0	1.3424	0.6608	50.0	
1.75	0.9297	0.0	0.0703	1.0	0.0	1.3198	0.66	50.0	
1.76	0.9296	0.0	0.0703	1.0	0.0	1.2976	0.6591	50.0	
1.77	0.928	0.0	0.072	1.0	0.0	1.2756	0.658	50.0	
1.78	0.9263	0.0	0.0736	1.0	0.0	1.254	0.6569	50.0	
1.79	0.925	0.0	0.0749	1.0	0.0	1.2327	0.6556	50.0	
1.8	0.927	0.0	0.0729	1.0	0.0	1.2118	0.6541	50.0	
1.81	0.9244	0.0	0.0756	1.0	0.0	1.1912	0.6525	50.0	
1.82	0.922	0.0	0.078	1.0	0.0	1.1711	0.6508	50.0	
1.83	0.9214	0.0	0.0786	1.0	0.0	1.1514	0.6489	50.0	
1.84	0.9221	0.0	0.0778	1.0	0.0	1.1321	0.6469	50.0	
1.85	0.9205	0.0	0.0794	1.0	0.0	1.1132	0.6447	50.0	
1.86	0.9202	0.0001	0.0797	1.0	0.0	1.0947	0.6424	50.0	
1.87	0.9186	0.0001	0.0813	1.0	0.0	1.0766	0.6399	50.0	
1.88	0.9186	0.0001	0.0813	1.0	0.0	1.059	0.6373	50.0	
1.89	0.9176	0.0001	0.0824	1.0	0.0	1.0417	0.6346	50.0	
1.9	0.9162	0.0001	0.0837	1.0	0.0	1.0249	0.6317	50.0	
1.91	0.9155	0.0001	0.0844	1.0	0.0	1.0085	0.6287	50.0	
1.92	0.9168	0.0001	0.0831	1.0	0.0	0.9925	0.6256	50.0	
1.93	0.916	0.0001	0.0839	1.0	0.0	0.9768	0.6224	50.0	
1.94	0.9144	0.0001	0.0856	1.0	0.0	0.9616	0.619	50.0	
1.95	0.914	0.0001	0.0859	1.0	0.0	0.9467	0.6156	50.0	
1.96	0.9128	0.0001	0.0872	1.0	0.0	0.9322	0.612	50.0	
1.97	0.9133	0.0001	0.0866	1.0	0.0	0.9181	0.6083	50.0	
1.98	0.9136	0.0001	0.0863	1.0	0.0	0.9043	0.6045	50.0	
1.99	0.9124	0.0001	0.0875	1.0	0.0	0.8909	0.6007	50.0	
2.0	0.9116	0.0001	0.0883	1.0	0.0	0.8778	0.5967	50.0	
2.01	0.9096	0.0001	0.0903	1.0	0.0	0.865	0.5927	50.0	
2.02	0.9116	0.0001	0.0883	1.0	0.0	0.8526	0.5886	50.0	
2.03	0.91	0.0001	0.0899	1.0	0.0	0.8404	0.5845	50.0	
2.04	0.9098	0.0001	0.0901	1.0	0.0	0.8286	0.5802	50.0	
2.05	0.9109	0.0001	0.089	1.0	0.0	0.817	0.576	50.0	
2.06	0.9119	0.0001	0.088	1.0	0.0	0.8057	0.5716	50.0	
2.07	0.9089	0.0001	0.091	1.0	0.0	0.7947	0.5673	50.0	
2.08	0.9102	0.0001	0.0897	1.0	0.0	0.7839	0.5629	50.0	
2.09	0.9089	0.0001	0.0909	1.0	0.0	0.7734	0.5584	50.0	
2.1	0.9082	0.0001	0.0917	1.0	0.0	0.7631	0.5539	50.0	
2.11	0.9077	0.0001	0.0922	1.0	0.0	0.7531	0.5494	50.0	
2.12	0.9108	0.0001	0.089	1.0	0.0	0.7432	0.5449	50.0	
2.13	0.9076	0.0002	0.0922	1.0	0.0	0.7336	0.5404	50.0	
2.14	0.9068	0.0002	0.093	1.0	0.0	0.7242	0.5358	50.0	
2.15	0.9074	0.0002	0.0925	1.0	0.0	0.715	0.5313	50.0	
2.16	0.9073	0.0002	0.0925	1.0	0.0	0.706	0.5267	50.0	
2.17	0.9052	0.0002	0.0946	1.0	0.0	0.6972	0.5222	50.0	
2.18	0.9062	0.0002	0.0936	1.0	0.0	0.6885	0.5176	50.0	
2.19	0.9066	0.0002	0.0932	1.0	0.0	0.6801	0.5131	50.0	
2.2	0.9051	0.0002	0.0947	1.0	0.0	0.6717	0.5085	50.0	
2.21	0.9064	0.0002	0.0934	1.0	0.0	0.6636	0.504	50.0	
2.22	0.9066	0.0002	0.0932	1.0	0.0	0.6556	0.4995	50.0	
2.23	0.9056	0.0002	0.0942	1.0	0.0	0.6477	0.495	50.0	
2.24	0.9046	0.0002	0.0951	1.0	0.0	0.64	0.4906	50.0	
2.25	0.9045	0.0002	0.0953	1.0	0.0	0.6324	0.4861	50.0	
2.26	0.9028	0.0002	0.097	1.0	0.0	0.625	0.4817	50.0	
2.27	0.9013	0.0003	0.0984	1.0	0.0	0.6177	0.4773	50.0	
2.28	0.9028	0.0003	0.097	1.0	0.0	0.6105	0.4729	50.0	
2.29	0.9057	0.0003	0.0941	1.0	0.0	0.6034	0.4686	50.0	
2.3	0.9024	0.0003	0.0973	1.0	0.0	0.5964	0.4643	50.0	
2.31	0.9026	0.0003	0.0972	1.0	0.0	0.5896	0.46	50.0	
2.32	0.9026	0.0003	0.0971	1.0	0.0	0.5828	0.4558	50.0	
2.33	0.9019	0.0003	0.0978	1.0	0.0	0.5762	0.4516	50.0	
2.34	0.9019	0.0003	0.0978	1.0	0.0	0.5697	0.4475	50.0	
2.35	0.9007	0.0003	0.0989	1.0	0.0	0.5632	0.4433	50.0	
2.36	0.9001	0.0003	0.0996	1.0	0.0	0.5569	0.4393	50.0	
2.37	0.9011	0.0004	0.0986	1.0	0.0	0.5506	0.4352	50.0	
2.38	0.9006	0.0004	0.099	1.0	0.0	0.5444	0.4312	50.0	
2.39	0.9006	0.0004	0.099	1.0	0.0	0.5384	0.4272	50.0	
2.4	0.8988	0.0004	0.1008	1.0	0.0	0.5324	0.4233	50.0	
2.41	0.9002	0.0004	0.0993	1.0	0.0	0.5264	0.4194	50.0	
2.42	0.8994	0.0004	0.1001	1.0	0.0	0.5206	0.4156	50.0	
2.43	0.8971	0.0004	0.1024	1.0	0.0	0.5148	0.4118	50.0	
2.44	0.8987	0.0005	0.1008	1.0	0.0	0.5092	0.408	50.0	
2.45	0.896	0.0005	0.1035	1.0	0.0	0.5035	0.4043	50.0	
2.46	0.8956	0.0005	0.1039	1.0	0.0	0.498	0.4006	50.0	
2.47	0.8956	0.0005	0.1039	1.0	0.0	0.4925	0.397	50.0	
2.48	0.895	0.0005	0.1045	1.0	0.0	0.4871	0.3934	50.0	
2.49	0.8956	0.0005	0.1039	1.0	0.0	0.4818	0.3899	50.0	
2.5	0.8938	0.0006	0.1056	1.0	0.0	0.4765	0.3864	50.0	

Input file:
mc
output:out2
particle1:sio2.txt
particle2:air.txt
matrix1:air.txt
solar:am15.txt
photons:100000
start:0.25
end:2.5
interval:0.01

sim3
layer1
matrix1
t:50
particle1
d:1.1
vf:60
