Sim 2

Solar R: 0.9633
Solar A: 0.0
Solar T: 0.0367

Wavelength	R	A	T
1.29	0.9538	0.0	0.0462	
1.3	0.9546	0.0	0.0454	
1.31	0.9534	0.0	0.0466	
1.32	0.9525	0.0	0.0475	
1.33	0.9507	0.0	0.0493	
1.34	0.9516	0.0	0.0484	
1.35	0.9485	0.0	0.0515	
1.36	0.9475	0.0	0.0525	
1.37	0.9483	0.0	0.0517	
1.38	0.9466	0.0	0.0534	
1.39	0.9448	0.0	0.0552	
1.4	0.9438	0.0	0.0562	
1.41	0.9433	0.0	0.0567	
1.42	0.9429	0.0	0.0571	
1.43	0.9411	0.0	0.0589	
1.44	0.9398	0.0	0.0602	
1.45	0.9392	0.0	0.0608	
1.46	0.9376	0.0	0.0624	
1.47	0.9385	0.0	0.0615	
1.48	0.9366	0.0	0.0634	
1.49	0.9359	0.0	0.0641	
1.5	0.9346	0.0	0.0654	
1.51	0.9348	0.0	0.0652	
1.52	0.9341	0.0	0.0659	
1.53	0.9318	0.0	0.0682	
1.54	0.9323	0.0	0.0677	
1.55	0.9313	0.0	0.0687	
1.56	0.9305	0.0	0.0695	
1.57	0.9285	0.0	0.0715	
1.58	0.9284	0.0	0.0716	
1.59	0.9281	0.0	0.0719	
1.6	0.928	0.0	0.072	
1.61	0.9284	0.0	0.0716	
1.62	0.9281	0.0	0.0719	
1.63	0.9268	0.0	0.0732	
1.64	0.927	0.0	0.073	
1.65	0.925	0.0	0.075	
1.66	0.9264	0.0	0.0736	
1.67	0.9262	0.0	0.0738	
1.68	0.9244	0.0	0.0756	
1.69	0.9249	0.0	0.0751	
1.7	0.9238	0.0	0.0761	
1.71	0.9243	0.0	0.0757	
1.72	0.9241	0.0	0.0759	
1.73	0.9241	0.0	0.0759	
1.74	0.9243	0.0	0.0757	
1.75	0.9236	0.0	0.0763	
1.76	0.9226	0.0	0.0773	
1.77	0.9229	0.0	0.0771	
1.78	0.9219	0.0	0.0781	
1.79	0.9205	0.0	0.0794	
1.8	0.9228	0.0	0.0772	
1.81	0.9212	0.0	0.0787	
1.82	0.9213	0.0	0.0786	
1.83	0.92	0.0	0.0799	
1.84	0.9198	0.0	0.0802	
1.85	0.9203	0.0	0.0797	
1.86	0.9216	0.0	0.0784	
1.87	0.9186	0.0	0.0814	
1.88	0.9192	0.0	0.0807	
1.89	0.9179	0.0001	0.0821	
1.9	0.9178	0.0001	0.0822	
1.91	0.9199	0.0001	0.0801	
1.92	0.9167	0.0001	0.0832	
1.93	0.919	0.0001	0.0809	
1.94	0.9171	0.0001	0.0829	
1.95	0.9175	0.0001	0.0825	
1.96	0.9166	0.0001	0.0833	
1.97	0.9147	0.0001	0.0852	
1.98	0.9153	0.0001	0.0846	
1.99	0.9146	0.0001	0.0854	
2.0	0.9133	0.0001	0.0866	
2.01	0.915	0.0001	0.0849	
2.02	0.9146	0.0001	0.0853	
2.03	0.9137	0.0001	0.0862	
2.04	0.9135	0.0001	0.0864	
2.05	0.9122	0.0001	0.0877	
2.06	0.9133	0.0001	0.0866	
2.07	0.9126	0.0001	0.0873	
2.08	0.9082	0.0001	0.0917	
2.09	0.9103	0.0001	0.0896	
2.1	0.9098	0.0001	0.0901	
2.11	0.9087	0.0001	0.0912	
2.12	0.9089	0.0001	0.091	
2.13	0.9069	0.0001	0.093	
2.14	0.906	0.0001	0.0939	
2.15	0.9076	0.0001	0.0922	
2.16	0.9074	0.0002	0.0924	
2.17	0.9061	0.0002	0.0937	
2.18	0.9063	0.0002	0.0935	
2.19	0.9022	0.0002	0.0977	
2.2	0.9038	0.0002	0.096	
2.21	0.9019	0.0002	0.0979	
2.22	0.8997	0.0002	0.1001	
2.23	0.9009	0.0002	0.0989	
2.24	0.8998	0.0002	0.1	
2.25	0.8998	0.0002	0.1	
2.26	0.8965	0.0002	0.1033	
2.27	0.895	0.0002	0.1047	
2.28	0.8966	0.0002	0.1032	
2.29	0.8954	0.0002	0.1044	
2.3	0.8932	0.0003	0.1065	
2.31	0.895	0.0003	0.1047	
2.32	0.8918	0.0003	0.108	
2.33	0.8918	0.0003	0.1079	
2.34	0.8915	0.0003	0.1082	
2.35	0.8916	0.0003	0.108	
2.36	0.8882	0.0003	0.1115	
2.37	0.8876	0.0003	0.1121	
2.38	0.8873	0.0003	0.1123	
2.39	0.8869	0.0004	0.1128	
2.4	0.8859	0.0004	0.1138	
2.41	0.8846	0.0004	0.115	
2.42	0.884	0.0004	0.1156	
2.43	0.8826	0.0004	0.117	
2.44	0.8816	0.0004	0.1179	
2.45	0.8816	0.0004	0.1179	
2.46	0.8799	0.0004	0.1196	
2.47	0.8798	0.0005	0.1198	
2.48	0.8766	0.0005	0.123	
2.49	0.8765	0.0005	0.123	
2.5	0.8768	0.0005	0.1227	
2.5	0.8755	0.0005	0.124	

Input file:
mc
output:fig6b
particle1:sio2.txt
particle2:air.txt
matrix1:air.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim2
upper:1
lower:1
layer1
matrix1
t:50
particle1
d:0.9
vf:60
