Sim 3

Solar R: 0.256
Solar A: 0.5754
Solar T: 0.1686

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.281	0.0746	0.8064	0.119	1.3528	0.0018	0.006	0.6165	500.0	
0.282	0.0738	0.8072	0.119	1.3526	0.0018	0.006	0.6165	500.0	
0.283	0.0734	0.8085	0.1182	1.3524	0.0018	0.006	0.6166	500.0	
0.284	0.0729	0.8076	0.1194	1.3522	0.0018	0.0059	0.6167	500.0	
0.285	0.0721	0.8096	0.1183	1.352	0.0018	0.0059	0.6169	500.0	
0.286	0.071	0.8098	0.1192	1.3518	0.0019	0.0059	0.6173	500.0	
0.287	0.0701	0.8111	0.1188	1.3516	0.0019	0.0058	0.6177	500.0	
0.288	0.0696	0.8126	0.1178	1.3514	0.0019	0.0058	0.619	500.0	
0.289	0.0682	0.8142	0.1176	1.3512	0.0019	0.0057	0.6206	500.0	
0.29	0.067	0.8174	0.1156	1.351	0.002	0.0057	0.6225	500.0	
0.291	0.0656	0.819	0.1154	1.3508	0.002	0.0056	0.6249	500.0	
0.292	0.0639	0.8217	0.1144	1.3506	0.002	0.0056	0.6274	500.0	
0.293	0.0623	0.8255	0.1122	1.3504	0.0021	0.0055	0.63	500.0	
0.294	0.0602	0.828	0.1118	1.3502	0.0021	0.0055	0.6325	500.0	
0.295	0.06	0.8298	0.1102	1.35	0.0021	0.0055	0.6351	500.0	
0.296	0.0587	0.8324	0.1089	1.3498	0.0022	0.0054	0.6375	500.0	
0.297	0.0575	0.8333	0.1092	1.3496	0.0022	0.0054	0.6398	500.0	
0.298	0.0562	0.8342	0.1096	1.3494	0.0022	0.0054	0.6419	500.0	
0.299	0.0554	0.8372	0.1074	1.3492	0.0022	0.0054	0.6438	500.0	
0.3	0.0554	0.8383	0.1063	1.349	0.0023	0.0053	0.6456	500.0	
0.301	0.0545	0.8384	0.107	1.3489	0.0023	0.0053	0.6474	500.0	
0.302	0.0537	0.8414	0.1049	1.3488	0.0023	0.0053	0.649	500.0	
0.303	0.0535	0.842	0.1045	1.3486	0.0023	0.0053	0.6505	500.0	
0.304	0.0525	0.8436	0.1039	1.3485	0.0023	0.0053	0.6518	500.0	
0.305	0.0517	0.8434	0.1049	1.3484	0.0024	0.0052	0.6531	500.0	
0.306	0.0518	0.8459	0.1023	1.3483	0.0024	0.0052	0.6544	500.0	
0.307	0.0511	0.8464	0.1025	1.3482	0.0024	0.0052	0.6555	500.0	
0.308	0.0514	0.8474	0.1012	1.348	0.0024	0.0052	0.6565	500.0	
0.309	0.0509	0.847	0.1021	1.3479	0.0024	0.0052	0.6575	500.0	
0.31	0.0506	0.8491	0.1003	1.3478	0.0024	0.0052	0.6583	500.0	
0.311	0.0502	0.8476	0.1022	1.3477	0.0024	0.0052	0.6592	500.0	
0.312	0.05	0.8503	0.0998	1.3476	0.0025	0.0052	0.6599	500.0	
0.313	0.0497	0.8499	0.1004	1.3474	0.0025	0.0052	0.6606	500.0	
0.314	0.0492	0.8512	0.0996	1.3473	0.0025	0.0052	0.6612	500.0	
0.315	0.0489	0.8513	0.0998	1.3472	0.0025	0.0051	0.6617	500.0	
0.316	0.0487	0.8526	0.0987	1.3471	0.0025	0.0051	0.6622	500.0	
0.317	0.0482	0.8521	0.0997	1.347	0.0025	0.0051	0.6627	500.0	
0.318	0.0488	0.8518	0.0994	1.3468	0.0025	0.0051	0.6631	500.0	
0.319	0.0486	0.8532	0.0982	1.3467	0.0025	0.0051	0.6634	500.0	
0.32	0.0479	0.8539	0.0982	1.3466	0.0025	0.0051	0.6637	500.0	
0.321	0.0477	0.8525	0.0998	1.3465	0.0025	0.0051	0.664	500.0	
0.322	0.0478	0.8547	0.0975	1.3464	0.0025	0.0051	0.6643	500.0	
0.323	0.0477	0.853	0.0993	1.3462	0.0025	0.0051	0.6645	500.0	
0.324	0.048	0.8543	0.0977	1.3461	0.0025	0.0051	0.6646	500.0	
0.325	0.0478	0.8544	0.0978	1.346	0.0025	0.0051	0.6648	500.0	
0.326	0.0477	0.8552	0.0971	1.3459	0.0026	0.0051	0.6649	500.0	
0.327	0.0475	0.855	0.0975	1.3458	0.0026	0.0051	0.665	500.0	
0.328	0.0475	0.8558	0.0967	1.3456	0.0026	0.0051	0.6651	500.0	
0.329	0.0472	0.8554	0.0974	1.3455	0.0026	0.0051	0.6652	500.0	
0.33	0.0473	0.8558	0.0969	1.3454	0.0026	0.0051	0.6652	500.0	
0.331	0.0474	0.8565	0.0961	1.3453	0.0026	0.0051	0.6652	500.0	
0.332	0.047	0.8566	0.0964	1.3452	0.0026	0.0051	0.6651	500.0	
0.333	0.0468	0.8567	0.0965	1.345	0.0026	0.0051	0.6651	500.0	
0.334	0.0469	0.8551	0.098	1.3449	0.0026	0.0051	0.665	500.0	
0.335	0.0471	0.8567	0.0962	1.3448	0.0026	0.0051	0.6649	500.0	
0.336	0.0472	0.8559	0.0969	1.3447	0.0026	0.0051	0.6648	500.0	
0.337	0.0466	0.8574	0.096	1.3446	0.0026	0.0051	0.6646	500.0	
0.338	0.0473	0.8568	0.0959	1.3444	0.0026	0.0051	0.6644	500.0	
0.339	0.047	0.8569	0.0961	1.3443	0.0026	0.0051	0.6642	500.0	
0.34	0.047	0.858	0.095	1.3442	0.0026	0.0051	0.6639	500.0	
0.341	0.0471	0.8576	0.0954	1.3441	0.0026	0.0051	0.6636	500.0	
0.342	0.0469	0.8573	0.0959	1.344	0.0026	0.0051	0.6633	500.0	
0.343	0.0465	0.8581	0.0954	1.3438	0.0026	0.0051	0.663	500.0	
0.344	0.0474	0.8569	0.0957	1.3437	0.0026	0.0051	0.6625	500.0	
0.345	0.0477	0.8573	0.095	1.3436	0.0026	0.0051	0.6621	500.0	
0.346	0.0475	0.8568	0.0957	1.3435	0.0026	0.0051	0.6615	500.0	
0.347	0.0474	0.8562	0.0963	1.3434	0.0026	0.0051	0.6609	500.0	
0.348	0.0473	0.8565	0.0962	1.3432	0.0026	0.0051	0.6603	500.0	
0.349	0.0475	0.8578	0.0946	1.3431	0.0026	0.0051	0.6596	500.0	
0.35	0.0479	0.8563	0.0958	1.343	0.0026	0.0051	0.6588	500.0	
0.351	0.0482	0.8567	0.0951	1.3429	0.0026	0.0051	0.6579	500.0	
0.352	0.0478	0.8567	0.0955	1.3428	0.0026	0.0051	0.6569	500.0	
0.353	0.0482	0.8564	0.0954	1.3428	0.0025	0.0051	0.6558	500.0	
0.354	0.0481	0.8554	0.0966	1.3427	0.0025	0.0051	0.6546	500.0	
0.355	0.0487	0.8542	0.0971	1.3426	0.0025	0.0051	0.6533	500.0	
0.356	0.0491	0.8538	0.0971	1.3425	0.0025	0.0051	0.652	500.0	
0.357	0.049	0.853	0.0979	1.3424	0.0025	0.0051	0.6506	500.0	
0.358	0.0493	0.8525	0.0982	1.3424	0.0025	0.0051	0.649	500.0	
0.359	0.0501	0.8522	0.0977	1.3423	0.0025	0.0051	0.6476	500.0	
0.36	0.0502	0.8523	0.0975	1.3422	0.0025	0.0051	0.6462	500.0	
0.361	0.0503	0.8515	0.0982	1.3421	0.0025	0.0051	0.6449	500.0	
0.362	0.0504	0.8509	0.0988	1.342	0.0025	0.0051	0.6438	500.0	
0.363	0.0501	0.8498	0.1	1.342	0.0024	0.0051	0.6428	500.0	
0.364	0.0508	0.8492	0.1	1.3419	0.0024	0.0051	0.6422	500.0	
0.365	0.05	0.8504	0.0997	1.3418	0.0024	0.0051	0.6416	500.0	
0.366	0.0505	0.8494	0.1	1.3417	0.0024	0.0051	0.6416	500.0	
0.367	0.0506	0.8498	0.0996	1.3416	0.0024	0.0051	0.6416	500.0	
0.368	0.0505	0.8489	0.1006	1.3416	0.0024	0.005	0.6421	500.0	
0.369	0.0498	0.8495	0.1007	1.3415	0.0025	0.005	0.6425	500.0	
0.37	0.0497	0.8515	0.0988	1.3414	0.0025	0.005	0.6435	500.0	
0.371	0.0493	0.8513	0.0993	1.3413	0.0025	0.005	0.6443	500.0	
0.372	0.049	0.8522	0.0988	1.3412	0.0025	0.005	0.6456	500.0	
0.373	0.0486	0.852	0.0994	1.3412	0.0025	0.005	0.6469	500.0	
0.374	0.048	0.8532	0.0989	1.3411	0.0025	0.0049	0.6483	500.0	
0.375	0.0479	0.855	0.0971	1.341	0.0025	0.0049	0.6499	500.0	
0.376	0.0476	0.8547	0.0977	1.3409	0.0026	0.0049	0.6514	500.0	
0.377	0.0463	0.8562	0.0975	1.3408	0.0026	0.0049	0.6531	500.0	
0.378	0.0465	0.857	0.0965	1.3408	0.0026	0.0049	0.6549	500.0	
0.379	0.0458	0.8588	0.0954	1.3407	0.0026	0.0049	0.6565	500.0	
0.38	0.0451	0.8596	0.0953	1.3406	0.0026	0.0048	0.6582	500.0	
0.381	0.0445	0.8605	0.095	1.3405	0.0027	0.0048	0.6598	500.0	
0.382	0.0445	0.8609	0.0946	1.3404	0.0027	0.0048	0.6614	500.0	
0.383	0.0446	0.8612	0.0942	1.3404	0.0027	0.0048	0.663	500.0	
0.384	0.044	0.8625	0.0935	1.3403	0.0027	0.0048	0.6645	500.0	
0.385	0.0435	0.8627	0.0938	1.3402	0.0027	0.0048	0.6661	500.0	
0.386	0.0433	0.8638	0.0929	1.3401	0.0027	0.0048	0.6675	500.0	
0.387	0.0431	0.8635	0.0935	1.34	0.0028	0.0047	0.6688	500.0	
0.388	0.0426	0.8654	0.092	1.34	0.0028	0.0047	0.6701	500.0	
0.389	0.0417	0.8663	0.092	1.3399	0.0028	0.0047	0.6714	500.0	
0.39	0.0417	0.8675	0.0908	1.3398	0.0028	0.0047	0.6727	500.0	
0.391	0.0415	0.868	0.0905	1.3397	0.0028	0.0047	0.6739	500.0	
0.392	0.0411	0.868	0.0909	1.3396	0.0028	0.0047	0.675	500.0	
0.393	0.0413	0.87	0.0887	1.3396	0.0028	0.0047	0.6761	500.0	
0.394	0.0407	0.8706	0.0888	1.3395	0.0029	0.0047	0.6771	500.0	
0.395	0.0409	0.8699	0.0892	1.3394	0.0029	0.0047	0.6781	500.0	
0.396	0.0406	0.8709	0.0885	1.3393	0.0029	0.0047	0.6791	500.0	
0.397	0.0409	0.8712	0.0879	1.3392	0.0029	0.0047	0.68	500.0	
0.398	0.0401	0.8712	0.0887	1.3392	0.0029	0.0047	0.6808	500.0	
0.399	0.04	0.8715	0.0885	1.3391	0.0029	0.0046	0.6815	500.0	
0.4	0.0398	0.8719	0.0884	1.339	0.0029	0.0046	0.6823	500.0	
0.401	0.0394	0.8736	0.087	1.339	0.0029	0.0046	0.683	500.0	
0.402	0.0396	0.8733	0.0871	1.3389	0.0029	0.0046	0.6836	500.0	
0.403	0.0395	0.8729	0.0876	1.3389	0.003	0.0046	0.6841	500.0	
0.404	0.0391	0.8738	0.087	1.3388	0.003	0.0046	0.6846	500.0	
0.405	0.0396	0.8737	0.0867	1.3388	0.003	0.0046	0.685	500.0	
0.406	0.0397	0.8736	0.0867	1.3388	0.003	0.0046	0.6855	500.0	
0.407	0.0389	0.8746	0.0865	1.3387	0.003	0.0046	0.686	500.0	
0.408	0.0389	0.8762	0.0849	1.3387	0.003	0.0046	0.6864	500.0	
0.409	0.0388	0.8758	0.0854	1.3386	0.003	0.0046	0.6866	500.0	
0.41	0.0387	0.8774	0.0839	1.3386	0.003	0.0046	0.6868	500.0	
0.411	0.0386	0.8783	0.0831	1.3386	0.003	0.0046	0.6868	500.0	
0.412	0.0383	0.876	0.0857	1.3385	0.003	0.0046	0.6868	500.0	
0.413	0.0386	0.8764	0.0851	1.3385	0.003	0.0046	0.6867	500.0	
0.414	0.039	0.8764	0.0846	1.3384	0.003	0.0046	0.6867	500.0	
0.415	0.0386	0.8772	0.0842	1.3384	0.003	0.0046	0.6867	500.0	
0.416	0.0385	0.8782	0.0834	1.3384	0.003	0.0046	0.6866	500.0	
0.417	0.0381	0.878	0.0839	1.3383	0.003	0.0046	0.6866	500.0	
0.418	0.0379	0.8787	0.0834	1.3383	0.0031	0.0046	0.6866	500.0	
0.419	0.0382	0.8775	0.0842	1.3382	0.0031	0.0046	0.6865	500.0	
0.42	0.0389	0.8778	0.0833	1.3382	0.0031	0.0046	0.6861	500.0	
0.421	0.0389	0.8795	0.0816	1.3382	0.0031	0.0046	0.6856	500.0	
0.422	0.0381	0.8793	0.0825	1.3381	0.0031	0.0046	0.685	500.0	
0.423	0.0387	0.8793	0.082	1.3381	0.0031	0.0046	0.6843	500.0	
0.424	0.039	0.8793	0.0817	1.338	0.0031	0.0046	0.6835	500.0	
0.425	0.0386	0.8809	0.0805	1.338	0.0031	0.0046	0.6828	500.0	
0.426	0.0389	0.8793	0.0817	1.338	0.0031	0.0046	0.6825	500.0	
0.427	0.0384	0.8791	0.0825	1.3379	0.0031	0.0046	0.6822	500.0	
0.428	0.0383	0.8794	0.0823	1.3379	0.0031	0.0046	0.6817	500.0	
0.429	0.0386	0.8811	0.0803	1.3378	0.0031	0.0046	0.6812	500.0	
0.43	0.0387	0.8808	0.0805	1.3378	0.0031	0.0046	0.6807	500.0	
0.431	0.0383	0.8799	0.0817	1.3378	0.0031	0.0046	0.6801	500.0	
0.432	0.039	0.8783	0.0827	1.3377	0.0031	0.0047	0.6795	500.0	
0.433	0.0392	0.8805	0.0803	1.3377	0.0031	0.0047	0.6788	500.0	
0.434	0.0384	0.8811	0.0805	1.3376	0.0031	0.0047	0.6785	500.0	
0.435	0.039	0.8814	0.0796	1.3376	0.0031	0.0047	0.6787	500.0	
0.436	0.039	0.881	0.08	1.3376	0.0031	0.0047	0.6789	500.0	
0.437	0.0389	0.8798	0.0813	1.3375	0.0031	0.0047	0.6784	500.0	
0.438	0.0389	0.8809	0.0802	1.3375	0.0031	0.0047	0.6769	500.0	
0.439	0.0389	0.8806	0.0805	1.3374	0.0031	0.0047	0.6752	500.0	
0.44	0.0395	0.8803	0.0802	1.3374	0.0031	0.0047	0.6737	500.0	
0.441	0.0396	0.8803	0.0801	1.3374	0.0031	0.0047	0.6729	500.0	
0.442	0.0393	0.8809	0.0798	1.3373	0.0031	0.0047	0.6719	500.0	
0.443	0.0398	0.8796	0.0806	1.3373	0.003	0.0047	0.6708	500.0	
0.444	0.04	0.8803	0.0797	1.3372	0.003	0.0047	0.6686	500.0	
0.445	0.0404	0.8792	0.0803	1.3372	0.003	0.0047	0.6664	500.0	
0.446	0.0412	0.8777	0.0811	1.3372	0.003	0.0048	0.6639	500.0	
0.447	0.0404	0.8791	0.0806	1.3371	0.003	0.0048	0.6638	500.0	
0.448	0.0408	0.8794	0.0798	1.3371	0.003	0.0048	0.6637	500.0	
0.449	0.0409	0.8808	0.0784	1.337	0.003	0.0048	0.6635	500.0	
0.45	0.0408	0.88	0.0792	1.337	0.003	0.0048	0.6611	500.0	
0.451	0.0412	0.8803	0.0785	1.337	0.003	0.0048	0.6579	500.0	
0.452	0.0419	0.878	0.08	1.3369	0.003	0.0048	0.6544	500.0	
0.453	0.0427	0.8793	0.078	1.3369	0.003	0.0048	0.6522	500.0	
0.454	0.0419	0.8784	0.0797	1.3368	0.003	0.0048	0.6514	500.0	
0.455	0.0428	0.8772	0.08	1.3368	0.003	0.0048	0.6506	500.0	
0.456	0.0426	0.8803	0.0771	1.3368	0.003	0.0048	0.6499	500.0	
0.457	0.0427	0.8783	0.079	1.3367	0.003	0.0048	0.6493	500.0	
0.458	0.0425	0.8788	0.0787	1.3367	0.003	0.0048	0.6486	500.0	
0.459	0.0431	0.8787	0.0782	1.3366	0.003	0.0048	0.648	500.0	
0.46	0.0431	0.8786	0.0782	1.3366	0.003	0.0048	0.6478	500.0	
0.461	0.0425	0.8786	0.0789	1.3366	0.003	0.0048	0.6476	500.0	
0.462	0.0425	0.8788	0.0787	1.3365	0.003	0.0048	0.6474	500.0	
0.463	0.0422	0.8796	0.0782	1.3365	0.003	0.0048	0.6474	500.0	
0.464	0.0424	0.88	0.0775	1.3364	0.003	0.0048	0.6477	500.0	
0.465	0.042	0.8809	0.0771	1.3364	0.003	0.0048	0.648	500.0	
0.466	0.0423	0.8803	0.0774	1.3364	0.003	0.0048	0.6483	500.0	
0.467	0.0431	0.8811	0.0758	1.3363	0.003	0.0048	0.6453	500.0	
0.468	0.0433	0.8786	0.078	1.3363	0.003	0.0049	0.6418	500.0	
0.469	0.0441	0.8774	0.0785	1.3362	0.0029	0.0049	0.6381	500.0	
0.47	0.044	0.8787	0.0772	1.3362	0.0029	0.0049	0.6357	500.0	
0.471	0.0443	0.8781	0.0776	1.3362	0.0029	0.0049	0.6354	500.0	
0.472	0.0443	0.8788	0.0769	1.3361	0.0029	0.0049	0.6352	500.0	
0.473	0.0443	0.8788	0.077	1.3361	0.0029	0.0049	0.635	500.0	
0.474	0.0455	0.8769	0.0777	1.336	0.0029	0.005	0.6287	500.0	
0.475	0.0476	0.8745	0.0779	1.336	0.0028	0.005	0.6202	500.0	
0.476	0.0494	0.8704	0.0802	1.336	0.0027	0.0051	0.6108	500.0	
0.477	0.0519	0.868	0.0801	1.3359	0.0027	0.0052	0.6018	500.0	
0.478	0.0514	0.8691	0.0795	1.3359	0.0027	0.0052	0.6031	500.0	
0.479	0.0512	0.8695	0.0793	1.3358	0.0027	0.0052	0.6044	500.0	
0.48	0.051	0.8701	0.079	1.3358	0.0027	0.0052	0.6058	500.0	
0.481	0.0506	0.8701	0.0792	1.3358	0.0027	0.0052	0.6051	500.0	
0.482	0.0516	0.8689	0.0795	1.3357	0.0027	0.0052	0.6014	500.0	
0.483	0.0528	0.8677	0.0795	1.3357	0.0026	0.0052	0.5976	500.0	
0.484	0.0534	0.866	0.0807	1.3356	0.0026	0.0053	0.5937	500.0	
0.485	0.0544	0.8648	0.0809	1.3356	0.0026	0.0053	0.5916	500.0	
0.486	0.055	0.8635	0.0816	1.3356	0.0026	0.0053	0.5903	500.0	
0.487	0.056	0.8634	0.0806	1.3355	0.0026	0.0053	0.589	500.0	
0.488	0.0558	0.863	0.0813	1.3355	0.0026	0.0054	0.5877	500.0	
0.489	0.0558	0.8618	0.0824	1.3354	0.0025	0.0054	0.5872	500.0	
0.49	0.0561	0.8623	0.0815	1.3354	0.0025	0.0054	0.5868	500.0	
0.491	0.0564	0.862	0.0816	1.3354	0.0025	0.0054	0.5863	500.0	
0.492	0.0567	0.8615	0.0818	1.3353	0.0025	0.0054	0.5859	500.0	
0.493	0.0569	0.8617	0.0814	1.3353	0.0025	0.0054	0.5848	500.0	
0.494	0.0578	0.8599	0.0823	1.3352	0.0025	0.0055	0.5836	500.0	
0.495	0.0582	0.8599	0.082	1.3352	0.0025	0.0055	0.5824	500.0	
0.496	0.0587	0.8585	0.0828	1.3352	0.0025	0.0055	0.5814	500.0	
0.497	0.0585	0.86	0.0815	1.3351	0.0025	0.0055	0.5818	500.0	
0.498	0.0584	0.8592	0.0824	1.3351	0.0025	0.0055	0.5822	500.0	
0.499	0.0584	0.8589	0.0827	1.335	0.0025	0.0055	0.5825	500.0	
0.5	0.0582	0.8595	0.0823	1.335	0.0025	0.0055	0.5826	500.0	
0.501	0.0596	0.8584	0.082	1.335	0.0024	0.0056	0.5804	500.0	
0.502	0.0601	0.8565	0.0834	1.3349	0.0024	0.0056	0.578	500.0	
0.503	0.0614	0.8561	0.0825	1.3349	0.0024	0.0056	0.5756	500.0	
0.504	0.0631	0.8536	0.0833	1.3348	0.0024	0.0057	0.5732	500.0	
0.505	0.0613	0.8557	0.083	1.3348	0.0024	0.0056	0.5758	500.0	
0.506	0.0605	0.8569	0.0826	1.3348	0.0024	0.0056	0.5784	500.0	
0.507	0.06	0.8586	0.0813	1.3347	0.0024	0.0056	0.5809	500.0	
0.508	0.0595	0.8592	0.0814	1.3347	0.0025	0.0056	0.5834	500.0	
0.509	0.0615	0.8569	0.0816	1.3346	0.0024	0.0056	0.5798	500.0	
0.51	0.062	0.8546	0.0834	1.3346	0.0024	0.0057	0.5754	500.0	
0.511	0.0636	0.8525	0.0839	1.3346	0.0023	0.0057	0.5709	500.0	
0.512	0.0657	0.85	0.0843	1.3345	0.0023	0.0058	0.5662	500.0	
0.513	0.0662	0.849	0.0848	1.3345	0.0023	0.0058	0.5647	500.0	
0.514	0.0661	0.8492	0.0847	1.3344	0.0023	0.0058	0.5647	500.0	
0.515	0.0667	0.8496	0.0837	1.3344	0.0023	0.0058	0.5646	500.0	
0.516	0.0666	0.8487	0.0847	1.3344	0.0023	0.0058	0.5645	500.0	
0.517	0.0665	0.8494	0.0841	1.3343	0.0023	0.0058	0.5637	500.0	
0.518	0.0671	0.8478	0.0851	1.3343	0.0023	0.0058	0.5619	500.0	
0.519	0.0689	0.8459	0.0852	1.3342	0.0022	0.0059	0.56	500.0	
0.52	0.069	0.8444	0.0866	1.3342	0.0022	0.0059	0.558	500.0	
0.521	0.0707	0.8437	0.0856	1.3342	0.0022	0.0059	0.556	500.0	
0.522	0.0695	0.8438	0.0867	1.3341	0.0022	0.0059	0.5544	500.0	
0.523	0.0718	0.8417	0.0865	1.3341	0.0022	0.0059	0.5527	500.0	
0.524	0.0722	0.8397	0.0881	1.334	0.0022	0.0059	0.551	500.0	
0.525	0.0726	0.839	0.0884	1.334	0.0022	0.006	0.5492	500.0	
0.526	0.0738	0.8371	0.0891	1.334	0.0021	0.006	0.5456	500.0	
0.527	0.0774	0.8325	0.0901	1.3339	0.0021	0.006	0.5407	500.0	
0.528	0.0794	0.83	0.0906	1.3339	0.002	0.0061	0.5356	500.0	
0.529	0.0817	0.8257	0.0927	1.3338	0.002	0.0061	0.5304	500.0	
0.53	0.0839	0.8225	0.0936	1.3338	0.0019	0.0062	0.5255	500.0	
0.531	0.0845	0.8221	0.0934	1.3338	0.0019	0.0062	0.5255	500.0	
0.532	0.084	0.8225	0.0935	1.3337	0.0019	0.0062	0.5254	500.0	
0.533	0.0836	0.823	0.0934	1.3337	0.0019	0.0061	0.5252	500.0	
0.534	0.083	0.8237	0.0933	1.3336	0.002	0.0061	0.5249	500.0	
0.535	0.0824	0.8257	0.092	1.3336	0.002	0.0061	0.5249	500.0	
0.536	0.0816	0.8271	0.0913	1.3336	0.002	0.0061	0.525	500.0	
0.537	0.0806	0.8289	0.0905	1.3335	0.002	0.0061	0.525	500.0	
0.538	0.0798	0.8308	0.0894	1.3335	0.002	0.006	0.525	500.0	
0.539	0.0797	0.8296	0.0907	1.3334	0.002	0.006	0.5249	500.0	
0.54	0.0802	0.8313	0.0885	1.3334	0.002	0.006	0.5222	500.0	
0.541	0.0819	0.828	0.0901	1.3334	0.002	0.0061	0.519	500.0	
0.542	0.0828	0.827	0.0902	1.3333	0.002	0.0061	0.5158	500.0	
0.543	0.0847	0.8245	0.0908	1.3333	0.002	0.0061	0.5126	500.0	
0.544	0.086	0.8217	0.0922	1.3332	0.0019	0.0061	0.5096	500.0	
0.545	0.085	0.8238	0.0912	1.3332	0.0019	0.0061	0.508	500.0	
0.546	0.086	0.823	0.091	1.3332	0.0019	0.0061	0.5064	500.0	
0.547	0.0849	0.8242	0.0909	1.3331	0.0019	0.0061	0.5048	500.0	
0.548	0.0865	0.8222	0.0914	1.3331	0.0019	0.0061	0.5031	500.0	
0.549	0.0876	0.8196	0.0928	1.333	0.0019	0.0061	0.4993	500.0	
0.55	0.0916	0.8137	0.0946	1.333	0.0018	0.0062	0.4923	500.0	
0.551	0.0964	0.8089	0.0947	1.333	0.0018	0.0062	0.4852	500.0	
0.552	0.1011	0.7996	0.0994	1.333	0.0017	0.0063	0.4779	500.0	
0.553	0.1056	0.7929	0.1016	1.333	0.0016	0.0063	0.4705	500.0	
0.554	0.1069	0.7892	0.1039	1.333	0.0016	0.0064	0.4672	500.0	
0.555	0.1054	0.7939	0.1006	1.333	0.0016	0.0063	0.4681	500.0	
0.556	0.1032	0.7967	0.1001	1.333	0.0017	0.0063	0.4691	500.0	
0.557	0.1006	0.8026	0.0969	1.333	0.0017	0.0062	0.47	500.0	
0.558	0.0992	0.8046	0.0962	1.333	0.0018	0.0062	0.4709	500.0	
0.559	0.0991	0.8049	0.0961	1.333	0.0017	0.0062	0.4691	500.0	
0.56	0.1013	0.8011	0.0976	1.333	0.0017	0.0062	0.4646	500.0	
0.561	0.1041	0.7968	0.0991	1.333	0.0017	0.0063	0.4601	500.0	
0.562	0.1065	0.7937	0.0998	1.333	0.0016	0.0063	0.4556	500.0	
0.563	0.11	0.7885	0.1015	1.333	0.0016	0.0063	0.451	500.0	
0.564	0.1118	0.7858	0.1024	1.333	0.0016	0.0063	0.4479	500.0	
0.565	0.112	0.7878	0.1003	1.333	0.0016	0.0063	0.447	500.0	
0.566	0.1107	0.7889	0.1005	1.333	0.0016	0.0063	0.4462	500.0	
0.567	0.1096	0.7915	0.0989	1.333	0.0016	0.0063	0.4454	500.0	
0.568	0.1098	0.7908	0.0994	1.333	0.0016	0.0063	0.4446	500.0	
0.569	0.1093	0.7919	0.0989	1.333	0.0016	0.0063	0.4431	500.0	
