Sim 3

Solar R: 0.256
Solar A: 0.5754
Solar T: 0.1686

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.57	0.1111	0.7877	0.1011	1.333	0.0016	0.0063	0.4397	500.0	
0.571	0.1138	0.7865	0.0997	1.333	0.0016	0.0063	0.4363	500.0	
0.572	0.116	0.7814	0.1026	1.333	0.0016	0.0063	0.433	500.0	
0.573	0.1173	0.7798	0.1029	1.333	0.0015	0.0064	0.4296	500.0	
0.574	0.1194	0.7768	0.1038	1.333	0.0015	0.0064	0.4263	500.0	
0.575	0.1214	0.7749	0.1038	1.333	0.0015	0.0064	0.4235	500.0	
0.576	0.1241	0.7706	0.1053	1.333	0.0015	0.0064	0.4208	500.0	
0.577	0.1261	0.7672	0.1066	1.3329	0.0014	0.0064	0.418	500.0	
0.578	0.1279	0.7646	0.1074	1.3329	0.0014	0.0065	0.4153	500.0	
0.579	0.1303	0.7605	0.1092	1.3328	0.0014	0.0065	0.4127	500.0	
0.58	0.1291	0.7618	0.1091	1.3328	0.0014	0.0065	0.4118	500.0	
0.581	0.1295	0.764	0.1066	1.3328	0.0014	0.0065	0.4121	500.0	
0.582	0.1278	0.7668	0.1054	1.3327	0.0014	0.0065	0.4124	500.0	
0.583	0.1269	0.7695	0.1036	1.3327	0.0015	0.0064	0.4128	500.0	
0.584	0.1237	0.7722	0.104	1.3326	0.0015	0.0064	0.4132	500.0	
0.585	0.1251	0.7722	0.1028	1.3326	0.0015	0.0064	0.4134	500.0	
0.586	0.1237	0.7734	0.1029	1.3326	0.0015	0.0064	0.4126	500.0	
0.587	0.1245	0.7716	0.1039	1.3325	0.0015	0.0064	0.4119	500.0	
0.588	0.1253	0.7733	0.1013	1.3325	0.0015	0.0065	0.4111	500.0	
0.589	0.1239	0.7729	0.1032	1.3324	0.0015	0.0065	0.4105	500.0	
0.59	0.1256	0.7714	0.103	1.3324	0.0015	0.0065	0.4099	500.0	
0.591	0.1259	0.7706	0.1035	1.3324	0.0015	0.0065	0.4086	500.0	
0.592	0.1281	0.768	0.1038	1.3323	0.0014	0.0065	0.4068	500.0	
0.593	0.1309	0.7656	0.1035	1.3323	0.0014	0.0065	0.4051	500.0	
0.594	0.1315	0.7633	0.1052	1.3322	0.0014	0.0066	0.4035	500.0	
0.595	0.1337	0.7607	0.1056	1.3322	0.0014	0.0066	0.4019	500.0	
0.596	0.1361	0.7576	0.1063	1.3322	0.0014	0.0066	0.4003	500.0	
0.597	0.1379	0.7545	0.1076	1.3321	0.0014	0.0066	0.3993	500.0	
0.598	0.1386	0.7512	0.1102	1.3321	0.0013	0.0067	0.3983	500.0	
0.599	0.1407	0.7505	0.1088	1.332	0.0013	0.0067	0.3974	500.0	
0.6	0.1419	0.7482	0.1098	1.332	0.0013	0.0067	0.3966	500.0	
0.601	0.1432	0.7468	0.11	1.332	0.0013	0.0067	0.3958	500.0	
0.602	0.144	0.7446	0.1114	1.332	0.0013	0.0068	0.3952	500.0	
0.603	0.1445	0.744	0.1114	1.332	0.0013	0.0068	0.3954	500.0	
0.604	0.1445	0.7436	0.1119	1.332	0.0013	0.0068	0.3956	500.0	
0.605	0.146	0.7443	0.1097	1.332	0.0013	0.0068	0.3959	500.0	
0.606	0.1456	0.7433	0.1111	1.332	0.0013	0.0068	0.3963	500.0	
0.607	0.1465	0.7435	0.1101	1.332	0.0013	0.0068	0.3967	500.0	
0.608	0.1467	0.7421	0.1112	1.332	0.0013	0.0069	0.3971	500.0	
0.609	0.1476	0.7402	0.1122	1.332	0.0013	0.0069	0.3972	500.0	
0.61	0.1474	0.7404	0.1122	1.332	0.0013	0.0069	0.3974	500.0	
0.611	0.15	0.7377	0.1123	1.332	0.0013	0.0069	0.3976	500.0	
0.612	0.1496	0.739	0.1113	1.332	0.0012	0.0069	0.3979	500.0	
0.613	0.1512	0.7366	0.1121	1.332	0.0012	0.007	0.3982	500.0	
0.614	0.1514	0.7353	0.1133	1.332	0.0012	0.007	0.3985	500.0	
0.615	0.1541	0.7321	0.1138	1.332	0.0012	0.007	0.3985	500.0	
0.616	0.1562	0.7302	0.1136	1.332	0.0012	0.007	0.3985	500.0	
0.617	0.1556	0.7287	0.1157	1.332	0.0012	0.0071	0.3986	500.0	
0.618	0.1576	0.7258	0.1166	1.332	0.0012	0.0071	0.3988	500.0	
0.619	0.1595	0.7242	0.1164	1.332	0.0012	0.0071	0.3989	500.0	
0.62	0.1602	0.7218	0.118	1.332	0.0012	0.0072	0.3992	500.0	
0.621	0.1608	0.7228	0.1164	1.332	0.0012	0.0072	0.4003	500.0	
0.622	0.1603	0.721	0.1186	1.332	0.0012	0.0072	0.4014	500.0	
0.623	0.1615	0.7218	0.1167	1.332	0.0012	0.0072	0.4026	500.0	
0.624	0.1614	0.7204	0.1182	1.332	0.0012	0.0072	0.4038	500.0	
0.625	0.1613	0.7215	0.1172	1.332	0.0011	0.0073	0.405	500.0	
0.626	0.162	0.72	0.118	1.332	0.0011	0.0073	0.4062	500.0	
0.627	0.1634	0.7177	0.1189	1.3319	0.0011	0.0073	0.4065	500.0	
0.628	0.1661	0.7139	0.1199	1.3319	0.0011	0.0073	0.4066	500.0	
0.629	0.1677	0.7099	0.1224	1.3318	0.0011	0.0074	0.4067	500.0	
0.63	0.1707	0.7057	0.1235	1.3318	0.0011	0.0074	0.4069	500.0	
0.631	0.1732	0.7016	0.1252	1.3318	0.0011	0.0075	0.407	500.0	
0.632	0.1733	0.7001	0.1267	1.3317	0.001	0.0075	0.4071	500.0	
0.633	0.1764	0.6966	0.127	1.3317	0.001	0.0075	0.4077	500.0	
0.634	0.1779	0.6939	0.1283	1.3316	0.001	0.0076	0.4087	500.0	
0.635	0.1804	0.6908	0.1288	1.3316	0.001	0.0076	0.4097	500.0	
0.636	0.1802	0.6904	0.1294	1.3316	0.001	0.0076	0.4108	500.0	
0.637	0.1816	0.689	0.1295	1.3315	0.001	0.0076	0.4119	500.0	
0.638	0.1816	0.6889	0.1295	1.3315	0.001	0.0077	0.413	500.0	
0.639	0.1829	0.6864	0.1307	1.3314	0.001	0.0077	0.4141	500.0	
0.64	0.1845	0.6845	0.131	1.3314	0.001	0.0077	0.4152	500.0	
0.641	0.185	0.6833	0.1316	1.3314	0.001	0.0077	0.4163	500.0	
0.642	0.1856	0.6818	0.1326	1.3313	0.001	0.0078	0.4174	500.0	
0.643	0.1847	0.6816	0.1337	1.3313	0.001	0.0078	0.4186	500.0	
0.644	0.1892	0.6776	0.1331	1.3312	0.001	0.0078	0.4197	500.0	
0.645	0.1881	0.6762	0.1357	1.3312	0.0009	0.0078	0.4209	500.0	
0.646	0.1885	0.6756	0.136	1.3312	0.0009	0.0079	0.422	500.0	
0.647	0.19	0.6745	0.1356	1.3311	0.0009	0.0079	0.4231	500.0	
0.648	0.1906	0.6716	0.1378	1.3311	0.0009	0.0079	0.4242	500.0	
0.649	0.1909	0.6709	0.1382	1.331	0.0009	0.0079	0.4254	500.0	
0.65	0.1924	0.6696	0.138	1.331	0.0009	0.0079	0.4265	500.0	
0.651	0.1945	0.6676	0.1379	1.331	0.0009	0.008	0.4276	500.0	
0.652	0.1951	0.666	0.1389	1.331	0.0009	0.008	0.4288	500.0	
0.653	0.1956	0.6651	0.1393	1.331	0.0009	0.008	0.43	500.0	
0.654	0.1955	0.6647	0.1398	1.331	0.0009	0.008	0.4314	500.0	
0.655	0.1961	0.6653	0.1386	1.331	0.0009	0.008	0.4328	500.0	
0.656	0.1937	0.6658	0.1405	1.331	0.0009	0.0081	0.4342	500.0	
0.657	0.195	0.6654	0.1396	1.331	0.0009	0.0081	0.4357	500.0	
0.658	0.1951	0.6647	0.1403	1.331	0.0009	0.0081	0.437	500.0	
0.659	0.1925	0.6679	0.1396	1.331	0.0009	0.0081	0.4383	500.0	
0.66	0.1946	0.6656	0.1398	1.331	0.0009	0.0081	0.4396	500.0	
0.661	0.1958	0.6633	0.1409	1.331	0.0009	0.0081	0.4408	500.0	
0.662	0.1971	0.6606	0.1423	1.331	0.0009	0.0082	0.4418	500.0	
0.663	0.1974	0.661	0.1416	1.331	0.0009	0.0082	0.4427	500.0	
0.664	0.1979	0.6599	0.1421	1.331	0.0009	0.0082	0.4437	500.0	
0.665	0.1994	0.6569	0.1438	1.331	0.0009	0.0082	0.4449	500.0	
0.666	0.1995	0.654	0.1466	1.331	0.0009	0.0082	0.446	500.0	
0.667	0.2011	0.6544	0.1446	1.331	0.0009	0.0083	0.447	500.0	
0.668	0.2005	0.6544	0.1451	1.331	0.0009	0.0083	0.4478	500.0	
0.669	0.2006	0.6514	0.148	1.331	0.0008	0.0083	0.4488	500.0	
0.67	0.2027	0.648	0.1493	1.331	0.0008	0.0083	0.4499	500.0	
0.671	0.2056	0.6464	0.148	1.331	0.0008	0.0083	0.4509	500.0	
0.672	0.2043	0.648	0.1477	1.331	0.0008	0.0084	0.4517	500.0	
0.673	0.206	0.646	0.148	1.331	0.0008	0.0084	0.4525	500.0	
0.674	0.2061	0.643	0.1509	1.331	0.0008	0.0084	0.4535	500.0	
0.675	0.2092	0.639	0.1518	1.331	0.0008	0.0084	0.4544	500.0	
0.676	0.2071	0.6414	0.1516	1.331	0.0008	0.0084	0.4552	500.0	
0.677	0.2091	0.6387	0.1522	1.331	0.0008	0.0084	0.456	500.0	
0.678	0.2113	0.636	0.1527	1.331	0.0008	0.0085	0.4567	500.0	
0.679	0.2115	0.6335	0.1551	1.331	0.0008	0.0085	0.4574	500.0	
0.68	0.2123	0.6317	0.156	1.331	0.0008	0.0085	0.4583	500.0	
0.681	0.2122	0.6309	0.1568	1.331	0.0008	0.0085	0.4591	500.0	
0.682	0.2117	0.6309	0.1573	1.331	0.0008	0.0085	0.4599	500.0	
0.683	0.2136	0.6295	0.1569	1.331	0.0008	0.0085	0.4608	500.0	
0.684	0.213	0.6305	0.1565	1.331	0.0008	0.0085	0.4617	500.0	
0.685	0.2128	0.6314	0.1558	1.331	0.0008	0.0085	0.4627	500.0	
0.686	0.2126	0.6301	0.1572	1.331	0.0008	0.0085	0.4636	500.0	
0.687	0.2115	0.632	0.1564	1.331	0.0008	0.0085	0.4644	500.0	
0.688	0.211	0.6321	0.1568	1.331	0.0008	0.0085	0.4652	500.0	
0.689	0.212	0.6319	0.1561	1.331	0.0008	0.0085	0.4662	500.0	
0.69	0.2101	0.6313	0.1586	1.331	0.0008	0.0085	0.467	500.0	
0.691	0.2109	0.632	0.1571	1.331	0.0008	0.0085	0.4676	500.0	
0.692	0.2116	0.6314	0.157	1.331	0.0008	0.0085	0.4683	500.0	
0.693	0.2121	0.6304	0.1575	1.331	0.0008	0.0086	0.4692	500.0	
0.694	0.2105	0.632	0.1576	1.331	0.0008	0.0086	0.47	500.0	
0.695	0.2092	0.6333	0.1575	1.331	0.0008	0.0086	0.4706	500.0	
0.696	0.2107	0.6332	0.1561	1.331	0.0008	0.0086	0.4711	500.0	
0.697	0.2102	0.6325	0.1573	1.331	0.0008	0.0086	0.4716	500.0	
0.698	0.2109	0.6293	0.1598	1.331	0.0008	0.0086	0.4722	500.0	
0.699	0.2126	0.6265	0.1609	1.331	0.0008	0.0086	0.4726	500.0	
0.7	0.2129	0.6274	0.1597	1.331	0.0008	0.0086	0.4727	500.0	
0.701	0.2121	0.6267	0.1611	1.331	0.0008	0.0086	0.4728	500.0	
0.702	0.2147	0.6222	0.1631	1.3309	0.0008	0.0086	0.4731	500.0	
0.703	0.2155	0.6199	0.1646	1.3309	0.0007	0.0086	0.4735	500.0	
0.704	0.2167	0.6175	0.1658	1.3308	0.0007	0.0086	0.4738	500.0	
0.705	0.2162	0.6198	0.164	1.3308	0.0007	0.0086	0.4737	500.0	
0.706	0.2179	0.6159	0.1662	1.3308	0.0007	0.0086	0.4738	500.0	
0.707	0.2198	0.6128	0.1674	1.3307	0.0007	0.0086	0.474	500.0	
0.708	0.2203	0.6108	0.1689	1.3307	0.0007	0.0086	0.4743	500.0	
0.709	0.2195	0.6142	0.1663	1.3306	0.0007	0.0086	0.4744	500.0	
0.71	0.2204	0.6119	0.1678	1.3306	0.0007	0.0086	0.4744	500.0	
0.711	0.223	0.6047	0.1723	1.3306	0.0007	0.0086	0.4743	500.0	
0.712	0.2249	0.604	0.1712	1.3305	0.0007	0.0086	0.4743	500.0	
0.713	0.2233	0.6062	0.1705	1.3305	0.0007	0.0086	0.4745	500.0	
0.714	0.2242	0.6049	0.1709	1.3304	0.0007	0.0086	0.4748	500.0	
0.715	0.2245	0.6025	0.173	1.3304	0.0007	0.0086	0.475	500.0	
0.716	0.2256	0.6022	0.1722	1.3304	0.0007	0.0086	0.475	500.0	
0.717	0.2229	0.6053	0.1718	1.3303	0.0007	0.0086	0.475	500.0	
0.718	0.2202	0.6065	0.1733	1.3303	0.0007	0.0086	0.4752	500.0	
0.719	0.2224	0.6055	0.1721	1.3302	0.0007	0.0086	0.4754	500.0	
0.72	0.2243	0.6025	0.1732	1.3302	0.0007	0.0086	0.4755	500.0	
0.721	0.2244	0.6053	0.1703	1.3302	0.0007	0.0086	0.4754	500.0	
0.722	0.2237	0.6035	0.1728	1.3301	0.0007	0.0086	0.475	500.0	
0.723	0.2245	0.6031	0.1723	1.3301	0.0007	0.0086	0.4748	500.0	
0.724	0.225	0.5986	0.1764	1.33	0.0007	0.0086	0.4746	500.0	
0.725	0.2277	0.5961	0.1761	1.33	0.0007	0.0086	0.4743	500.0	
0.726	0.2269	0.5954	0.1777	1.33	0.0007	0.0086	0.474	500.0	
0.727	0.2291	0.5924	0.1785	1.33	0.0007	0.0086	0.4737	500.0	
0.728	0.2279	0.5935	0.1786	1.33	0.0007	0.0086	0.4731	500.0	
0.729	0.2317	0.5885	0.1798	1.33	0.0007	0.0086	0.4727	500.0	
0.73	0.2325	0.5843	0.1832	1.33	0.0007	0.0085	0.4726	500.0	
0.731	0.2331	0.5845	0.1823	1.33	0.0007	0.0085	0.4726	500.0	
0.732	0.2303	0.5879	0.1818	1.33	0.0007	0.0085	0.4723	500.0	
0.733	0.2285	0.5915	0.18	1.33	0.0007	0.0085	0.4719	500.0	
0.734	0.2292	0.5896	0.1812	1.33	0.0007	0.0085	0.4715	500.0	
0.735	0.2299	0.5874	0.1827	1.33	0.0007	0.0085	0.4714	500.0	
0.736	0.2315	0.5846	0.1839	1.33	0.0007	0.0085	0.4713	500.0	
0.737	0.2291	0.5908	0.1801	1.33	0.0007	0.0085	0.4709	500.0	
0.738	0.2277	0.5928	0.1795	1.33	0.0007	0.0085	0.4705	500.0	
0.739	0.2304	0.5877	0.1819	1.33	0.0007	0.0085	0.4697	500.0	
0.74	0.2332	0.5831	0.1838	1.33	0.0006	0.0084	0.4691	500.0	
0.741	0.2328	0.5829	0.1842	1.33	0.0006	0.0084	0.4685	500.0	
0.742	0.2328	0.5834	0.1838	1.33	0.0006	0.0084	0.4679	500.0	
0.743	0.2344	0.5795	0.1861	1.33	0.0006	0.0084	0.4672	500.0	
0.744	0.2377	0.5741	0.1883	1.33	0.0006	0.0084	0.4664	500.0	
0.745	0.238	0.5735	0.1885	1.33	0.0006	0.0084	0.4653	500.0	
0.746	0.2373	0.5743	0.1883	1.33	0.0006	0.0084	0.4644	500.0	
0.747	0.2382	0.5715	0.1903	1.33	0.0006	0.0084	0.4639	500.0	
0.748	0.2412	0.5665	0.1924	1.33	0.0006	0.0084	0.4637	500.0	
0.749	0.2408	0.5667	0.1925	1.33	0.0006	0.0084	0.4629	500.0	
0.75	0.2381	0.571	0.1908	1.33	0.0006	0.0083	0.4618	500.0	
0.751	0.2369	0.5746	0.1886	1.33	0.0006	0.0083	0.461	500.0	
0.752	0.2389	0.5715	0.1896	1.33	0.0006	0.0083	0.4607	500.0	
0.753	0.2412	0.5655	0.1933	1.33	0.0006	0.0083	0.4604	500.0	
0.754	0.2406	0.567	0.1924	1.33	0.0006	0.0083	0.4596	500.0	
0.755	0.2385	0.5723	0.1892	1.33	0.0006	0.0083	0.4584	500.0	
0.756	0.2356	0.5765	0.1878	1.33	0.0006	0.0083	0.4574	500.0	
0.757	0.2381	0.5683	0.1935	1.33	0.0006	0.0082	0.4566	500.0	
0.758	0.2422	0.5617	0.196	1.33	0.0006	0.0082	0.456	500.0	
0.759	0.2423	0.561	0.1967	1.33	0.0006	0.0082	0.4549	500.0	
0.76	0.2425	0.5632	0.1943	1.33	0.0006	0.0082	0.4534	500.0	
0.761	0.2426	0.5634	0.194	1.33	0.0006	0.0082	0.4519	500.0	
0.762	0.2425	0.5591	0.1984	1.33	0.0006	0.0082	0.4509	500.0	
0.763	0.2473	0.5519	0.2008	1.33	0.0006	0.0082	0.4501	500.0	
0.764	0.2508	0.547	0.2022	1.33	0.0006	0.0082	0.4491	500.0	
0.765	0.2511	0.5474	0.2015	1.33	0.0006	0.0082	0.4477	500.0	
0.766	0.2496	0.5503	0.2001	1.33	0.0006	0.0081	0.4462	500.0	
0.767	0.2485	0.5497	0.2018	1.33	0.0006	0.0081	0.4452	500.0	
0.768	0.2522	0.5449	0.2029	1.33	0.0006	0.0081	0.4444	500.0	
0.769	0.2535	0.5422	0.2043	1.33	0.0006	0.0081	0.4437	500.0	
0.77	0.2509	0.5481	0.201	1.33	0.0006	0.0081	0.4425	500.0	
0.771	0.2501	0.5498	0.2001	1.33	0.0006	0.0081	0.4413	500.0	
0.772	0.2485	0.5495	0.2021	1.33	0.0006	0.008	0.4401	500.0	
0.773	0.2518	0.5443	0.2039	1.33	0.0006	0.008	0.439	500.0	
0.774	0.2513	0.5456	0.2031	1.33	0.0006	0.008	0.4379	500.0	
0.775	0.2495	0.548	0.2025	1.33	0.0006	0.008	0.4367	500.0	
0.776	0.2516	0.544	0.2044	1.33	0.0006	0.008	0.4354	500.0	
0.777	0.2551	0.5377	0.2073	1.3299	0.0006	0.008	0.4339	500.0	
0.778	0.2557	0.5381	0.2062	1.3299	0.0005	0.0079	0.4321	500.0	
0.779	0.2555	0.5373	0.2072	1.3298	0.0006	0.0079	0.4303	500.0	
0.78	0.2562	0.5367	0.2071	1.3298	0.0005	0.0079	0.4288	500.0	
0.781	0.2609	0.5275	0.2116	1.3298	0.0005	0.0079	0.4278	500.0	
0.782	0.2625	0.5236	0.2139	1.3297	0.0005	0.0079	0.4263	500.0	
0.783	0.2615	0.525	0.2136	1.3297	0.0005	0.0079	0.4242	500.0	
0.784	0.2624	0.5262	0.2113	1.3296	0.0005	0.0079	0.4219	500.0	
0.785	0.262	0.5247	0.2133	1.3296	0.0005	0.0079	0.4205	500.0	
0.786	0.2685	0.5136	0.2179	1.3296	0.0005	0.0078	0.4199	500.0	
0.787	0.2666	0.5133	0.22	1.3295	0.0005	0.0078	0.4187	500.0	
0.788	0.2631	0.5198	0.217	1.3295	0.0005	0.0078	0.4167	500.0	
0.789	0.2623	0.5254	0.2123	1.3294	0.0005	0.0078	0.4146	500.0	
0.79	0.2645	0.5206	0.2149	1.3294	0.0005	0.0078	0.4133	500.0	
0.791	0.2687	0.5133	0.218	1.3294	0.0005	0.0077	0.4125	500.0	
0.792	0.2659	0.5151	0.2191	1.3293	0.0005	0.0077	0.4113	500.0	
0.793	0.264	0.5205	0.2155	1.3293	0.0005	0.0077	0.4094	500.0	
0.794	0.2621	0.5232	0.2147	1.3292	0.0005	0.0077	0.4072	500.0	
0.795	0.265	0.52	0.215	1.3292	0.0005	0.0077	0.4055	500.0	
0.796	0.2688	0.5136	0.2176	1.3292	0.0005	0.0076	0.4042	500.0	
0.797	0.2707	0.5081	0.2212	1.3291	0.0005	0.0076	0.4027	500.0	
0.798	0.2695	0.5087	0.2218	1.3291	0.0005	0.0076	0.4006	500.0	
0.799	0.2705	0.5095	0.2201	1.329	0.0005	0.0076	0.3981	500.0	
0.8	0.2739	0.5039	0.2222	1.329	0.0005	0.0076	0.396	500.0	
0.801	0.2773	0.4972	0.2255	1.329	0.0005	0.0076	0.3943	500.0	
0.802	0.2787	0.4937	0.2276	1.329	0.0005	0.0076	0.3927	500.0	
0.803	0.2813	0.4934	0.2253	1.329	0.0005	0.0076	0.3907	500.0	
0.804	0.281	0.4903	0.2287	1.329	0.0005	0.0076	0.3884	500.0	
0.805	0.2828	0.4869	0.2303	1.329	0.0005	0.0075	0.386	500.0	
0.806	0.2823	0.4864	0.2313	1.329	0.0005	0.0075	0.3842	500.0	
0.807	0.284	0.4864	0.2296	1.329	0.0005	0.0075	0.3827	500.0	
0.808	0.284	0.4862	0.2298	1.329	0.0005	0.0075	0.3812	500.0	
0.809	0.2841	0.4823	0.2336	1.329	0.0004	0.0075	0.3796	500.0	
0.81	0.2852	0.485	0.2298	1.329	0.0004	0.0075	0.3776	500.0	
0.811	0.2839	0.4857	0.2304	1.329	0.0005	0.0074	0.3755	500.0	
0.812	0.2834	0.487	0.2295	1.329	0.0005	0.0074	0.3735	500.0	
0.813	0.2851	0.4849	0.23	1.329	0.0005	0.0074	0.372	500.0	
0.814	0.2868	0.48	0.2332	1.329	0.0004	0.0074	0.3707	500.0	
0.815	0.2881	0.4796	0.2323	1.329	0.0004	0.0074	0.3689	500.0	
0.816	0.2855	0.4827	0.2319	1.329	0.0004	0.0074	0.3661	500.0	
0.817	0.2952	0.4668	0.238	1.329	0.0004	0.0074	0.3623	500.0	
0.818	0.308	0.4443	0.2477	1.329	0.0004	0.0074	0.3594	500.0	
0.819	0.3224	0.4139	0.2636	1.329	0.0003	0.0074	0.357	500.0	
0.82	0.3369	0.3915	0.2717	1.329	0.0003	0.0074	0.3541	500.0	
0.821	0.3457	0.3756	0.2786	1.329	0.0003	0.0074	0.35	500.0	
0.822	0.3549	0.3571	0.288	1.329	0.0003	0.0075	0.3452	500.0	
0.823	0.3773	0.3148	0.308	1.329	0.0002	0.0075	0.3422	500.0	
0.824	0.3988	0.2684	0.3328	1.329	0.0002	0.0074	0.3403	500.0	
0.825	0.4209	0.2263	0.3528	1.329	0.0001	0.0075	0.3378	500.0	
0.826	0.4371	0.1933	0.3696	1.329	0.0001	0.0075	0.3332	500.0	
0.827	0.4565	0.1658	0.3777	1.329	0.0001	0.0076	0.3283	500.0	
0.828	0.4611	0.157	0.3819	1.329	0.0001	0.0075	0.3262	500.0	
0.829	0.4654	0.1482	0.3865	1.329	0.0001	0.0075	0.3257	500.0	
0.83	0.4657	0.146	0.3883	1.329	0.0001	0.0074	0.3254	500.0	
0.831	0.4587	0.1555	0.3858	1.329	0.0001	0.0074	0.3231	500.0	
0.832	0.461	0.1554	0.3836	1.329	0.0001	0.0074	0.3205	500.0	
0.833	0.4663	0.1517	0.3821	1.329	0.0001	0.0075	0.3175	500.0	
0.834	0.4662	0.1495	0.3844	1.329	0.0001	0.0074	0.3152	500.0	
0.835	0.4644	0.1475	0.3881	1.329	0.0001	0.0074	0.3145	500.0	
0.836	0.4621	0.1537	0.3842	1.329	0.0001	0.0074	0.3131	500.0	
0.837	0.4681	0.1468	0.3851	1.329	0.0001	0.0074	0.3118	500.0	
0.838	0.4705	0.1452	0.3843	1.329	0.0001	0.0074	0.3093	500.0	
0.839	0.4679	0.1489	0.3831	1.329	0.0001	0.0074	0.3058	500.0	
0.84	0.4648	0.1493	0.3859	1.329	0.0001	0.0074	0.3038	500.0	
0.841	0.4647	0.1532	0.382	1.329	0.0001	0.0073	0.3024	500.0	
0.842	0.4676	0.1429	0.3895	1.329	0.0001	0.0073	0.3021	500.0	
0.843	0.4675	0.1409	0.3916	1.329	0.0001	0.0073	0.3005	500.0	
0.844	0.4724	0.144	0.3836	1.329	0.0001	0.0073	0.2973	500.0	
0.845	0.4686	0.1499	0.3815	1.329	0.0001	0.0073	0.2939	500.0	
0.846	0.4686	0.1526	0.3788	1.329	0.0001	0.0073	0.2917	500.0	
0.847	0.4712	0.1412	0.3877	1.329	0.0001	0.0072	0.2917	500.0	
0.848	0.4711	0.1367	0.3922	1.329	0.0001	0.0072	0.2908	500.0	
0.849	0.4718	0.1393	0.3889	1.329	0.0001	0.0072	0.2886	500.0	
0.85	0.471	0.1454	0.3836	1.329	0.0001	0.0073	0.2851	500.0	
0.851	0.4717	0.1519	0.3764	1.329	0.0001	0.0073	0.2816	500.0	
0.852	0.4721	0.142	0.3859	1.3289	0.0001	0.0072	0.2811	500.0	
0.853	0.4752	0.1354	0.3894	1.3289	0.0001	0.0072	0.2807	500.0	
0.854	0.4759	0.1343	0.3898	1.3288	0.0001	0.0072	0.2793	500.0	
0.855	0.4741	0.1409	0.3849	1.3288	0.0001	0.0072	0.2764	500.0	
0.856	0.4733	0.1487	0.3781	1.3288	0.0001	0.0072	0.2726	500.0	
0.857	0.4757	0.1416	0.3827	1.3287	0.0001	0.0072	0.2708	500.0	
0.858	0.4765	0.1351	0.3884	1.3287	0.0001	0.0071	0.2701	500.0	
0.859	0.4777	0.133	0.3892	1.3286	0.0001	0.0071	0.2693	500.0	
0.86	0.4752	0.1376	0.3873	1.3286	0.0001	0.0071	0.2674	500.0	
0.861	0.4755	0.1423	0.3822	1.3286	0.0001	0.0071	0.2643	500.0	
0.862	0.4779	0.139	0.3831	1.3285	0.0001	0.0071	0.2616	500.0	
0.863	0.4785	0.1366	0.3849	1.3285	0.0001	0.0071	0.2597	500.0	
0.864	0.4816	0.1328	0.3856	1.3284	0.0001	0.0071	0.2589	500.0	
0.865	0.4758	0.1347	0.3896	1.3284	0.0001	0.0071	0.2576	500.0	
0.866	0.4757	0.1352	0.3891	1.3284	0.0001	0.0071	0.2558	500.0	
0.867	0.4805	0.1347	0.3847	1.3283	0.0001	0.0071	0.2533	500.0	
0.868	0.4797	0.1353	0.385	1.3283	0.0001	0.0071	0.2503	500.0	
0.869	0.4785	0.1336	0.3879	1.3282	0.0001	0.0071	0.2487	500.0	
0.87	0.4793	0.1348	0.3859	1.3282	0.0001	0.007	0.2475	500.0	
0.871	0.4813	0.1313	0.3874	1.3282	0.0001	0.007	0.2466	500.0	
0.872	0.4834	0.1296	0.3869	1.3281	0.0001	0.007	0.2448	500.0	
0.873	0.4835	0.1324	0.3841	1.3281	0.0001	0.007	0.2419	500.0	
0.874	0.482	0.1344	0.3835	1.328	0.0001	0.007	0.2392	500.0	
0.875	0.4789	0.1348	0.3863	1.328	0.0001	0.007	0.2377	500.0	
0.876	0.486	0.1284	0.3856	1.328	0.0001	0.007	0.2371	500.0	
0.877	0.4859	0.126	0.3882	1.328	0.0001	0.007	0.2359	500.0	
0.878	0.4874	0.1282	0.3845	1.328	0.0001	0.007	0.2336	500.0	
0.879	0.4838	0.1319	0.3843	1.328	0.0001	0.007	0.2306	500.0	
0.88	0.4841	0.1344	0.3815	1.328	0.0001	0.007	0.2282	500.0	
0.881	0.4867	0.1273	0.3861	1.328	0.0001	0.007	0.2275	500.0	
0.882	0.4861	0.1232	0.3907	1.328	0.0001	0.0069	0.2268	500.0	
0.883	0.4871	0.1246	0.3883	1.328	0.0001	0.0069	0.2251	500.0	
0.884	0.4906	0.1286	0.3808	1.328	0.0001	0.007	0.2225	500.0	
0.885	0.4861	0.1322	0.3817	1.328	0.0001	0.007	0.2196	500.0	
0.886	0.4891	0.1267	0.3842	1.328	0.0001	0.007	0.2182	500.0	
0.887	0.4909	0.1229	0.3862	1.328	0.0001	0.0069	0.2175	500.0	
0.888	0.4894	0.1219	0.3887	1.328	0.0001	0.0069	0.2165	500.0	
0.889	0.487	0.1248	0.3882	1.328	0.0001	0.0069	0.2145	500.0	
0.89	0.4904	0.1285	0.3811	1.328	0.0001	0.007	0.2119	500.0	
0.891	0.4904	0.1262	0.3834	1.328	0.0001	0.007	0.2097	500.0	
0.892	0.4937	0.1234	0.3829	1.328	0.0001	0.0069	0.2085	500.0	
0.893	0.4929	0.1207	0.3863	1.328	0.0001	0.0069	0.2077	500.0	
0.894	0.4927	0.1226	0.3846	1.328	0.0001	0.0069	0.2064	500.0	
