Sim 3

Solar R: 0.265
Solar A: 0.5586
Solar T: 0.1763

Wavelength	R	A	T
0.3436	0.048	0.8445	0.1074	
0.3455	0.0482	0.8437	0.1081	
0.3474	0.0478	0.845	0.1072	
0.3493	0.0487	0.8444	0.1069	
0.3512	0.0489	0.8436	0.1074	
0.3531	0.0493	0.8424	0.1082	
0.3551	0.0492	0.843	0.1077	
0.3571	0.0505	0.8409	0.1086	
0.3591	0.0513	0.8386	0.1101	
0.3612	0.0509	0.8391	0.11	
0.3633	0.0519	0.8372	0.1109	
0.3654	0.0515	0.8369	0.1116	
0.3675	0.0518	0.8365	0.1117	
0.3696	0.0509	0.8365	0.1127	
0.3718	0.05	0.8378	0.1122	
0.374	0.0488	0.8407	0.1105	
0.3762	0.0477	0.8436	0.1087	
0.3785	0.0474	0.8442	0.1084	
0.3808	0.0452	0.8479	0.1069	
0.3831	0.0448	0.8485	0.1068	
0.3854	0.0442	0.8518	0.104	
0.3877	0.0432	0.853	0.1037	
0.3901	0.0421	0.8543	0.1036	
0.3925	0.0414	0.8566	0.1019	
0.395	0.0415	0.8583	0.1002	
0.3975	0.0402	0.8594	0.1004	
0.4	0.04	0.8602	0.0998	
0.4025	0.0398	0.8619	0.0983	
0.405	0.0398	0.8609	0.0993	
0.4076	0.0395	0.8634	0.0972	
0.4102	0.0394	0.8632	0.0974	
0.4129	0.0389	0.8657	0.0954	
0.4156	0.0388	0.8658	0.0953	
0.4184	0.0388	0.8654	0.0958	
0.4212	0.0386	0.8672	0.0943	
0.424	0.0389	0.8681	0.093	
0.4269	0.0388	0.8692	0.0919	
0.4298	0.0392	0.8679	0.0929	
0.4328	0.0398	0.869	0.0911	
0.4358	0.0392	0.8696	0.0912	
0.4389	0.0394	0.8699	0.0906	
0.442	0.0404	0.8696	0.09	
0.4451	0.041	0.8693	0.0896	
0.4482	0.0412	0.8686	0.0901	
0.4514	0.0424	0.8686	0.089	
0.4547	0.0435	0.8677	0.0888	
0.458	0.0436	0.8683	0.0882	
0.4614	0.0433	0.8688	0.0879	
0.4648	0.0432	0.869	0.0878	
0.4682	0.0444	0.8692	0.0864	
0.4717	0.0453	0.8686	0.0861	
0.4753	0.0494	0.863	0.0876	
0.4789	0.0525	0.8591	0.0884	
0.4826	0.0544	0.8575	0.0881	
0.4863	0.0565	0.8537	0.0898	
0.4901	0.0578	0.8522	0.09	
0.4939	0.0592	0.8501	0.0907	
0.4978	0.0597	0.8496	0.0908	
0.5018	0.0618	0.8459	0.0923	
0.5058	0.0631	0.8459	0.091	
0.5099	0.0641	0.8442	0.0917	
0.5141	0.0683	0.838	0.0937	
0.5183	0.0697	0.8349	0.0954	
0.5226	0.073	0.8321	0.0949	
0.527	0.0796	0.8211	0.0993	
0.5315	0.0877	0.8094	0.1029	
0.536	0.0836	0.8175	0.0989	
0.5405	0.0833	0.8178	0.0989	
0.5452	0.0888	0.8119	0.0993	
0.55	0.0949	0.8034	0.1018	
0.5548	0.1088	0.7812	0.11	
0.5597	0.105	0.789	0.106	
0.5647	0.1162	0.7747	0.109	
0.5698	0.1168	0.776	0.1071	
0.575	0.1295	0.7579	0.1126	
0.5803	0.1375	0.7463	0.1163	
0.5857	0.1313	0.7581	0.1105	
0.5911	0.134	0.7548	0.1112	
0.5967	0.1442	0.7412	0.1145	
0.6024	0.1522	0.7302	0.1176	
0.6082	0.1546	0.7276	0.1177	
0.6142	0.1613	0.7187	0.1199	
0.6202	0.1702	0.7043	0.1256	
0.6263	0.1707	0.705	0.1243	
0.6326	0.1872	0.6775	0.1353	
0.639	0.1934	0.6668	0.1398	
0.6455	0.1999	0.6568	0.1433	
0.6521	0.2066	0.6458	0.1476	
0.6589	0.2036	0.6458	0.1507	
0.6658	0.2106	0.6344	0.155	
0.6729	0.2152	0.6249	0.1599	
0.6801	0.2193	0.6136	0.1672	
0.6874	0.2215	0.6127	0.1658	
0.695	0.2213	0.613	0.1658	
0.7027	0.2272	0.6034	0.1693	
0.7106	0.2332	0.5886	0.1782	
0.7187	0.2337	0.5868	0.1795	
0.7269	0.2395	0.5743	0.1862	
0.7353	0.2394	0.5681	0.1925	
0.7439	0.2448	0.5554	0.1998	
0.7527	0.246	0.5483	0.2057	
0.7618	0.253	0.5354	0.2116	
0.771	0.2565	0.5259	0.2176	
0.7805	0.2631	0.5125	0.2245	
0.7902	0.2717	0.5012	0.2272	
0.8001	0.2806	0.4836	0.2358	
0.8103	0.289	0.465	0.246	
0.8189	0.3245	0.4055	0.2699	
0.8239	0.3982	0.2641	0.3377	
0.8273	0.464	0.1437	0.3923	
0.8307	0.4657	0.1406	0.3937	
0.8345	0.4673	0.1373	0.3953	
0.8408	0.4701	0.1368	0.3931	
0.8508	0.4738	0.1314	0.3948	
0.8608	0.4791	0.1293	0.3916	
0.8708	0.4827	0.1252	0.3921	
0.8808	0.4891	0.1206	0.3903	
0.8908	0.4971	0.119	0.3839	
0.9008	0.4991	0.1119	0.3889	
0.9108	0.5038	0.1121	0.3841	
0.9208	0.5085	0.1117	0.3799	
0.9308	0.5062	0.1182	0.3757	
0.9408	0.506	0.1282	0.3658	
0.9508	0.5052	0.138	0.3568	
0.9608	0.5085	0.1386	0.3529	
0.9708	0.5132	0.1382	0.3486	
0.9808	0.5205	0.1349	0.3446	
0.9908	0.5307	0.1271	0.3422	
1.0008	0.5388	0.1212	0.3401	
1.0108	0.5424	0.1251	0.3325	
1.0208	0.5444	0.1277	0.3279	
1.0308	0.5452	0.1313	0.3235	
1.0408	0.5489	0.1332	0.3179	
1.0508	0.5508	0.1364	0.3127	
1.0608	0.5573	0.1401	0.3026	
1.0708	0.5557	0.143	0.3013	
1.0808	0.5614	0.1463	0.2923	
1.0908	0.5608	0.1486	0.2906	
1.1008	0.5615	0.1528	0.2856	
1.1108	0.5656	0.152	0.2824	
1.1208	0.5832	0.1303	0.2865	
1.1308	0.5803	0.135	0.2848	
1.1408	0.5807	0.1389	0.2805	
1.1508	0.5802	0.1436	0.2763	
1.1608	0.5814	0.1475	0.2712	
1.1708	0.5804	0.1524	0.2672	
1.1808	0.5823	0.1551	0.2626	
1.1908	0.5816	0.1594	0.259	
1.2008	0.5777	0.1694	0.2529	
1.2108	0.5373	0.2459	0.2168	
1.2208	0.5022	0.3086	0.1892	
1.2308	0.4746	0.361	0.1644	
1.2408	0.4496	0.4034	0.147	
1.2508	0.4266	0.4421	0.1312	
1.2608	0.4086	0.4735	0.1178	
1.2708	0.3933	0.5014	0.1053	
1.2808	0.3807	0.5253	0.094	
1.2908	0.3674	0.5473	0.0854	
1.3008	0.3556	0.5664	0.078	
1.3108	0.3454	0.5832	0.0713	
1.3208	0.339	0.5972	0.0638	
1.3308	0.3293	0.6118	0.0589	
1.3408	0.3209	0.624	0.0551	
1.3508	0.3118	0.6379	0.0503	
1.3608	0.3073	0.6456	0.0471	
1.3708	0.3024	0.6549	0.0427	
1.3808	0.2955	0.6644	0.0401	
1.3908	0.2898	0.6733	0.0369	
1.4008	0.2861	0.6788	0.0351	
1.4108	0.2916	0.6729	0.0355	
1.4208	0.2974	0.6657	0.0368	
1.4308	0.2994	0.6622	0.0383	
1.4408	0.3045	0.6562	0.0393	
1.4508	0.3108	0.6483	0.0408	
1.4608	0.314	0.6442	0.0418	
1.4708	0.3195	0.6371	0.0434	
1.4808	0.3232	0.6315	0.0453	
1.4908	0.3306	0.6226	0.0467	
1.5008	0.3342	0.6171	0.0487	
1.5108	0.3401	0.6089	0.0509	
1.5208	0.3442	0.6028	0.053	
1.5308	0.3501	0.5948	0.0552	
1.5408	0.3536	0.589	0.0574	
1.5508	0.3602	0.5811	0.0587	
1.5608	0.366	0.5727	0.0613	
1.5708	0.3673	0.5674	0.0653	
1.5808	0.3751	0.5573	0.0675	
1.5908	0.3812	0.5494	0.0694	
1.6008	0.382	0.5438	0.0742	
1.6108	0.3818	0.5456	0.0726	
1.6208	0.3792	0.5477	0.0731	
1.6308	0.3758	0.5527	0.0715	
1.6408	0.374	0.5542	0.0718	
1.6508	0.3738	0.5544	0.0718	
1.6608	0.3701	0.5576	0.0722	
1.6708	0.3659	0.5626	0.0714	
1.6808	0.3664	0.563	0.0706	
1.6908	0.3624	0.567	0.0706	
1.7008	0.3617	0.5683	0.07	
1.7108	0.3593	0.5701	0.0706	
1.7208	0.356	0.5728	0.0711	
1.7308	0.3538	0.5756	0.0706	
1.7408	0.352	0.5776	0.0704	
1.7508	0.3469	0.5819	0.0712	
1.7608	0.3451	0.5833	0.0715	
1.7708	0.3437	0.5848	0.0715	
1.7808	0.3374	0.5893	0.0733	
1.7908	0.3347	0.5914	0.0738	
1.8008	0.3261	0.6023	0.0715	
1.8108	0.2724	0.6802	0.0474	
1.8208	0.2365	0.7308	0.0327	
1.8308	0.2089	0.7672	0.0239	
1.8408	0.1827	0.7988	0.0184	
1.8508	0.166	0.82	0.014	
1.8608	0.1511	0.8379	0.011	
1.8708	0.1393	0.8517	0.009	
1.8808	0.1273	0.8653	0.0073	
1.8908	0.1185	0.8755	0.006	
1.9008	0.1092	0.8858	0.005	
1.9108	0.1024	0.8932	0.0044	
1.9208	0.0947	0.9017	0.0036	
1.9308	0.0894	0.9076	0.0031	
1.9408	0.0842	0.9132	0.0026	
1.9508	0.0789	0.9186	0.0025	
1.9608	0.0749	0.923	0.0021	
1.9708	0.0709	0.9271	0.002	
1.9808	0.0676	0.9308	0.0016	
1.9908	0.0642	0.9342	0.0016	
2.0008	0.0614	0.9372	0.0014	
2.0108	0.0617	0.9363	0.0019	
2.0208	0.0621	0.9355	0.0024	
2.0308	0.0633	0.9338	0.0029	
2.0408	0.064	0.9322	0.0038	
2.0508	0.0651	0.9303	0.0046	
2.0608	0.0656	0.9284	0.0059	
2.0708	0.0662	0.9265	0.0072	
2.0808	0.0688	0.9218	0.0094	
2.0908	0.0703	0.9183	0.0113	
2.1008	0.0714	0.9147	0.0139	
2.1108	0.0735	0.9091	0.0175	
2.1208	0.0749	0.9032	0.0219	
2.1308	0.0779	0.8948	0.0273	
2.1408	0.0814	0.8855	0.0332	
2.1508	0.084	0.8753	0.0407	
2.1608	0.0881	0.8615	0.0504	
2.1708	0.0938	0.8448	0.0614	
2.1808	0.0986	0.8261	0.0754	
2.1908	0.1064	0.8028	0.0908	
2.2008	0.1128	0.7766	0.1106	
2.2108	0.1017	0.7978	0.1005	
2.2208	0.0935	0.8134	0.0931	
2.2308	0.0854	0.8299	0.0847	
2.2408	0.0788	0.8425	0.0787	
2.2508	0.0738	0.8528	0.0734	
2.2608	0.0684	0.8639	0.0677	
2.2708	0.064	0.8725	0.0635	
2.2808	0.0595	0.8815	0.059	
2.2908	0.056	0.8886	0.0554	
2.3008	0.0533	0.8952	0.0515	
2.3108	0.0506	0.9008	0.0486	
2.3208	0.0484	0.9056	0.046	
2.3308	0.046	0.9108	0.0432	
2.3408	0.044	0.9148	0.0412	
2.3508	0.0422	0.9191	0.0387	
2.3608	0.0403	0.9235	0.0363	
2.3708	0.0389	0.928	0.0331	
2.3808	0.0376	0.9307	0.0317	
2.3908	0.0362	0.9332	0.0305	
2.4008	0.0353	0.9364	0.0283	
2.4108	0.0332	0.9455	0.0213	
2.4208	0.0307	0.9525	0.0168	
2.4308	0.0286	0.9587	0.0127	
2.4408	0.0272	0.9626	0.0101	
2.4508	0.026	0.9666	0.0074	
2.4608	0.0246	0.9695	0.0059	
2.4708	0.024	0.9712	0.0048	
2.4808	0.023	0.9733	0.0037	
2.4908	0.0223	0.9749	0.0028	
2.5	0.0216	0.9761	0.0024	

Input file:
mc
output:fig4b
particle1:si.txt
matrix1:water.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim3
upper:1
lower:1
layer1
matrix1
t:500
particle1
d:0.5
vf:0.1
dist:25
