Sim 3

Solar R: 0.2053
Solar A: 0.5072
Solar T: 0.2874

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.277	0.0824	0.6799	0.2376	1.3536	0.0012	0.0042	0.6267	500.0	
0.278	0.0825	0.6796	0.2379	1.3534	0.0012	0.0042	0.6267	500.0	
0.279	0.0814	0.6805	0.2381	1.3532	0.0012	0.0042	0.6268	500.0	
0.28	0.08	0.6815	0.2386	1.353	0.0012	0.0042	0.6269	500.0	
0.281	0.0802	0.6801	0.2397	1.3528	0.0012	0.0041	0.6271	500.0	
0.282	0.0798	0.6821	0.2381	1.3526	0.0012	0.0041	0.6273	500.0	
0.283	0.0792	0.6822	0.2386	1.3524	0.0012	0.0041	0.6275	500.0	
0.284	0.078	0.682	0.24	1.3522	0.0012	0.0041	0.6278	500.0	
0.285	0.0781	0.6848	0.2372	1.352	0.0012	0.004	0.6282	500.0	
0.286	0.0778	0.6843	0.2379	1.3518	0.0012	0.004	0.6287	500.0	
0.287	0.0769	0.6854	0.2377	1.3516	0.0012	0.004	0.6293	500.0	
0.288	0.0753	0.688	0.2367	1.3514	0.0013	0.004	0.6307	500.0	
0.289	0.0734	0.6912	0.2354	1.3512	0.0013	0.0039	0.6324	500.0	
0.29	0.073	0.6917	0.2353	1.351	0.0013	0.0039	0.6345	500.0	
0.291	0.071	0.6959	0.2331	1.3508	0.0013	0.0039	0.6371	500.0	
0.292	0.0684	0.6987	0.2329	1.3506	0.0013	0.0038	0.6397	500.0	
0.293	0.0683	0.7013	0.2304	1.3504	0.0014	0.0038	0.6424	500.0	
0.294	0.0658	0.7043	0.2299	1.3502	0.0014	0.0038	0.6451	500.0	
0.295	0.065	0.7071	0.2279	1.35	0.0014	0.0038	0.6478	500.0	
0.296	0.064	0.7072	0.2288	1.3498	0.0014	0.0037	0.6503	500.0	
0.297	0.063	0.7116	0.2254	1.3496	0.0014	0.0037	0.6527	500.0	
0.298	0.0625	0.7142	0.2234	1.3494	0.0015	0.0037	0.655	500.0	
0.299	0.0612	0.7141	0.2247	1.3492	0.0015	0.0037	0.657	500.0	
0.3	0.061	0.7152	0.2237	1.349	0.0015	0.0037	0.6589	500.0	
0.301	0.0594	0.716	0.2246	1.3489	0.0015	0.0037	0.6609	500.0	
0.302	0.0594	0.7195	0.2211	1.3488	0.0015	0.0036	0.6625	500.0	
0.303	0.0587	0.7193	0.222	1.3486	0.0015	0.0036	0.6641	500.0	
0.304	0.0583	0.7214	0.2203	1.3485	0.0015	0.0036	0.6656	500.0	
0.305	0.0572	0.7224	0.2204	1.3484	0.0015	0.0036	0.667	500.0	
0.306	0.057	0.7228	0.2202	1.3483	0.0016	0.0036	0.6683	500.0	
0.307	0.0566	0.7236	0.2198	1.3482	0.0016	0.0036	0.6696	500.0	
0.308	0.0563	0.7254	0.2184	1.348	0.0016	0.0036	0.6707	500.0	
0.309	0.0557	0.7257	0.2186	1.3479	0.0016	0.0036	0.6718	500.0	
0.31	0.0557	0.7267	0.2176	1.3478	0.0016	0.0036	0.6727	500.0	
0.311	0.0551	0.7272	0.2178	1.3477	0.0016	0.0036	0.6737	500.0	
0.312	0.055	0.728	0.217	1.3476	0.0016	0.0036	0.6745	500.0	
0.313	0.0541	0.7276	0.2182	1.3474	0.0016	0.0036	0.6753	500.0	
0.314	0.0547	0.7299	0.2154	1.3473	0.0016	0.0036	0.676	500.0	
0.315	0.0544	0.729	0.2166	1.3472	0.0016	0.0036	0.6766	500.0	
0.316	0.0541	0.7321	0.2139	1.3471	0.0016	0.0035	0.6772	500.0	
0.317	0.0536	0.7311	0.2153	1.347	0.0016	0.0035	0.6778	500.0	
0.318	0.0539	0.7325	0.2136	1.3468	0.0016	0.0035	0.6783	500.0	
0.319	0.0537	0.732	0.2143	1.3467	0.0016	0.0035	0.6787	500.0	
0.32	0.0539	0.7327	0.2134	1.3466	0.0016	0.0035	0.6791	500.0	
0.321	0.053	0.7313	0.2157	1.3465	0.0017	0.0035	0.6795	500.0	
0.322	0.0538	0.7333	0.2129	1.3464	0.0017	0.0035	0.6798	500.0	
0.323	0.0531	0.7336	0.2134	1.3462	0.0017	0.0035	0.6801	500.0	
0.324	0.0527	0.7337	0.2136	1.3461	0.0017	0.0035	0.6804	500.0	
0.325	0.0526	0.7352	0.2121	1.346	0.0017	0.0035	0.6806	500.0	
0.326	0.0527	0.734	0.2133	1.3459	0.0017	0.0035	0.6808	500.0	
0.327	0.0526	0.735	0.2124	1.3458	0.0017	0.0035	0.681	500.0	
0.328	0.0523	0.7337	0.214	1.3456	0.0017	0.0035	0.6812	500.0	
0.329	0.0526	0.735	0.2125	1.3455	0.0017	0.0035	0.6814	500.0	
0.33	0.0521	0.7353	0.2126	1.3454	0.0017	0.0035	0.6815	500.0	
0.331	0.0525	0.7361	0.2113	1.3453	0.0017	0.0035	0.6815	500.0	
0.332	0.0517	0.7378	0.2106	1.3452	0.0017	0.0035	0.6816	500.0	
0.333	0.0515	0.7357	0.2128	1.345	0.0017	0.0035	0.6817	500.0	
0.334	0.0513	0.7359	0.2128	1.3449	0.0017	0.0035	0.6817	500.0	
0.335	0.0519	0.7359	0.2121	1.3448	0.0017	0.0035	0.6816	500.0	
0.336	0.0516	0.7371	0.2113	1.3447	0.0017	0.0035	0.6816	500.0	
0.337	0.0519	0.737	0.2111	1.3446	0.0017	0.0035	0.6815	500.0	
0.338	0.0515	0.7379	0.2106	1.3444	0.0017	0.0035	0.6814	500.0	
0.339	0.0517	0.7347	0.2136	1.3443	0.0017	0.0035	0.6813	500.0	
0.34	0.0521	0.7356	0.2123	1.3442	0.0017	0.0035	0.6812	500.0	
0.341	0.0516	0.7358	0.2126	1.3441	0.0017	0.0035	0.681	500.0	
0.342	0.052	0.7382	0.2098	1.344	0.0017	0.0035	0.6808	500.0	
0.343	0.0522	0.7362	0.2116	1.3438	0.0017	0.0035	0.6805	500.0	
0.344	0.0525	0.7364	0.2112	1.3437	0.0017	0.0035	0.6802	500.0	
0.345	0.0519	0.736	0.2121	1.3436	0.0017	0.0035	0.6798	500.0	
0.346	0.0518	0.7364	0.2118	1.3435	0.0017	0.0035	0.6794	500.0	
0.347	0.0518	0.7373	0.2109	1.3434	0.0017	0.0035	0.6789	500.0	
0.348	0.0517	0.7364	0.2119	1.3432	0.0017	0.0035	0.6783	500.0	
0.349	0.0526	0.7365	0.2109	1.3431	0.0017	0.0035	0.6777	500.0	
0.35	0.0522	0.7347	0.2132	1.343	0.0017	0.0035	0.677	500.0	
0.351	0.0525	0.7361	0.2113	1.3429	0.0017	0.0035	0.6762	500.0	
0.352	0.052	0.7348	0.2131	1.3428	0.0017	0.0035	0.6753	500.0	
0.353	0.0533	0.7362	0.2105	1.3428	0.0017	0.0035	0.6743	500.0	
0.354	0.0528	0.7342	0.213	1.3427	0.0017	0.0035	0.6732	500.0	
0.355	0.0536	0.7349	0.2115	1.3426	0.0017	0.0035	0.672	500.0	
0.356	0.0531	0.7325	0.2145	1.3425	0.0016	0.0035	0.6708	500.0	
0.357	0.0538	0.7327	0.2135	1.3424	0.0016	0.0035	0.6694	500.0	
0.358	0.0542	0.7318	0.214	1.3424	0.0016	0.0035	0.668	500.0	
0.359	0.0544	0.7303	0.2152	1.3423	0.0016	0.0035	0.6666	500.0	
0.36	0.0548	0.7285	0.2167	1.3422	0.0016	0.0035	0.6653	500.0	
0.361	0.0551	0.7282	0.2167	1.3421	0.0016	0.0035	0.6642	500.0	
0.362	0.0554	0.7272	0.2174	1.342	0.0016	0.0035	0.6631	500.0	
0.363	0.0554	0.7282	0.2164	1.342	0.0016	0.0035	0.6623	500.0	
0.364	0.056	0.7271	0.2169	1.3419	0.0016	0.0035	0.6617	500.0	
0.365	0.0562	0.7274	0.2164	1.3418	0.0016	0.0035	0.6613	500.0	
0.366	0.0558	0.725	0.2192	1.3417	0.0016	0.0035	0.6614	500.0	
0.367	0.0555	0.7278	0.2166	1.3416	0.0016	0.0035	0.6615	500.0	
0.368	0.0552	0.7267	0.2181	1.3416	0.0016	0.0035	0.6621	500.0	
0.369	0.0553	0.7279	0.2168	1.3415	0.0016	0.0035	0.6627	500.0	
0.37	0.0547	0.7284	0.2169	1.3414	0.0016	0.0035	0.6638	500.0	
0.371	0.0545	0.7276	0.2179	1.3413	0.0016	0.0035	0.6648	500.0	
0.372	0.0537	0.7286	0.2177	1.3412	0.0016	0.0034	0.6662	500.0	
0.373	0.0529	0.7295	0.2176	1.3412	0.0016	0.0034	0.6676	500.0	
0.374	0.0531	0.7297	0.2173	1.3411	0.0016	0.0034	0.6692	500.0	
0.375	0.0519	0.7308	0.2173	1.341	0.0017	0.0034	0.6708	500.0	
0.376	0.0514	0.7332	0.2154	1.3409	0.0017	0.0034	0.6725	500.0	
0.377	0.0511	0.7345	0.2144	1.3408	0.0017	0.0034	0.6743	500.0	
0.378	0.0513	0.7344	0.2142	1.3408	0.0017	0.0034	0.6761	500.0	
0.379	0.05	0.7371	0.2129	1.3407	0.0017	0.0034	0.6779	500.0	
0.38	0.05	0.7351	0.2149	1.3406	0.0017	0.0034	0.6797	500.0	
0.381	0.0494	0.7388	0.2119	1.3405	0.0017	0.0033	0.6814	500.0	
0.382	0.0493	0.7408	0.2098	1.3404	0.0017	0.0033	0.6831	500.0	
0.383	0.0492	0.7407	0.2101	1.3404	0.0018	0.0033	0.6848	500.0	
0.384	0.0481	0.7414	0.2105	1.3403	0.0018	0.0033	0.6865	500.0	
0.385	0.0477	0.7419	0.2103	1.3402	0.0018	0.0033	0.6882	500.0	
0.386	0.0478	0.7441	0.2081	1.3401	0.0018	0.0033	0.6896	500.0	
0.387	0.0473	0.742	0.2107	1.34	0.0018	0.0033	0.6911	500.0	
0.388	0.0467	0.7446	0.2087	1.34	0.0018	0.0033	0.6925	500.0	
0.389	0.0469	0.7452	0.2079	1.3399	0.0018	0.0033	0.6939	500.0	
0.39	0.0461	0.7481	0.2058	1.3398	0.0018	0.0033	0.6953	500.0	
0.391	0.0463	0.7481	0.2057	1.3397	0.0018	0.0033	0.6965	500.0	
0.392	0.0459	0.7473	0.2069	1.3396	0.0018	0.0033	0.6978	500.0	
0.393	0.0454	0.7483	0.2064	1.3396	0.0018	0.0033	0.6991	500.0	
0.394	0.0453	0.7498	0.2048	1.3395	0.0019	0.0033	0.7004	500.0	
0.395	0.0455	0.7483	0.2062	1.3394	0.0019	0.0033	0.7016	500.0	
0.396	0.0449	0.7497	0.2054	1.3393	0.0019	0.0032	0.7027	500.0	
0.397	0.0454	0.7511	0.2035	1.3392	0.0019	0.0032	0.7037	500.0	
0.398	0.0448	0.7516	0.2036	1.3392	0.0019	0.0032	0.7046	500.0	
0.399	0.0444	0.7511	0.2045	1.3391	0.0019	0.0032	0.7054	500.0	
0.4	0.044	0.7535	0.2025	1.339	0.0019	0.0032	0.7062	500.0	
0.401	0.0438	0.7545	0.2017	1.339	0.0019	0.0032	0.707	500.0	
0.402	0.0442	0.7534	0.2024	1.3389	0.0019	0.0032	0.708	500.0	
0.403	0.0437	0.7542	0.202	1.3389	0.0019	0.0032	0.709	500.0	
0.404	0.0431	0.7544	0.2025	1.3388	0.0019	0.0032	0.7101	500.0	
0.405	0.0433	0.7543	0.2024	1.3388	0.0019	0.0032	0.7113	500.0	
0.406	0.0432	0.7566	0.2003	1.3388	0.0019	0.0032	0.7124	500.0	
0.407	0.0431	0.7561	0.2008	1.3387	0.0019	0.0032	0.7134	500.0	
0.408	0.0424	0.7571	0.2005	1.3387	0.0019	0.0032	0.7143	500.0	
0.409	0.0427	0.7571	0.2001	1.3386	0.002	0.0032	0.7151	500.0	
0.41	0.0419	0.7579	0.2002	1.3386	0.002	0.0032	0.7159	500.0	
0.411	0.0421	0.7589	0.1989	1.3386	0.002	0.0032	0.7166	500.0	
0.412	0.0424	0.7578	0.1998	1.3385	0.002	0.0032	0.7171	500.0	
0.413	0.0421	0.7589	0.199	1.3385	0.002	0.0032	0.7173	500.0	
0.414	0.0421	0.7597	0.1982	1.3384	0.002	0.0032	0.7169	500.0	
0.415	0.0425	0.7592	0.1984	1.3384	0.002	0.0032	0.7162	500.0	
0.416	0.042	0.7599	0.1981	1.3384	0.002	0.0032	0.7156	500.0	
0.417	0.0415	0.7615	0.197	1.3383	0.002	0.0032	0.7153	500.0	
0.418	0.0417	0.7601	0.1982	1.3383	0.002	0.0031	0.7156	500.0	
0.419	0.0415	0.7636	0.1949	1.3382	0.002	0.0031	0.7165	500.0	
0.42	0.0418	0.7603	0.198	1.3382	0.002	0.0031	0.7176	500.0	
0.421	0.0409	0.7633	0.1958	1.3382	0.002	0.0031	0.719	500.0	
0.422	0.0412	0.7619	0.197	1.3381	0.002	0.0031	0.7203	500.0	
0.423	0.0412	0.762	0.1969	1.3381	0.002	0.0031	0.7211	500.0	
0.424	0.0413	0.764	0.1947	1.338	0.002	0.0031	0.7214	500.0	
0.425	0.041	0.7636	0.1954	1.338	0.002	0.0031	0.7213	500.0	
0.426	0.0412	0.7628	0.196	1.338	0.002	0.0032	0.7215	500.0	
0.427	0.0406	0.7639	0.1955	1.3379	0.002	0.0032	0.7222	500.0	
0.428	0.0408	0.7646	0.1946	1.3379	0.002	0.0032	0.7235	500.0	
0.429	0.0413	0.7665	0.1922	1.3378	0.002	0.0032	0.7255	500.0	
0.43	0.0411	0.7655	0.1934	1.3378	0.002	0.0032	0.7279	500.0	
0.431	0.0407	0.7679	0.1914	1.3378	0.002	0.0032	0.7302	500.0	
0.432	0.0409	0.7674	0.1917	1.3377	0.002	0.0032	0.7318	500.0	
0.433	0.0407	0.7671	0.1923	1.3377	0.0021	0.0032	0.7321	500.0	
0.434	0.0406	0.767	0.1924	1.3376	0.0021	0.0032	0.7309	500.0	
0.435	0.0407	0.7679	0.1913	1.3376	0.0021	0.0032	0.7285	500.0	
0.436	0.0408	0.768	0.1912	1.3376	0.0021	0.0032	0.7253	500.0	
0.437	0.0407	0.7676	0.1917	1.3375	0.002	0.0032	0.7216	500.0	
0.438	0.0413	0.7682	0.1905	1.3375	0.002	0.0032	0.7173	500.0	
0.439	0.0412	0.7674	0.1914	1.3374	0.002	0.0032	0.7132	500.0	
0.44	0.0412	0.7674	0.1914	1.3374	0.002	0.0032	0.7102	500.0	
0.441	0.0412	0.766	0.1928	1.3374	0.002	0.0031	0.7089	500.0	
0.442	0.041	0.7663	0.1927	1.3373	0.002	0.0031	0.7089	500.0	
0.443	0.0409	0.7668	0.1922	1.3373	0.002	0.0031	0.7097	500.0	
0.444	0.041	0.7657	0.1934	1.3372	0.002	0.0031	0.7102	500.0	
0.445	0.0407	0.7667	0.1926	1.3372	0.0021	0.0031	0.7109	500.0	
0.446	0.0404	0.7657	0.1939	1.3372	0.0021	0.003	0.7111	500.0	
0.447	0.0398	0.7667	0.1935	1.3371	0.0021	0.003	0.7118	500.0	
0.448	0.0402	0.7682	0.1916	1.3371	0.0021	0.003	0.7115	500.0	
0.449	0.0402	0.7671	0.1927	1.337	0.0021	0.003	0.7104	500.0	
0.45	0.0409	0.7662	0.1929	1.337	0.002	0.0031	0.7071	500.0	
0.451	0.0415	0.7649	0.1936	1.337	0.002	0.0031	0.7028	500.0	
0.452	0.0418	0.7651	0.1931	1.3369	0.002	0.0031	0.6983	500.0	
0.453	0.0423	0.7642	0.1935	1.3369	0.002	0.0031	0.6958	500.0	
0.454	0.0424	0.7643	0.1934	1.3368	0.002	0.0031	0.6965	500.0	
0.455	0.0427	0.7649	0.1924	1.3368	0.002	0.0032	0.6994	500.0	
0.456	0.0423	0.7658	0.1919	1.3368	0.002	0.0032	0.7044	500.0	
0.457	0.0414	0.7669	0.1917	1.3367	0.002	0.0032	0.7112	500.0	
0.458	0.0409	0.7676	0.1914	1.3367	0.002	0.0032	0.7191	500.0	
0.459	0.0401	0.7703	0.1896	1.3366	0.0021	0.0033	0.7274	500.0	
0.46	0.0399	0.7724	0.1877	1.3366	0.0021	0.0033	0.735	500.0	
0.461	0.0398	0.7743	0.1859	1.3366	0.0021	0.0033	0.7411	500.0	
0.462	0.0393	0.775	0.1858	1.3365	0.0021	0.0034	0.7452	500.0	
0.463	0.0395	0.7738	0.1867	1.3365	0.0021	0.0034	0.7469	500.0	
0.464	0.0392	0.775	0.1858	1.3364	0.0021	0.0034	0.7463	500.0	
0.465	0.0397	0.7747	0.1857	1.3364	0.0021	0.0034	0.7436	500.0	
0.466	0.0401	0.7745	0.1854	1.3364	0.0021	0.0034	0.7394	500.0	
0.467	0.0406	0.7752	0.1842	1.3363	0.0021	0.0034	0.7332	500.0	
0.468	0.0418	0.7729	0.1854	1.3363	0.0021	0.0034	0.7256	500.0	
0.469	0.0419	0.7725	0.1856	1.3362	0.002	0.0034	0.7174	500.0	
0.47	0.0427	0.7719	0.1854	1.3362	0.002	0.0034	0.7101	500.0	
0.471	0.0428	0.7704	0.1868	1.3362	0.002	0.0034	0.7054	500.0	
0.472	0.0438	0.7729	0.1833	1.3361	0.002	0.0034	0.7022	500.0	
0.473	0.0437	0.7711	0.1852	1.3361	0.002	0.0034	0.7005	500.0	
0.474	0.0439	0.7706	0.1855	1.336	0.002	0.0034	0.6949	500.0	
0.475	0.0454	0.7691	0.1856	1.336	0.002	0.0035	0.6889	500.0	
0.476	0.0464	0.7662	0.1874	1.336	0.0019	0.0035	0.6837	500.0	
0.477	0.0476	0.7624	0.19	1.3359	0.0019	0.0035	0.6804	500.0	
0.478	0.0463	0.7644	0.1893	1.3359	0.0019	0.0035	0.6856	500.0	
0.479	0.0453	0.7646	0.1901	1.3358	0.0019	0.0034	0.6895	500.0	
0.48	0.0446	0.7656	0.1898	1.3358	0.0019	0.0034	0.6917	500.0	
0.481	0.0443	0.7648	0.1909	1.3358	0.002	0.0033	0.6904	500.0	
0.482	0.0437	0.7647	0.1915	1.3357	0.0019	0.0033	0.6848	500.0	
0.483	0.0446	0.761	0.1943	1.3357	0.0019	0.0032	0.6764	500.0	
0.484	0.0454	0.7616	0.193	1.3356	0.0019	0.0032	0.6653	500.0	
0.485	0.0457	0.7637	0.1906	1.3356	0.0019	0.0031	0.6541	500.0	
0.486	0.046	0.7609	0.1931	1.3356	0.0019	0.0031	0.6431	500.0	
0.487	0.0478	0.7615	0.1907	1.3355	0.0019	0.0031	0.6319	500.0	
0.488	0.0492	0.7613	0.1895	1.3355	0.0019	0.0032	0.621	500.0	
0.489	0.0501	0.7617	0.1882	1.3354	0.0018	0.0032	0.6116	500.0	
0.49	0.0513	0.7593	0.1894	1.3354	0.0018	0.0032	0.6028	500.0	
0.491	0.052	0.7597	0.1883	1.3354	0.0018	0.0032	0.5945	500.0	
0.492	0.0542	0.7566	0.1892	1.3353	0.0018	0.0032	0.5871	500.0	
0.493	0.0544	0.754	0.1915	1.3353	0.0018	0.0032	0.58	500.0	
0.494	0.0563	0.751	0.1927	1.3352	0.0017	0.0032	0.5747	500.0	
0.495	0.0568	0.7455	0.1977	1.3352	0.0017	0.0032	0.572	500.0	
0.496	0.057	0.7446	0.1984	1.3352	0.0017	0.0032	0.5725	500.0	
0.497	0.0564	0.7416	0.2021	1.3351	0.0017	0.0032	0.5779	500.0	
0.498	0.0554	0.7424	0.2021	1.3351	0.0017	0.0032	0.586	500.0	
0.499	0.0539	0.7424	0.2038	1.335	0.0017	0.0032	0.5964	500.0	
0.5	0.0528	0.7445	0.2027	1.335	0.0017	0.0031	0.6083	500.0	
0.501	0.0509	0.7456	0.2035	1.335	0.0018	0.0031	0.6183	500.0	
0.502	0.0502	0.7477	0.2021	1.3349	0.0018	0.0032	0.6296	500.0	
0.503	0.0493	0.75	0.2007	1.3349	0.0018	0.0032	0.6417	500.0	
0.504	0.0486	0.752	0.1995	1.3348	0.0018	0.0033	0.6537	500.0	
0.505	0.0468	0.7594	0.1938	1.3348	0.0019	0.0033	0.6698	500.0	
0.506	0.0458	0.7637	0.1905	1.3348	0.0019	0.0034	0.6833	500.0	
0.507	0.045	0.7687	0.1863	1.3347	0.0019	0.0035	0.6936	500.0	
0.508	0.0448	0.7691	0.1861	1.3347	0.002	0.0035	0.7009	500.0	
0.509	0.0461	0.7675	0.1864	1.3346	0.0019	0.0037	0.7015	500.0	
0.51	0.0476	0.7648	0.1876	1.3346	0.0019	0.0038	0.6992	500.0	
0.511	0.0495	0.7618	0.1887	1.3346	0.0018	0.0039	0.6944	500.0	
0.512	0.052	0.7566	0.1914	1.3345	0.0018	0.0039	0.6869	500.0	
0.513	0.0536	0.7528	0.1935	1.3345	0.0017	0.0039	0.6795	500.0	
0.514	0.0559	0.7468	0.1973	1.3344	0.0017	0.0039	0.6715	500.0	
0.515	0.0574	0.7435	0.199	1.3344	0.0016	0.0039	0.6627	500.0	
0.516	0.0586	0.7402	0.2012	1.3344	0.0016	0.0039	0.6541	500.0	
0.517	0.06	0.7356	0.2043	1.3343	0.0016	0.0039	0.6458	500.0	
0.518	0.0618	0.7314	0.2067	1.3343	0.0015	0.0039	0.6381	500.0	
0.519	0.0635	0.7264	0.2101	1.3342	0.0015	0.0039	0.6322	500.0	
0.52	0.065	0.7247	0.2103	1.3342	0.0015	0.0039	0.6285	500.0	
0.521	0.0663	0.7233	0.2104	1.3342	0.0015	0.004	0.627	500.0	
0.522	0.0659	0.7246	0.2095	1.3341	0.0015	0.004	0.6281	500.0	
0.523	0.0645	0.7294	0.2061	1.3341	0.0015	0.004	0.6309	500.0	
0.524	0.0646	0.7337	0.2017	1.334	0.0015	0.0041	0.6351	500.0	
0.525	0.0632	0.7412	0.1957	1.334	0.0016	0.0041	0.6407	500.0	
0.526	0.0627	0.7443	0.193	1.334	0.0016	0.0042	0.6454	500.0	
0.527	0.0627	0.7454	0.1919	1.3339	0.0016	0.0043	0.6499	500.0	
0.528	0.064	0.7455	0.1905	1.3339	0.0016	0.0044	0.6557	500.0	
0.529	0.0649	0.7413	0.1937	1.3338	0.0015	0.0045	0.6624	500.0	
0.53	0.066	0.7411	0.1929	1.3338	0.0015	0.0047	0.6697	500.0	
0.531	0.0647	0.7436	0.1917	1.3338	0.0015	0.0047	0.6805	500.0	
0.532	0.0626	0.7479	0.1895	1.3337	0.0016	0.0048	0.689	500.0	
0.533	0.0615	0.7513	0.1872	1.3337	0.0016	0.0048	0.695	500.0	
0.534	0.0605	0.7533	0.1862	1.3336	0.0016	0.0049	0.6985	500.0	
0.535	0.0607	0.755	0.1843	1.3336	0.0016	0.0048	0.6997	500.0	
0.536	0.059	0.7553	0.1857	1.3336	0.0017	0.0047	0.6988	500.0	
0.537	0.0589	0.7544	0.1867	1.3335	0.0017	0.0046	0.6958	500.0	
0.538	0.058	0.7534	0.1885	1.3335	0.0016	0.0045	0.6905	500.0	
0.539	0.0585	0.7493	0.1922	1.3334	0.0016	0.0044	0.6831	500.0	
0.54	0.06	0.7411	0.1989	1.3334	0.0016	0.0042	0.6711	500.0	
0.541	0.0607	0.7358	0.2035	1.3334	0.0016	0.0041	0.6564	500.0	
0.542	0.063	0.7319	0.2051	1.3333	0.0015	0.004	0.6398	500.0	
0.543	0.0655	0.7234	0.211	1.3333	0.0015	0.0039	0.6217	500.0	
0.544	0.068	0.7179	0.2141	1.3332	0.0014	0.0038	0.6035	500.0	
0.545	0.0701	0.7147	0.2153	1.3332	0.0014	0.0037	0.5877	500.0	
0.546	0.0713	0.7141	0.2146	1.3332	0.0014	0.0037	0.5732	500.0	
0.547	0.0727	0.7107	0.2166	1.3331	0.0014	0.0037	0.5602	500.0	
0.548	0.0743	0.7112	0.2145	1.3331	0.0014	0.0037	0.5488	500.0	
0.549	0.0771	0.7134	0.2095	1.333	0.0014	0.0037	0.5362	500.0	
0.55	0.0809	0.7104	0.2087	1.333	0.0013	0.0038	0.5207	500.0	
0.551	0.0852	0.7091	0.2057	1.333	0.0013	0.0039	0.5059	500.0	
0.552	0.0889	0.7103	0.2008	1.333	0.0013	0.0039	0.4911	500.0	
0.553	0.0935	0.7151	0.1914	1.333	0.0013	0.004	0.4752	500.0	
0.554	0.0934	0.7191	0.1875	1.333	0.0013	0.0041	0.4636	500.0	
0.555	0.0924	0.7248	0.1827	1.333	0.0013	0.0041	0.4581	500.0	
0.556	0.0914	0.7249	0.1837	1.333	0.0014	0.0041	0.4548	500.0	
0.557	0.0929	0.7209	0.1862	1.333	0.0013	0.004	0.4549	500.0	
0.558	0.0937	0.7146	0.1917	1.333	0.0013	0.004	0.4582	500.0	
0.559	0.0939	0.708	0.1981	1.333	0.0013	0.004	0.4598	500.0	
0.56	0.0978	0.6998	0.2024	1.333	0.0012	0.004	0.4594	500.0	
0.561	0.0997	0.6896	0.2108	1.333	0.0012	0.004	0.4604	500.0	
0.562	0.1037	0.6798	0.2165	1.333	0.0011	0.004	0.4621	500.0	
0.563	0.1053	0.6724	0.2223	1.333	0.0011	0.004	0.464	500.0	
0.564	0.1047	0.6702	0.2251	1.333	0.0011	0.004	0.4673	500.0	
0.565	0.1021	0.6717	0.2262	1.333	0.0011	0.0039	0.4723	500.0	
0.566	0.0982	0.6719	0.23	1.333	0.0011	0.0038	0.476	500.0	
0.567	0.0955	0.6744	0.2301	1.333	0.0011	0.0037	0.4782	500.0	
0.568	0.0921	0.6766	0.2314	1.333	0.0012	0.0036	0.479	500.0	
0.569	0.0904	0.6741	0.2355	1.333	0.0012	0.0035	0.4774	500.0	
