Sim 2

Solar R: 0.2631
Solar A: 0.5422
Solar T: 0.1948

Wavelength	R	A	T
0.4547	0.0428	0.8691	0.0881	
0.458	0.0404	0.8705	0.0891	
0.4614	0.0389	0.8677	0.0934	
0.4648	0.0385	0.8658	0.0957	
0.4682	0.042	0.8643	0.0937	
0.4717	0.0469	0.8664	0.0867	
0.4753	0.057	0.8599	0.0832	
0.4789	0.0657	0.8454	0.0889	
0.4826	0.0652	0.8387	0.0961	
0.4863	0.0603	0.84	0.0997	
0.4901	0.0527	0.8516	0.0957	
0.4939	0.0517	0.8549	0.0934	
0.4978	0.0556	0.8543	0.0902	
0.5018	0.0623	0.8489	0.0887	
0.5058	0.0725	0.8292	0.0983	
0.5099	0.0788	0.8148	0.1064	
0.5141	0.0797	0.8169	0.1034	
0.5183	0.0701	0.8396	0.0903	
0.5226	0.0611	0.8594	0.0795	
0.527	0.0577	0.8543	0.088	
0.5315	0.0612	0.814	0.1248	
0.536	0.0612	0.8004	0.1384	
0.5405	0.0703	0.7828	0.1469	
0.5452	0.0861	0.7633	0.1506	
0.55	0.095	0.7779	0.127	
0.5548	0.0969	0.8246	0.0785	
0.5597	0.112	0.799	0.089	
0.5647	0.1336	0.7727	0.0937	
0.5698	0.1278	0.7815	0.0908	
0.575	0.1285	0.7568	0.1146	
0.5803	0.1172	0.7273	0.1556	
0.5857	0.1063	0.7192	0.1745	
0.5911	0.1137	0.7089	0.1773	
0.5967	0.1295	0.7229	0.1476	
0.6024	0.1288	0.788	0.0832	
0.6082	0.1451	0.7918	0.0631	
0.6142	0.1908	0.7038	0.1053	
0.6202	0.2289	0.6289	0.1422	
0.6263	0.2403	0.6028	0.1569	
0.6326	0.2527	0.5686	0.1786	
0.639	0.2407	0.5709	0.1885	
0.6455	0.2196	0.5852	0.1951	
0.6521	0.1849	0.6451	0.17	
0.6589	0.1751	0.6749	0.1499	
0.6658	0.1445	0.7693	0.0861	
0.6729	0.2017	0.6848	0.1135	
0.6801	0.2273	0.6456	0.1271	
0.6874	0.2606	0.5589	0.1805	
0.695	0.2901	0.4842	0.2257	
0.7027	0.3144	0.4249	0.2608	
0.7106	0.3284	0.3896	0.282	
0.7187	0.3199	0.4024	0.2777	
0.7269	0.2777	0.487	0.2353	
0.7353	0.1922	0.6766	0.1313	
0.7439	0.2301	0.6144	0.1554	
0.7527	0.166	0.7759	0.0581	
0.7618	0.2411	0.512	0.2469	
0.771	0.2453	0.465	0.2896	
0.7805	0.2507	0.4236	0.3257	
0.7902	0.2687	0.3601	0.3711	
0.8001	0.2977	0.2996	0.4027	
0.8103	0.321	0.2644	0.4146	
0.8189	0.3546	0.2206	0.4248	
0.8239	0.4008	0.1328	0.4664	
0.8273	0.4365	0.0734	0.4901	
0.8307	0.4413	0.0824	0.4763	
0.8345	0.4418	0.1047	0.4535	
0.8408	0.4299	0.2637	0.3064	
0.8508	0.4753	0.188	0.3367	
0.8608	0.5176	0.1065	0.3759	
0.8708	0.5673	0.1357	0.297	
0.8808	0.5949	0.1598	0.2453	
0.8908	0.5593	0.1182	0.3225	
0.9008	0.4959	0.083	0.4211	
0.9108	0.435	0.0724	0.4926	
0.9208	0.3775	0.0691	0.5534	
0.9308	0.3261	0.0738	0.6001	
0.9408	0.2913	0.083	0.6258	
0.9508	0.2839	0.0915	0.6246	
0.9608	0.2997	0.0951	0.6051	
0.9708	0.3316	0.1018	0.5667	
0.9808	0.3717	0.1071	0.5212	
0.9908	0.4195	0.116	0.4645	
1.0008	0.4935	0.1501	0.3564	
1.0108	0.5726	0.2421	0.1852	
1.0208	0.5903	0.2049	0.2049	
1.0308	0.5654	0.1436	0.291	
1.0408	0.5647	0.1283	0.3069	
1.0508	0.5778	0.1281	0.294	
1.0608	0.592	0.1296	0.2784	
1.0708	0.5993	0.1326	0.2681	
1.0808	0.6042	0.1356	0.2602	
1.0908	0.6006	0.1387	0.2608	
1.1008	0.5993	0.1406	0.2601	
1.1108	0.591	0.1432	0.2658	
1.1208	0.5879	0.1296	0.2824	
1.1308	0.5727	0.1346	0.2927	
1.1408	0.5622	0.1386	0.2992	
1.1508	0.5496	0.1415	0.3089	
1.1608	0.5345	0.147	0.3184	
1.1708	0.5266	0.1505	0.3229	
1.1808	0.5195	0.1539	0.3266	
1.1908	0.5142	0.1578	0.3281	
1.2008	0.5072	0.1689	0.3239	
1.2108	0.4708	0.2463	0.283	
1.2208	0.4402	0.3117	0.2481	
1.2308	0.4234	0.3669	0.2097	
1.2408	0.4141	0.4111	0.1748	
1.2508	0.4126	0.4459	0.1415	
1.2608	0.4155	0.4734	0.1111	
1.2708	0.424	0.4933	0.0827	
1.2808	0.4296	0.5084	0.062	
1.2908	0.4272	0.5221	0.0507	
1.3008	0.4145	0.5391	0.0464	
1.3108	0.3903	0.562	0.0477	
1.3208	0.3628	0.5858	0.0514	
1.3308	0.3397	0.6073	0.053	
1.3408	0.322	0.6241	0.054	
1.3508	0.3048	0.6414	0.0538	
1.3608	0.2951	0.6523	0.0526	
1.3708	0.2863	0.6632	0.0505	
1.3808	0.2799	0.672	0.0481	
1.3908	0.2705	0.6838	0.0456	
1.4008	0.2674	0.6893	0.0433	
1.4108	0.2708	0.6843	0.045	
1.4208	0.276	0.6776	0.0463	
1.4308	0.2818	0.6711	0.0471	
1.4408	0.2868	0.6649	0.0483	
1.4508	0.2932	0.6574	0.0494	
1.4608	0.2984	0.6511	0.0505	
1.4708	0.3049	0.6438	0.0512	
1.4808	0.3112	0.6365	0.0523	
1.4908	0.3166	0.6296	0.0538	
1.5008	0.3235	0.6212	0.0553	
1.5108	0.3289	0.6142	0.0569	
1.5208	0.3379	0.6047	0.0575	
1.5308	0.344	0.5973	0.0586	
1.5408	0.3509	0.5888	0.0603	
1.5508	0.3583	0.5806	0.061	
1.5608	0.3651	0.5726	0.0623	
1.5708	0.373	0.5625	0.0645	
1.5808	0.3808	0.5529	0.0662	
1.5908	0.3854	0.5474	0.0672	
1.6008	0.3935	0.538	0.0685	
1.6108	0.3963	0.5375	0.0662	
1.6208	0.3973	0.5384	0.0643	
1.6308	0.3968	0.5404	0.0628	
1.6408	0.3946	0.5435	0.0619	
1.6508	0.3984	0.5431	0.0585	
1.6608	0.3972	0.5461	0.0566	
1.6708	0.4	0.5442	0.0558	
1.6808	0.3994	0.5466	0.054	
1.6908	0.4	0.547	0.0529	
1.7008	0.3998	0.5496	0.0506	
1.7108	0.3982	0.5524	0.0493	
1.7208	0.3999	0.5522	0.0479	
1.7308	0.3997	0.5537	0.0466	
1.7408	0.3998	0.5546	0.0456	
1.7508	0.3995	0.5556	0.0449	
1.7608	0.3995	0.5567	0.0438	
1.7708	0.3974	0.5588	0.0437	
1.7808	0.3951	0.5613	0.0437	
1.7908	0.391	0.5648	0.0443	
1.8008	0.381	0.5763	0.0427	
1.8108	0.3237	0.6499	0.0263	
1.8208	0.2818	0.7006	0.0176	
1.8308	0.2473	0.7399	0.0127	
1.8408	0.2204	0.7701	0.0095	
1.8508	0.1959	0.7965	0.0075	
1.8608	0.1737	0.8201	0.0063	
1.8708	0.1545	0.8402	0.0052	
1.8808	0.1388	0.8563	0.0049	
1.8908	0.1238	0.8717	0.0045	
1.9008	0.1107	0.8851	0.0042	
1.9108	0.1006	0.8956	0.0039	
1.9208	0.0895	0.9069	0.0036	
1.9308	0.0812	0.9151	0.0037	
1.9408	0.0741	0.9225	0.0034	
1.9508	0.0679	0.9288	0.0033	
1.9608	0.0614	0.9355	0.0031	
1.9708	0.0571	0.94	0.003	
1.9808	0.053	0.9444	0.0027	
1.9908	0.0499	0.9475	0.0026	
2.0008	0.0471	0.9502	0.0026	
2.0108	0.0479	0.9486	0.0035	
2.0208	0.0472	0.9486	0.0042	
2.0308	0.0482	0.9465	0.0054	
2.0408	0.0487	0.9444	0.007	
2.0508	0.0493	0.9419	0.0088	
2.0608	0.0499	0.9392	0.0109	
2.0708	0.0502	0.9366	0.0132	
2.0808	0.0515	0.932	0.0165	
2.0908	0.0531	0.927	0.0199	
2.1008	0.0549	0.921	0.0241	
2.1108	0.0564	0.9146	0.029	
2.1208	0.0583	0.9068	0.0349	
2.1308	0.0605	0.8973	0.0423	
2.1408	0.0636	0.886	0.0504	
2.1508	0.0668	0.8735	0.0597	
2.1608	0.0706	0.8582	0.0712	
2.1708	0.0758	0.8394	0.0849	
2.1808	0.0809	0.8166	0.1025	
2.1908	0.0882	0.7914	0.1204	
2.2008	0.0947	0.7657	0.1396	
2.2108	0.0862	0.7866	0.1272	
2.2208	0.0787	0.8055	0.1158	
2.2308	0.0738	0.8199	0.1063	
2.2408	0.0689	0.8338	0.0973	
2.2508	0.0646	0.8469	0.0885	
2.2608	0.0612	0.8556	0.0832	
2.2708	0.0569	0.8679	0.0752	
2.2808	0.0546	0.8753	0.0701	
2.2908	0.0516	0.8828	0.0656	
2.3008	0.0496	0.8894	0.061	
2.3108	0.0475	0.8971	0.0554	
2.3208	0.0452	0.9016	0.0532	
2.3308	0.0441	0.907	0.049	
2.3408	0.0425	0.9118	0.0457	
2.3508	0.041	0.9166	0.0424	
2.3608	0.0398	0.9207	0.0395	
2.3708	0.0383	0.9231	0.0387	
2.3808	0.0377	0.9278	0.0345	
2.3908	0.0368	0.93	0.0333	
2.4008	0.035	0.935	0.0299	
2.4108	0.0328	0.9447	0.0225	
2.4208	0.0308	0.9514	0.0178	
2.4308	0.0288	0.958	0.0131	
2.4408	0.0274	0.9622	0.0104	
2.4508	0.0263	0.9659	0.0079	
2.4608	0.0251	0.9687	0.0062	
2.4708	0.024	0.9712	0.0048	
2.4808	0.0232	0.9729	0.0039	
2.4908	0.0227	0.9746	0.0027	
2.5	0.0217	0.976	0.0023	

Input file:
mc
output:fig4a
particle1:si.txt
matrix1:water.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim2
upper:1
lower:1
layer1
matrix1
t:500
particle1
d:0.5
vf:0.1
dist:0
