Sim 2

Solar R: 0.2535
Solar A: 0.5688
Solar T: 0.1776

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.355	0.0492	0.8486	0.1023	1.3426	0.0025	0.005	0.6557	500.0	
0.356	0.0489	0.8487	0.1023	1.3425	0.0025	0.005	0.6544	500.0	
0.357	0.0497	0.8474	0.103	1.3424	0.0025	0.005	0.653	500.0	
0.358	0.0499	0.848	0.1021	1.3424	0.0024	0.005	0.6515	500.0	
0.359	0.05	0.8476	0.1023	1.3423	0.0024	0.005	0.65	500.0	
0.36	0.0502	0.8464	0.1033	1.3422	0.0024	0.005	0.6487	500.0	
0.361	0.0503	0.8454	0.1043	1.3421	0.0024	0.005	0.6474	500.0	
0.362	0.0514	0.8461	0.1025	1.342	0.0024	0.005	0.6463	500.0	
0.363	0.0507	0.8453	0.104	1.342	0.0024	0.005	0.6454	500.0	
0.364	0.0506	0.8448	0.1047	1.3419	0.0024	0.005	0.6448	500.0	
0.365	0.0508	0.8435	0.1057	1.3418	0.0024	0.005	0.6443	500.0	
0.366	0.0509	0.8438	0.1053	1.3417	0.0024	0.005	0.6442	500.0	
0.367	0.0508	0.8439	0.1053	1.3416	0.0024	0.005	0.6442	500.0	
0.368	0.0506	0.8437	0.1057	1.3416	0.0024	0.005	0.6448	500.0	
0.369	0.0506	0.8441	0.1053	1.3415	0.0024	0.0049	0.6452	500.0	
0.37	0.0506	0.8447	0.1047	1.3414	0.0024	0.0049	0.6462	500.0	
0.371	0.0493	0.8448	0.1059	1.3413	0.0024	0.0049	0.6471	500.0	
0.372	0.0492	0.8472	0.1036	1.3412	0.0024	0.0049	0.6483	500.0	
0.373	0.0485	0.8475	0.104	1.3412	0.0025	0.0049	0.6496	500.0	
0.374	0.0482	0.848	0.1038	1.3411	0.0025	0.0049	0.6511	500.0	
0.375	0.0479	0.8486	0.1036	1.341	0.0025	0.0048	0.6526	500.0	
0.376	0.0474	0.8495	0.1032	1.3409	0.0025	0.0048	0.6542	500.0	
0.377	0.0464	0.8515	0.1021	1.3408	0.0025	0.0048	0.6559	500.0	
0.378	0.0461	0.8514	0.1025	1.3408	0.0025	0.0048	0.6576	500.0	
0.379	0.0461	0.8536	0.1004	1.3407	0.0026	0.0048	0.6593	500.0	
0.38	0.045	0.8541	0.1009	1.3406	0.0026	0.0048	0.661	500.0	
0.381	0.0449	0.8555	0.0996	1.3405	0.0026	0.0047	0.6626	500.0	
0.382	0.0447	0.8546	0.1006	1.3404	0.0026	0.0047	0.6641	500.0	
0.383	0.044	0.8561	0.0999	1.3404	0.0026	0.0047	0.6657	500.0	
0.384	0.0438	0.8571	0.0991	1.3403	0.0027	0.0047	0.6672	500.0	
0.385	0.0435	0.8579	0.0987	1.3402	0.0027	0.0047	0.6688	500.0	
0.386	0.0432	0.8596	0.0972	1.3401	0.0027	0.0047	0.6701	500.0	
0.387	0.0426	0.8595	0.0979	1.34	0.0027	0.0047	0.6716	500.0	
0.388	0.0424	0.8615	0.0961	1.34	0.0027	0.0047	0.6731	500.0	
0.389	0.0424	0.8606	0.0971	1.3399	0.0027	0.0047	0.6746	500.0	
0.39	0.042	0.863	0.095	1.3398	0.0027	0.0046	0.6762	500.0	
0.391	0.042	0.8635	0.0945	1.3397	0.0028	0.0046	0.6776	500.0	
0.392	0.0415	0.864	0.0944	1.3396	0.0028	0.0046	0.6789	500.0	
0.393	0.0412	0.8641	0.0947	1.3396	0.0028	0.0046	0.6798	500.0	
0.394	0.0408	0.8654	0.0938	1.3395	0.0028	0.0046	0.6805	500.0	
0.395	0.0409	0.8649	0.0942	1.3394	0.0028	0.0046	0.6809	500.0	
0.396	0.0407	0.8661	0.0931	1.3393	0.0028	0.0046	0.681	500.0	
0.397	0.0408	0.8661	0.0931	1.3392	0.0028	0.0046	0.6811	500.0	
0.398	0.0398	0.8665	0.0936	1.3392	0.0028	0.0046	0.6811	500.0	
0.399	0.0405	0.8661	0.0934	1.3391	0.0029	0.0046	0.6813	500.0	
0.4	0.0402	0.8669	0.0929	1.339	0.0029	0.0045	0.6818	500.0	
0.401	0.0395	0.8678	0.0927	1.339	0.0029	0.0045	0.6825	500.0	
0.402	0.0399	0.8675	0.0925	1.3389	0.0029	0.0045	0.6836	500.0	
0.403	0.0392	0.8689	0.0919	1.3389	0.0029	0.0045	0.6851	500.0	
0.404	0.0394	0.8681	0.0925	1.3388	0.0029	0.0045	0.6869	500.0	
0.405	0.0393	0.8693	0.0914	1.3388	0.0029	0.0045	0.6889	500.0	
0.406	0.0391	0.8707	0.0901	1.3388	0.0029	0.0046	0.6913	500.0	
0.407	0.0388	0.8709	0.0902	1.3387	0.0029	0.0046	0.6938	500.0	
0.408	0.0384	0.8718	0.0898	1.3387	0.0029	0.0046	0.6962	500.0	
0.409	0.0383	0.8714	0.0902	1.3386	0.003	0.0046	0.6981	500.0	
0.41	0.0383	0.8732	0.0885	1.3386	0.003	0.0046	0.6996	500.0	
0.411	0.0379	0.872	0.0901	1.3386	0.003	0.0046	0.7006	500.0	
0.412	0.0384	0.8725	0.0891	1.3385	0.003	0.0046	0.7008	500.0	
0.413	0.038	0.8731	0.0889	1.3385	0.003	0.0046	0.7003	500.0	
0.414	0.0381	0.8725	0.0893	1.3384	0.003	0.0046	0.6991	500.0	
0.415	0.0384	0.8746	0.087	1.3384	0.003	0.0046	0.6972	500.0	
0.416	0.0382	0.8738	0.088	1.3384	0.003	0.0046	0.6949	500.0	
0.417	0.0383	0.8734	0.0884	1.3383	0.003	0.0045	0.6924	500.0	
0.418	0.0385	0.8737	0.0879	1.3383	0.003	0.0045	0.6897	500.0	
0.419	0.0383	0.8747	0.087	1.3382	0.003	0.0045	0.6869	500.0	
0.42	0.0387	0.8742	0.0872	1.3382	0.003	0.0045	0.6839	500.0	
0.421	0.0386	0.8744	0.087	1.3382	0.003	0.0044	0.6808	500.0	
0.422	0.0384	0.8744	0.0872	1.3381	0.003	0.0044	0.6777	500.0	
0.423	0.0383	0.8744	0.0872	1.3381	0.003	0.0044	0.6745	500.0	
0.424	0.0382	0.8757	0.0861	1.338	0.003	0.0044	0.6713	500.0	
0.425	0.0391	0.8738	0.0871	1.338	0.003	0.0044	0.6686	500.0	
0.426	0.0384	0.8752	0.0864	1.338	0.003	0.0044	0.6667	500.0	
0.427	0.0396	0.8747	0.0857	1.3379	0.003	0.0044	0.6652	500.0	
0.428	0.0393	0.8735	0.0873	1.3379	0.003	0.0044	0.6642	500.0	
0.429	0.039	0.8745	0.0864	1.3378	0.003	0.0044	0.6636	500.0	
0.43	0.0394	0.8737	0.0869	1.3378	0.003	0.0044	0.6639	500.0	
0.431	0.0395	0.8736	0.0869	1.3378	0.003	0.0044	0.6649	500.0	
0.432	0.0396	0.8752	0.0852	1.3377	0.003	0.0045	0.6668	500.0	
0.433	0.0399	0.8743	0.0858	1.3377	0.003	0.0045	0.6696	500.0	
0.434	0.039	0.8741	0.0868	1.3376	0.003	0.0045	0.6737	500.0	
0.435	0.0388	0.8753	0.0859	1.3376	0.003	0.0046	0.6788	500.0	
0.436	0.039	0.8753	0.0857	1.3376	0.003	0.0046	0.6841	500.0	
0.437	0.0387	0.876	0.0853	1.3375	0.003	0.0046	0.6889	500.0	
0.438	0.0389	0.8756	0.0855	1.3375	0.003	0.0047	0.6928	500.0	
0.439	0.0385	0.8756	0.0859	1.3374	0.003	0.0047	0.6967	500.0	
0.44	0.0384	0.8765	0.0851	1.3374	0.003	0.0048	0.7004	500.0	
0.441	0.0385	0.8752	0.0864	1.3374	0.003	0.0048	0.7037	500.0	
0.442	0.038	0.8766	0.0854	1.3373	0.003	0.0048	0.7063	500.0	
0.443	0.0381	0.8761	0.0858	1.3373	0.003	0.0049	0.7079	500.0	
0.444	0.0385	0.8758	0.0857	1.3372	0.003	0.0049	0.7082	500.0	
0.445	0.0389	0.8761	0.085	1.3372	0.003	0.005	0.7076	500.0	
0.446	0.0391	0.876	0.0848	1.3372	0.003	0.005	0.7061	500.0	
0.447	0.039	0.8763	0.0847	1.3371	0.003	0.005	0.7053	500.0	
0.448	0.0398	0.8758	0.0843	1.3371	0.003	0.005	0.7041	500.0	
0.449	0.0394	0.8762	0.0843	1.337	0.003	0.005	0.7027	500.0	
0.45	0.0397	0.8764	0.0839	1.337	0.003	0.005	0.6998	500.0	
0.451	0.0402	0.8768	0.083	1.337	0.003	0.005	0.6961	500.0	
0.452	0.0405	0.8765	0.083	1.3369	0.0029	0.0051	0.6922	500.0	
0.453	0.0406	0.8758	0.0836	1.3369	0.0029	0.0051	0.6893	500.0	
0.454	0.0405	0.8777	0.0818	1.3368	0.0029	0.005	0.6875	500.0	
0.455	0.0409	0.8772	0.082	1.3368	0.003	0.005	0.6857	500.0	
0.456	0.0404	0.8779	0.0816	1.3368	0.003	0.005	0.6839	500.0	
0.457	0.0402	0.8782	0.0816	1.3367	0.003	0.0049	0.6819	500.0	
0.458	0.0407	0.8767	0.0826	1.3367	0.003	0.0049	0.6796	500.0	
0.459	0.0395	0.878	0.0825	1.3366	0.003	0.0048	0.6767	500.0	
0.46	0.0399	0.8777	0.0824	1.3366	0.003	0.0047	0.6735	500.0	
0.461	0.0405	0.8778	0.0817	1.3366	0.003	0.0047	0.6697	500.0	
0.462	0.04	0.8778	0.0823	1.3365	0.003	0.0046	0.665	500.0	
0.463	0.0404	0.8764	0.0832	1.3365	0.003	0.0046	0.6597	500.0	
0.464	0.0404	0.8779	0.0818	1.3364	0.003	0.0045	0.6539	500.0	
0.465	0.0407	0.8779	0.0815	1.3364	0.003	0.0044	0.6475	500.0	
0.466	0.041	0.8771	0.082	1.3364	0.003	0.0044	0.6406	500.0	
0.467	0.0411	0.8768	0.0821	1.3363	0.003	0.0044	0.6297	500.0	
0.468	0.0423	0.8765	0.0812	1.3363	0.003	0.0043	0.6176	500.0	
0.469	0.0437	0.8735	0.0828	1.3362	0.0029	0.0043	0.6046	500.0	
0.47	0.0448	0.8744	0.0808	1.3362	0.0029	0.0043	0.5932	500.0	
0.471	0.0449	0.8729	0.0822	1.3362	0.0029	0.0043	0.5851	500.0	
0.472	0.0461	0.8725	0.0813	1.3361	0.0029	0.0043	0.5777	500.0	
0.473	0.0464	0.8727	0.0809	1.3361	0.0029	0.0043	0.5712	500.0	
0.474	0.048	0.8711	0.0809	1.336	0.0028	0.0043	0.5559	500.0	
0.475	0.0506	0.8666	0.0828	1.336	0.0027	0.0043	0.5375	500.0	
0.476	0.0538	0.8625	0.0836	1.336	0.0027	0.0044	0.5187	500.0	
0.477	0.0568	0.8586	0.0847	1.3359	0.0026	0.0045	0.5018	500.0	
0.478	0.0568	0.8588	0.0844	1.3359	0.0026	0.0045	0.5037	500.0	
0.479	0.0562	0.8602	0.0837	1.3358	0.0026	0.0045	0.5071	500.0	
0.48	0.0558	0.8595	0.0847	1.3358	0.0026	0.0045	0.5119	500.0	
0.481	0.0562	0.8604	0.0834	1.3358	0.0026	0.0045	0.5147	500.0	
0.482	0.0569	0.8582	0.0849	1.3357	0.0026	0.0046	0.5138	500.0	
0.483	0.0573	0.857	0.0857	1.3357	0.0025	0.0046	0.5142	500.0	
0.484	0.0586	0.8548	0.0866	1.3356	0.0025	0.0046	0.5158	500.0	
0.485	0.058	0.8551	0.0868	1.3356	0.0025	0.0047	0.5208	500.0	
0.486	0.058	0.855	0.087	1.3356	0.0025	0.0047	0.5275	500.0	
0.487	0.0577	0.856	0.0864	1.3355	0.0025	0.0048	0.5347	500.0	
0.488	0.0572	0.8565	0.0863	1.3355	0.0025	0.0048	0.5421	500.0	
0.489	0.0571	0.8549	0.088	1.3354	0.0025	0.0049	0.5503	500.0	
0.49	0.0565	0.8571	0.0864	1.3354	0.0025	0.005	0.5582	500.0	
0.491	0.0567	0.8579	0.0854	1.3354	0.0025	0.005	0.5657	500.0	
0.492	0.0562	0.8581	0.0857	1.3353	0.0025	0.0051	0.5726	500.0	
0.493	0.0561	0.8575	0.0864	1.3353	0.0025	0.0052	0.5778	500.0	
0.494	0.0569	0.8575	0.0857	1.3352	0.0025	0.0053	0.5823	500.0	
0.495	0.0572	0.856	0.0868	1.3352	0.0025	0.0053	0.586	500.0	
0.496	0.0573	0.8581	0.0846	1.3352	0.0025	0.0054	0.5891	500.0	
0.497	0.0576	0.8575	0.0849	1.3351	0.0024	0.0055	0.5925	500.0	
0.498	0.0581	0.8574	0.0845	1.3351	0.0024	0.0056	0.5952	500.0	
0.499	0.0588	0.8565	0.0848	1.335	0.0024	0.0056	0.5973	500.0	
0.5	0.0586	0.8574	0.084	1.335	0.0024	0.0057	0.5987	500.0	
0.501	0.0603	0.8553	0.0844	1.335	0.0024	0.0058	0.5975	500.0	
0.502	0.0629	0.8519	0.0852	1.3349	0.0023	0.0059	0.596	500.0	
0.503	0.0635	0.8494	0.0871	1.3349	0.0023	0.006	0.5944	500.0	
0.504	0.0652	0.8471	0.0877	1.3348	0.0023	0.006	0.5927	500.0	
0.505	0.064	0.8492	0.0869	1.3348	0.0023	0.0061	0.5959	500.0	
0.506	0.0642	0.8491	0.0867	1.3348	0.0023	0.0061	0.5994	500.0	
0.507	0.0632	0.8514	0.0855	1.3347	0.0023	0.0061	0.6031	500.0	
0.508	0.0636	0.8509	0.0855	1.3347	0.0023	0.0061	0.6073	500.0	
0.509	0.0646	0.8485	0.087	1.3346	0.0023	0.0062	0.6063	500.0	
0.51	0.0655	0.8467	0.0878	1.3346	0.0022	0.0063	0.605	500.0	
0.511	0.0676	0.8442	0.0882	1.3346	0.0022	0.0064	0.6043	500.0	
0.512	0.0692	0.842	0.0888	1.3345	0.0022	0.0065	0.604	500.0	
0.513	0.0693	0.8409	0.0898	1.3345	0.0022	0.0065	0.6073	500.0	
0.514	0.0685	0.8425	0.089	1.3344	0.0022	0.0065	0.6125	500.0	
0.515	0.0672	0.8457	0.0871	1.3344	0.0022	0.0066	0.618	500.0	
0.516	0.0663	0.8457	0.0881	1.3344	0.0022	0.0066	0.6239	500.0	
0.517	0.0657	0.8489	0.0855	1.3343	0.0022	0.0066	0.6295	500.0	
0.518	0.0651	0.8482	0.0866	1.3343	0.0022	0.0067	0.6345	500.0	
0.519	0.0648	0.8496	0.0856	1.3342	0.0022	0.0067	0.6395	500.0	
0.52	0.0641	0.8487	0.0871	1.3342	0.0022	0.0068	0.6446	500.0	
0.521	0.0636	0.8501	0.0864	1.3342	0.0022	0.0068	0.6496	500.0	
0.522	0.0625	0.8486	0.0889	1.3341	0.0023	0.0069	0.6546	500.0	
0.523	0.0616	0.8495	0.0889	1.3341	0.0023	0.0069	0.6593	500.0	
0.524	0.0617	0.8499	0.0884	1.334	0.0023	0.0069	0.6636	500.0	
0.525	0.062	0.8484	0.0897	1.334	0.0023	0.0069	0.6674	500.0	
0.526	0.062	0.8468	0.0912	1.334	0.0022	0.0069	0.6694	500.0	
0.527	0.063	0.8444	0.0926	1.3339	0.0022	0.007	0.67	500.0	
0.528	0.065	0.8398	0.0951	1.3339	0.0021	0.007	0.6697	500.0	
0.529	0.0661	0.8346	0.0992	1.3338	0.0021	0.007	0.6685	500.0	
0.53	0.0675	0.83	0.1025	1.3338	0.002	0.0071	0.6668	500.0	
0.531	0.0673	0.8299	0.1027	1.3338	0.002	0.007	0.6673	500.0	
0.532	0.0673	0.8284	0.1043	1.3337	0.002	0.0069	0.6667	500.0	
0.533	0.0667	0.8277	0.1055	1.3337	0.002	0.0068	0.6651	500.0	
0.534	0.0664	0.8259	0.1077	1.3336	0.002	0.0067	0.6623	500.0	
0.535	0.0662	0.8248	0.109	1.3336	0.002	0.0066	0.6587	500.0	
0.536	0.0662	0.8249	0.1089	1.3336	0.002	0.0065	0.6544	500.0	
0.537	0.0663	0.8245	0.1092	1.3335	0.002	0.0064	0.6491	500.0	
0.538	0.067	0.825	0.108	1.3335	0.002	0.0063	0.6429	500.0	
0.539	0.0669	0.8241	0.1089	1.3334	0.002	0.0062	0.6358	500.0	
0.54	0.0677	0.8224	0.1099	1.3334	0.002	0.0061	0.6261	500.0	
0.541	0.0702	0.8189	0.1109	1.3334	0.0019	0.006	0.6154	500.0	
0.542	0.0723	0.8167	0.111	1.3333	0.0019	0.006	0.6039	500.0	
0.543	0.0731	0.8134	0.1135	1.3333	0.0019	0.0059	0.5919	500.0	
0.544	0.0759	0.8111	0.113	1.3332	0.0019	0.0059	0.5796	500.0	
0.545	0.0773	0.8124	0.1103	1.3332	0.0019	0.0059	0.5684	500.0	
0.546	0.0788	0.8136	0.1077	1.3332	0.0019	0.0058	0.5571	500.0	
0.547	0.0794	0.8134	0.1072	1.3331	0.0019	0.0058	0.5458	500.0	
0.548	0.0805	0.8143	0.1051	1.3331	0.0019	0.0057	0.5347	500.0	
0.549	0.0827	0.8135	0.1038	1.333	0.0019	0.0057	0.5218	500.0	
0.55	0.0863	0.8082	0.1055	1.333	0.0018	0.0058	0.5059	500.0	
0.551	0.0925	0.8015	0.1059	1.333	0.0018	0.0058	0.4899	500.0	
0.552	0.097	0.797	0.1061	1.333	0.0017	0.0059	0.4741	500.0	
0.553	0.1032	0.7899	0.1069	1.333	0.0016	0.006	0.4584	500.0	
0.554	0.1064	0.7887	0.1049	1.333	0.0016	0.006	0.4481	500.0	
0.555	0.1046	0.7921	0.1033	1.333	0.0017	0.006	0.4435	500.0	
0.556	0.1018	0.7976	0.1006	1.333	0.0017	0.0059	0.4395	500.0	
0.557	0.101	0.8024	0.0966	1.333	0.0017	0.0059	0.4362	500.0	
0.558	0.0992	0.8074	0.0934	1.333	0.0018	0.0059	0.4336	500.0	
0.559	0.0997	0.8079	0.0924	1.333	0.0018	0.0059	0.4283	500.0	
0.56	0.1025	0.8051	0.0924	1.333	0.0018	0.0059	0.4204	500.0	
0.561	0.1059	0.8011	0.093	1.333	0.0017	0.006	0.4129	500.0	
0.562	0.1083	0.7973	0.0945	1.333	0.0017	0.006	0.4057	500.0	
0.563	0.1113	0.7921	0.0966	1.333	0.0017	0.006	0.399	500.0	
0.564	0.1137	0.7896	0.0967	1.333	0.0016	0.006	0.3943	500.0	
0.565	0.1127	0.7896	0.0978	1.333	0.0016	0.006	0.3926	500.0	
0.566	0.1115	0.7926	0.0959	1.333	0.0016	0.0059	0.3911	500.0	
0.567	0.111	0.7931	0.0959	1.333	0.0017	0.0059	0.3897	500.0	
0.568	0.1104	0.792	0.0976	1.333	0.0017	0.0058	0.3885	500.0	
0.569	0.1094	0.7916	0.0989	1.333	0.0017	0.0058	0.3865	500.0	
0.57	0.1113	0.7869	0.1018	1.333	0.0016	0.0057	0.3823	500.0	
0.571	0.1137	0.7825	0.1038	1.333	0.0016	0.0057	0.378	500.0	
