Sim 2

Solar R: 0.2544
Solar A: 0.5597
Solar T: 0.1859

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
1.723	0.3821	0.5714	0.0465	1.3139	0.0008	0.0182	0.2444	500.0	
1.724	0.3838	0.5695	0.0467	1.3139	0.0008	0.0183	0.2455	500.0	
1.725	0.3844	0.5697	0.0459	1.3139	0.0008	0.0183	0.2465	500.0	
1.726	0.3835	0.5705	0.046	1.3138	0.0008	0.0184	0.2475	500.0	
1.727	0.3801	0.5734	0.0465	1.3138	0.0008	0.0184	0.2485	500.0	
1.728	0.382	0.5726	0.0455	1.3138	0.0008	0.0184	0.2496	500.0	
1.729	0.3823	0.5723	0.0454	1.3138	0.0008	0.0185	0.2506	500.0	
1.73	0.3809	0.5727	0.0464	1.3138	0.0008	0.0185	0.2517	500.0	
1.731	0.3817	0.5728	0.0455	1.3137	0.0008	0.0186	0.2528	500.0	
1.732	0.3833	0.5718	0.0449	1.3137	0.0008	0.0186	0.2539	500.0	
1.733	0.3811	0.5733	0.0456	1.3137	0.0008	0.0186	0.255	500.0	
1.734	0.3818	0.5724	0.0458	1.3136	0.0008	0.0187	0.2561	500.0	
1.735	0.3827	0.5724	0.0448	1.3136	0.0008	0.0187	0.2572	500.0	
1.736	0.3822	0.5727	0.0451	1.3136	0.0008	0.0188	0.2583	500.0	
1.737	0.3818	0.5736	0.0446	1.3136	0.0008	0.0188	0.2594	500.0	
1.738	0.3817	0.573	0.0454	1.3136	0.0008	0.0189	0.2606	500.0	
1.739	0.3799	0.5754	0.0447	1.3135	0.0008	0.0189	0.2617	500.0	
1.74	0.3819	0.5736	0.0445	1.3135	0.0008	0.0189	0.2629	500.0	
1.741	0.382	0.5733	0.0447	1.3135	0.0008	0.019	0.264	500.0	
1.742	0.3842	0.5713	0.0445	1.3134	0.0008	0.019	0.2652	500.0	
1.743	0.3823	0.573	0.0447	1.3134	0.0008	0.0191	0.2664	500.0	
1.744	0.3823	0.5728	0.0449	1.3134	0.0008	0.0191	0.2676	500.0	
1.745	0.3822	0.5728	0.045	1.3134	0.0008	0.0191	0.2688	500.0	
1.746	0.3822	0.5737	0.0441	1.3134	0.0008	0.0192	0.27	500.0	
1.747	0.3799	0.5756	0.0445	1.3133	0.0008	0.0192	0.2712	500.0	
1.748	0.3805	0.5754	0.0441	1.3133	0.0008	0.0193	0.2725	500.0	
1.749	0.3781	0.5779	0.0441	1.3133	0.0008	0.0193	0.2737	500.0	
1.75	0.3812	0.5751	0.0438	1.3132	0.0008	0.0193	0.275	500.0	
1.751	0.3829	0.5734	0.0437	1.3132	0.0008	0.0194	0.2762	500.0	
1.752	0.3819	0.574	0.0441	1.3132	0.0008	0.0194	0.2775	500.0	
1.753	0.3811	0.5748	0.0441	1.3132	0.0008	0.0195	0.2788	500.0	
1.754	0.3822	0.574	0.0437	1.3132	0.0008	0.0195	0.28	500.0	
1.755	0.3825	0.5739	0.0436	1.3131	0.0008	0.0195	0.2813	500.0	
1.756	0.3816	0.5747	0.0437	1.3131	0.0008	0.0196	0.2826	500.0	
1.757	0.3809	0.576	0.0431	1.3131	0.0008	0.0196	0.2839	500.0	
1.758	0.3812	0.5761	0.0427	1.313	0.0008	0.0197	0.2853	500.0	
1.759	0.3808	0.5758	0.0434	1.313	0.0008	0.0197	0.2866	500.0	
1.76	0.3789	0.5779	0.0432	1.313	0.0008	0.0197	0.2879	500.0	
1.761	0.3796	0.577	0.0435	1.313	0.0008	0.0198	0.2892	500.0	
1.762	0.3817	0.575	0.0433	1.313	0.0008	0.0198	0.2906	500.0	
1.763	0.3801	0.5771	0.0428	1.3129	0.0008	0.0198	0.292	500.0	
1.764	0.3777	0.5788	0.0435	1.3129	0.0008	0.0199	0.2933	500.0	
1.765	0.379	0.5778	0.0432	1.3129	0.0008	0.0199	0.2947	500.0	
1.766	0.3789	0.5779	0.0432	1.3128	0.0008	0.0199	0.2961	500.0	
1.767	0.3802	0.5773	0.0425	1.3128	0.0008	0.02	0.2974	500.0	
1.768	0.3767	0.5803	0.043	1.3128	0.0008	0.02	0.2988	500.0	
1.769	0.3808	0.5769	0.0423	1.3128	0.0008	0.0201	0.3002	500.0	
1.77	0.3799	0.5766	0.0434	1.3128	0.0008	0.0201	0.3016	500.0	
1.771	0.3789	0.5785	0.0426	1.3127	0.0008	0.0201	0.3031	500.0	
1.772	0.377	0.5802	0.0427	1.3127	0.0008	0.0202	0.3045	500.0	
1.773	0.3772	0.5806	0.0422	1.3127	0.0008	0.0202	0.3059	500.0	
1.774	0.3752	0.5821	0.0427	1.3127	0.0008	0.0202	0.3073	500.0	
1.775	0.3784	0.5787	0.0429	1.3126	0.0008	0.0202	0.3088	500.0	
1.776	0.3775	0.5799	0.0426	1.3126	0.0008	0.0203	0.3102	500.0	
1.777	0.3767	0.5808	0.0426	1.3126	0.0008	0.0203	0.3117	500.0	
1.778	0.3779	0.5797	0.0424	1.3126	0.0008	0.0203	0.3131	500.0	
1.779	0.3764	0.5807	0.0429	1.3125	0.0008	0.0204	0.3146	500.0	
1.78	0.3773	0.5805	0.0423	1.3125	0.0008	0.0204	0.3161	500.0	
1.781	0.3771	0.5802	0.0427	1.3125	0.0008	0.0204	0.3176	500.0	
1.782	0.3755	0.5826	0.042	1.3125	0.0008	0.0204	0.319	500.0	
1.783	0.3745	0.5833	0.0422	1.3124	0.0008	0.0205	0.3205	500.0	
1.784	0.3764	0.5807	0.0429	1.3124	0.0008	0.0205	0.322	500.0	
1.785	0.3757	0.5814	0.0429	1.3124	0.0008	0.0205	0.3235	500.0	
1.786	0.3766	0.5808	0.0425	1.3124	0.0008	0.0205	0.325	500.0	
1.787	0.3757	0.5822	0.0421	1.3123	0.0008	0.0206	0.3265	500.0	
1.788	0.3735	0.5836	0.043	1.3123	0.0008	0.0206	0.328	500.0	
1.789	0.3729	0.5845	0.0427	1.3123	0.0008	0.0206	0.3296	500.0	
1.79	0.3745	0.5828	0.0427	1.3123	0.0008	0.0206	0.3311	500.0	
1.791	0.3743	0.5831	0.0425	1.3122	0.0008	0.0207	0.3326	500.0	
1.792	0.3729	0.5841	0.0431	1.3122	0.0008	0.0207	0.3341	500.0	
1.793	0.372	0.5848	0.0433	1.3122	0.0008	0.0207	0.3357	500.0	
1.794	0.3727	0.5845	0.0428	1.3122	0.0008	0.0207	0.3372	500.0	
1.795	0.3704	0.5865	0.0431	1.3121	0.0008	0.0207	0.3388	500.0	
1.796	0.3707	0.5862	0.0432	1.3121	0.0008	0.0207	0.3403	500.0	
1.797	0.3722	0.5851	0.0428	1.3121	0.0008	0.0208	0.3419	500.0	
1.798	0.3701	0.5868	0.0431	1.3121	0.0008	0.0208	0.3434	500.0	
1.799	0.3702	0.5861	0.0437	1.312	0.0008	0.0208	0.345	500.0	
1.8	0.3699	0.5865	0.0436	1.312	0.0008	0.0208	0.3465	500.0	
1.801	0.3629	0.5963	0.0408	1.312	0.0008	0.0208	0.3481	500.0	
1.802	0.3561	0.6046	0.0393	1.3119	0.0009	0.0208	0.3497	500.0	
1.803	0.3535	0.61	0.0366	1.3119	0.0009	0.0208	0.3512	500.0	
1.804	0.3436	0.6213	0.035	1.3119	0.0009	0.0208	0.3528	500.0	
1.805	0.338	0.6284	0.0336	1.3118	0.001	0.0208	0.3544	500.0	
1.806	0.3337	0.6345	0.0317	1.3118	0.001	0.0208	0.3559	500.0	
1.807	0.3271	0.6426	0.0302	1.3118	0.001	0.0208	0.3575	500.0	
1.808	0.3221	0.6496	0.0284	1.3118	0.0011	0.0208	0.3591	500.0	
1.809	0.3176	0.6549	0.0276	1.3117	0.0011	0.0208	0.3607	500.0	
1.81	0.3123	0.6614	0.0264	1.3117	0.0011	0.0208	0.3622	500.0	
1.811	0.3086	0.6662	0.0251	1.3117	0.0012	0.0208	0.3638	500.0	
1.812	0.3014	0.6742	0.0244	1.3116	0.0012	0.0208	0.3654	500.0	
1.813	0.2994	0.6773	0.0233	1.3116	0.0012	0.0208	0.367	500.0	
1.814	0.2944	0.6835	0.022	1.3116	0.0013	0.0208	0.3686	500.0	
1.815	0.2905	0.6885	0.021	1.3116	0.0013	0.0208	0.3701	500.0	
1.816	0.2854	0.6942	0.0204	1.3115	0.0014	0.0208	0.3717	500.0	
1.817	0.2828	0.6976	0.0196	1.3115	0.0014	0.0208	0.3733	500.0	
1.818	0.2791	0.7022	0.0187	1.3115	0.0014	0.0208	0.3749	500.0	
1.819	0.2733	0.7085	0.0182	1.3114	0.0015	0.0208	0.3765	500.0	
1.82	0.269	0.7134	0.0176	1.3114	0.0015	0.0208	0.3781	500.0	
1.821	0.2688	0.7143	0.0168	1.3114	0.0015	0.0208	0.3796	500.0	
1.822	0.2625	0.7213	0.0162	1.3113	0.0016	0.0207	0.3812	500.0	
1.823	0.2587	0.7258	0.0155	1.3113	0.0016	0.0207	0.3828	500.0	
1.824	0.2553	0.7296	0.0152	1.3113	0.0016	0.0207	0.3844	500.0	
1.825	0.2535	0.7318	0.0147	1.3112	0.0017	0.0207	0.386	500.0	
1.826	0.25	0.736	0.014	1.3112	0.0017	0.0207	0.3875	500.0	
1.827	0.2479	0.7384	0.0136	1.3112	0.0017	0.0206	0.3891	500.0	
1.828	0.2435	0.7434	0.0132	1.3112	0.0018	0.0206	0.3907	500.0	
1.829	0.2402	0.7471	0.0127	1.3111	0.0018	0.0206	0.3922	500.0	
1.83	0.237	0.7507	0.0123	1.3111	0.0018	0.0206	0.3938	500.0	
1.831	0.2345	0.7534	0.0121	1.3111	0.0019	0.0205	0.3954	500.0	
1.832	0.2315	0.7569	0.0116	1.311	0.0019	0.0205	0.3969	500.0	
1.833	0.2292	0.7594	0.0113	1.311	0.0019	0.0205	0.3985	500.0	
1.834	0.2233	0.7657	0.011	1.311	0.0019	0.0205	0.4	500.0	
1.835	0.2247	0.7645	0.0108	1.311	0.002	0.0204	0.4016	500.0	
1.836	0.2203	0.7693	0.0104	1.3109	0.002	0.0204	0.4031	500.0	
1.837	0.2189	0.7708	0.0104	1.3109	0.002	0.0204	0.4047	500.0	
1.838	0.2146	0.7758	0.0096	1.3109	0.0021	0.0203	0.4062	500.0	
1.839	0.2121	0.7786	0.0093	1.3108	0.0021	0.0203	0.4078	500.0	
1.84	0.2098	0.7811	0.0092	1.3108	0.0021	0.0203	0.4093	500.0	
1.841	0.2058	0.7853	0.0089	1.3108	0.0022	0.0202	0.4108	500.0	
1.842	0.2039	0.7874	0.0087	1.3107	0.0022	0.0202	0.4123	500.0	
1.843	0.2015	0.79	0.0086	1.3107	0.0022	0.0201	0.4138	500.0	
1.844	0.1987	0.7929	0.0084	1.3107	0.0023	0.0201	0.4154	500.0	
1.845	0.1955	0.7963	0.0082	1.3107	0.0023	0.02	0.4169	500.0	
1.846	0.1958	0.7964	0.0079	1.3106	0.0023	0.02	0.4184	500.0	
1.847	0.193	0.7992	0.0078	1.3106	0.0024	0.02	0.4199	500.0	
1.848	0.1909	0.8015	0.0077	1.3106	0.0024	0.0199	0.4214	500.0	
1.849	0.1891	0.8034	0.0075	1.3105	0.0024	0.0199	0.4228	500.0	
1.85	0.1853	0.8074	0.0073	1.3105	0.0025	0.0198	0.4243	500.0	
1.851	0.1837	0.809	0.0073	1.3105	0.0025	0.0198	0.4258	500.0	
1.852	0.1815	0.8116	0.0069	1.3104	0.0025	0.0197	0.4273	500.0	
1.853	0.1791	0.8141	0.0068	1.3104	0.0026	0.0197	0.4287	500.0	
1.854	0.1771	0.816	0.0069	1.3104	0.0026	0.0196	0.4302	500.0	
1.855	0.1753	0.8181	0.0067	1.3104	0.0026	0.0195	0.4316	500.0	
1.856	0.1715	0.822	0.0065	1.3103	0.0027	0.0195	0.433	500.0	
1.857	0.1707	0.823	0.0063	1.3103	0.0027	0.0194	0.4345	500.0	
1.858	0.1698	0.824	0.0061	1.3103	0.0027	0.0194	0.4359	500.0	
1.859	0.1666	0.8273	0.0062	1.3102	0.0028	0.0193	0.4373	500.0	
1.86	0.1651	0.829	0.0059	1.3102	0.0028	0.0193	0.4387	500.0	
1.861	0.1647	0.8295	0.0058	1.3102	0.0028	0.0192	0.4401	500.0	
1.862	0.1616	0.8327	0.0057	1.3101	0.0029	0.0191	0.4415	500.0	
1.863	0.1598	0.8345	0.0057	1.3101	0.0029	0.0191	0.4429	500.0	
1.864	0.1586	0.8358	0.0056	1.3101	0.0029	0.019	0.4443	500.0	
1.865	0.1576	0.8368	0.0055	1.3101	0.003	0.0189	0.4456	500.0	
1.866	0.1561	0.8385	0.0054	1.31	0.003	0.0189	0.447	500.0	
1.867	0.1529	0.842	0.0051	1.31	0.003	0.0188	0.4483	500.0	
1.868	0.1506	0.8442	0.0052	1.31	0.003	0.0187	0.4497	500.0	
1.869	0.1485	0.8464	0.0051	1.3099	0.0031	0.0187	0.451	500.0	
1.87	0.147	0.8479	0.0051	1.3099	0.0031	0.0186	0.4523	500.0	
1.871	0.1455	0.8495	0.0051	1.3099	0.0031	0.0185	0.4536	500.0	
1.872	0.1444	0.8504	0.0052	1.3098	0.0032	0.0185	0.4549	500.0	
1.873	0.1427	0.8524	0.0049	1.3098	0.0032	0.0184	0.4562	500.0	
1.874	0.1417	0.8533	0.005	1.3098	0.0032	0.0183	0.4575	500.0	
1.875	0.1385	0.8567	0.0048	1.3098	0.0033	0.0182	0.4588	500.0	
1.876	0.1375	0.8578	0.0047	1.3097	0.0033	0.0182	0.46	500.0	
1.877	0.1362	0.8592	0.0046	1.3097	0.0033	0.0181	0.4613	500.0	
1.878	0.1357	0.8596	0.0047	1.3097	0.0034	0.018	0.4625	500.0	
1.879	0.1336	0.862	0.0043	1.3096	0.0034	0.018	0.4638	500.0	
1.88	0.1323	0.8632	0.0044	1.3096	0.0034	0.0179	0.465	500.0	
1.881	0.131	0.8646	0.0045	1.3096	0.0035	0.0178	0.4662	500.0	
1.882	0.1282	0.8674	0.0044	1.3095	0.0035	0.0177	0.4674	500.0	
1.883	0.1283	0.8673	0.0044	1.3095	0.0035	0.0176	0.4686	500.0	
1.884	0.1269	0.8689	0.0042	1.3095	0.0035	0.0176	0.4697	500.0	
1.885	0.1246	0.8711	0.0043	1.3094	0.0036	0.0175	0.4709	500.0	
1.886	0.1235	0.8723	0.0042	1.3094	0.0036	0.0174	0.4721	500.0	
1.887	0.1228	0.8729	0.0042	1.3094	0.0036	0.0173	0.4732	500.0	
1.888	0.1206	0.8754	0.004	1.3094	0.0037	0.0173	0.4743	500.0	
1.889	0.1191	0.8768	0.0041	1.3093	0.0037	0.0172	0.4754	500.0	
1.89	0.1188	0.8771	0.0041	1.3093	0.0037	0.0171	0.4766	500.0	
1.891	0.1172	0.8788	0.004	1.3093	0.0038	0.017	0.4776	500.0	
1.892	0.1154	0.8806	0.0039	1.3092	0.0038	0.0169	0.4787	500.0	
1.893	0.1143	0.8818	0.0039	1.3092	0.0038	0.0169	0.4798	500.0	
1.894	0.1128	0.8833	0.0039	1.3092	0.0039	0.0168	0.4809	500.0	
1.895	0.1115	0.8847	0.0038	1.3092	0.0039	0.0167	0.4819	500.0	
1.896	0.1106	0.8855	0.0039	1.3091	0.0039	0.0166	0.4829	500.0	
1.897	0.109	0.887	0.004	1.3091	0.0039	0.0165	0.484	500.0	
1.898	0.1083	0.8878	0.0039	1.3091	0.004	0.0165	0.485	500.0	
1.899	0.1083	0.8879	0.0038	1.309	0.004	0.0164	0.486	500.0	
1.9	0.1051	0.8913	0.0036	1.309	0.004	0.0163	0.487	500.0	
1.901	0.1038	0.8923	0.0039	1.309	0.0041	0.0162	0.4879	500.0	
1.902	0.1033	0.893	0.0037	1.3089	0.0041	0.0161	0.4889	500.0	
1.903	0.1019	0.8945	0.0036	1.3089	0.0041	0.0161	0.4898	500.0	
1.904	0.1012	0.8952	0.0036	1.3089	0.0042	0.016	0.4908	500.0	
1.905	0.1003	0.896	0.0037	1.3088	0.0042	0.0159	0.4917	500.0	
1.906	0.0984	0.8979	0.0037	1.3088	0.0042	0.0158	0.4926	500.0	
1.907	0.098	0.8984	0.0036	1.3088	0.0043	0.0157	0.4935	500.0	
1.908	0.0969	0.8994	0.0037	1.3088	0.0043	0.0157	0.4944	500.0	
1.909	0.0964	0.9	0.0036	1.3087	0.0043	0.0156	0.4953	500.0	
1.91	0.0938	0.9027	0.0034	1.3087	0.0043	0.0155	0.4961	500.0	
1.911	0.0949	0.9017	0.0033	1.3087	0.0044	0.0154	0.497	500.0	
1.912	0.0938	0.9028	0.0034	1.3086	0.0044	0.0153	0.4978	500.0	
1.913	0.0933	0.9033	0.0033	1.3086	0.0044	0.0153	0.4986	500.0	
1.914	0.0902	0.9065	0.0033	1.3086	0.0045	0.0152	0.4994	500.0	
1.915	0.0898	0.9068	0.0033	1.3086	0.0045	0.0151	0.5002	500.0	
1.916	0.0898	0.9069	0.0033	1.3085	0.0045	0.015	0.501	500.0	
1.917	0.0886	0.908	0.0034	1.3085	0.0046	0.0149	0.5018	500.0	
1.918	0.0868	0.9097	0.0035	1.3085	0.0046	0.0149	0.5025	500.0	
1.919	0.0861	0.9106	0.0033	1.3084	0.0046	0.0148	0.5033	500.0	
1.92	0.0853	0.9115	0.0033	1.3084	0.0046	0.0147	0.504	500.0	
1.921	0.0854	0.9113	0.0033	1.3084	0.0047	0.0146	0.5047	500.0	
1.922	0.0842	0.9125	0.0033	1.3083	0.0047	0.0145	0.5054	500.0	
1.923	0.0831	0.9134	0.0035	1.3083	0.0047	0.0145	0.5061	500.0	
1.924	0.0825	0.9143	0.0032	1.3083	0.0048	0.0144	0.5068	500.0	
1.925	0.0807	0.916	0.0032	1.3083	0.0048	0.0143	0.5075	500.0	
1.926	0.0806	0.9162	0.0032	1.3082	0.0048	0.0142	0.5081	500.0	
1.927	0.0796	0.9172	0.0033	1.3082	0.0049	0.0141	0.5088	500.0	
1.928	0.0789	0.9179	0.0032	1.3082	0.0049	0.0141	0.5094	500.0	
1.929	0.0776	0.9192	0.0032	1.3081	0.0049	0.014	0.51	500.0	
1.93	0.0774	0.9194	0.0031	1.3081	0.0049	0.0139	0.5106	500.0	
1.931	0.0774	0.9196	0.003	1.3081	0.005	0.0138	0.5112	500.0	
1.932	0.0761	0.9209	0.0031	1.308	0.005	0.0138	0.5118	500.0	
1.933	0.0761	0.9206	0.0033	1.308	0.005	0.0137	0.5123	500.0	
1.934	0.0745	0.9224	0.0031	1.308	0.0051	0.0136	0.5129	500.0	
1.935	0.0744	0.9224	0.0032	1.308	0.0051	0.0135	0.5134	500.0	
1.936	0.0727	0.9241	0.0032	1.3079	0.0051	0.0135	0.5139	500.0	
1.937	0.0717	0.9253	0.003	1.3079	0.0051	0.0134	0.5144	500.0	
1.938	0.0713	0.9257	0.003	1.3079	0.0052	0.0133	0.5149	500.0	
1.939	0.0714	0.9257	0.0029	1.3078	0.0052	0.0132	0.5154	500.0	
1.94	0.0705	0.9265	0.003	1.3078	0.0052	0.0132	0.5159	500.0	
1.941	0.0692	0.9277	0.003	1.3078	0.0053	0.0131	0.5164	500.0	
1.942	0.0693	0.9276	0.0031	1.3077	0.0053	0.013	0.5168	500.0	
1.943	0.0672	0.9298	0.0031	1.3077	0.0053	0.013	0.5172	500.0	
1.944	0.0681	0.9289	0.0029	1.3077	0.0054	0.0129	0.5177	500.0	
1.945	0.0668	0.9303	0.0029	1.3076	0.0054	0.0128	0.5181	500.0	
1.946	0.0663	0.9307	0.003	1.3076	0.0054	0.0127	0.5185	500.0	
1.947	0.0665	0.9307	0.0028	1.3076	0.0054	0.0127	0.5188	500.0	
1.948	0.0658	0.9313	0.0029	1.3076	0.0055	0.0126	0.5192	500.0	
1.949	0.0654	0.9316	0.003	1.3075	0.0055	0.0125	0.5196	500.0	
1.95	0.0643	0.9328	0.0029	1.3075	0.0055	0.0125	0.5199	500.0	
1.951	0.0641	0.9329	0.0029	1.3075	0.0056	0.0124	0.5203	500.0	
1.952	0.0632	0.934	0.0028	1.3074	0.0056	0.0123	0.5206	500.0	
1.953	0.0629	0.9343	0.0028	1.3074	0.0056	0.0123	0.5209	500.0	
1.954	0.0621	0.9351	0.0028	1.3074	0.0056	0.0122	0.5212	500.0	
1.955	0.0615	0.9356	0.0029	1.3074	0.0057	0.0121	0.5215	500.0	
1.956	0.0616	0.9356	0.0028	1.3073	0.0057	0.0121	0.5218	500.0	
1.957	0.0606	0.9366	0.0028	1.3073	0.0057	0.012	0.522	500.0	
1.958	0.0605	0.9368	0.0027	1.3073	0.0058	0.0119	0.5223	500.0	
1.959	0.06	0.9374	0.0027	1.3072	0.0058	0.0119	0.5225	500.0	
1.96	0.0595	0.9378	0.0028	1.3072	0.0058	0.0118	0.5228	500.0	
1.961	0.0584	0.939	0.0026	1.3072	0.0058	0.0117	0.523	500.0	
1.962	0.0588	0.9383	0.0028	1.3071	0.0059	0.0117	0.5232	500.0	
1.963	0.058	0.9393	0.0027	1.3071	0.0059	0.0116	0.5234	500.0	
1.964	0.0569	0.9404	0.0027	1.3071	0.0059	0.0116	0.5236	500.0	
1.965	0.0571	0.9401	0.0028	1.307	0.006	0.0115	0.5237	500.0	
1.966	0.0575	0.9399	0.0027	1.307	0.006	0.0114	0.5239	500.0	
1.967	0.0564	0.941	0.0026	1.307	0.006	0.0114	0.524	500.0	
1.968	0.0561	0.9411	0.0028	1.307	0.006	0.0113	0.5242	500.0	
1.969	0.0556	0.942	0.0025	1.3069	0.0061	0.0112	0.5243	500.0	
1.97	0.0556	0.9416	0.0028	1.3069	0.0061	0.0112	0.5244	500.0	
1.971	0.054	0.9435	0.0026	1.3069	0.0061	0.0111	0.5245	500.0	
1.972	0.0543	0.9429	0.0028	1.3068	0.0062	0.0111	0.5246	500.0	
1.973	0.0543	0.9431	0.0026	1.3068	0.0062	0.011	0.5247	500.0	
1.974	0.0529	0.9444	0.0027	1.3068	0.0062	0.0109	0.5248	500.0	
1.975	0.053	0.9443	0.0027	1.3068	0.0062	0.0109	0.5249	500.0	
1.976	0.0531	0.9443	0.0026	1.3067	0.0063	0.0108	0.5249	500.0	
1.977	0.0526	0.9448	0.0026	1.3067	0.0063	0.0108	0.525	500.0	
1.978	0.052	0.9456	0.0025	1.3067	0.0063	0.0107	0.525	500.0	
1.979	0.0513	0.9459	0.0027	1.3066	0.0064	0.0107	0.525	500.0	
1.98	0.0513	0.9461	0.0025	1.3066	0.0064	0.0106	0.525	500.0	
1.981	0.051	0.9465	0.0025	1.3066	0.0064	0.0106	0.525	500.0	
1.982	0.0506	0.9468	0.0027	1.3065	0.0064	0.0105	0.525	500.0	
1.983	0.0501	0.9473	0.0026	1.3065	0.0065	0.0104	0.525	500.0	
1.984	0.0498	0.9478	0.0024	1.3065	0.0065	0.0104	0.525	500.0	
1.985	0.0493	0.9481	0.0026	1.3065	0.0065	0.0103	0.525	500.0	
1.986	0.05	0.9475	0.0025	1.3064	0.0065	0.0103	0.5249	500.0	
1.987	0.049	0.9485	0.0025	1.3064	0.0066	0.0102	0.5249	500.0	
1.988	0.049	0.9485	0.0025	1.3064	0.0066	0.0102	0.5248	500.0	
1.989	0.048	0.9495	0.0025	1.3063	0.0066	0.0101	0.5247	500.0	
1.99	0.0482	0.9493	0.0025	1.3063	0.0067	0.0101	0.5247	500.0	
1.991	0.0475	0.95	0.0025	1.3063	0.0067	0.01	0.5246	500.0	
1.992	0.0478	0.9499	0.0023	1.3062	0.0067	0.01	0.5245	500.0	
1.993	0.0474	0.9503	0.0024	1.3062	0.0067	0.0099	0.5244	500.0	
1.994	0.0469	0.9508	0.0023	1.3062	0.0068	0.0099	0.5243	500.0	
1.995	0.0464	0.9511	0.0025	1.3062	0.0068	0.0098	0.5241	500.0	
1.996	0.0468	0.9507	0.0025	1.3061	0.0068	0.0098	0.524	500.0	
1.997	0.0461	0.9516	0.0024	1.3061	0.0069	0.0097	0.5239	500.0	
1.998	0.0457	0.952	0.0023	1.3061	0.0069	0.0097	0.5237	500.0	
1.999	0.0461	0.9517	0.0022	1.306	0.0069	0.0096	0.5236	500.0	
2.0	0.0448	0.953	0.0021	1.306	0.0069	0.0096	0.5234	500.0	
2.001	0.0452	0.9525	0.0023	1.306	0.0069	0.0095	0.5232	500.0	
2.002	0.045	0.9527	0.0023	1.3059	0.0069	0.0095	0.523	500.0	
2.003	0.0452	0.9524	0.0023	1.3058	0.0068	0.0094	0.5229	500.0	
2.004	0.0452	0.9524	0.0024	1.3058	0.0068	0.0094	0.5227	500.0	
2.005	0.0454	0.9521	0.0025	1.3058	0.0068	0.0093	0.5225	500.0	
2.006	0.0453	0.9521	0.0026	1.3057	0.0068	0.0093	0.5223	500.0	
2.007	0.0453	0.952	0.0027	1.3056	0.0067	0.0093	0.522	500.0	
2.008	0.0454	0.9519	0.0027	1.3056	0.0067	0.0092	0.5218	500.0	
2.009	0.0453	0.9517	0.003	1.3056	0.0067	0.0092	0.5216	500.0	
2.01	0.0456	0.9515	0.0029	1.3055	0.0066	0.0091	0.5213	500.0	
2.011	0.0458	0.9512	0.003	1.3054	0.0066	0.0091	0.5211	500.0	
2.012	0.0456	0.9511	0.0032	1.3054	0.0066	0.009	0.5209	500.0	
2.013	0.0449	0.9518	0.0032	1.3054	0.0066	0.009	0.5206	500.0	
2.014	0.0451	0.9516	0.0034	1.3053	0.0065	0.009	0.5203	500.0	
2.015	0.0454	0.9513	0.0033	1.3052	0.0065	0.0089	0.5201	500.0	
2.016	0.0456	0.951	0.0034	1.3052	0.0065	0.0089	0.5198	500.0	
2.017	0.0452	0.9515	0.0034	1.3052	0.0064	0.0088	0.5195	500.0	
2.018	0.045	0.9515	0.0036	1.3051	0.0064	0.0088	0.5192	500.0	
2.019	0.0453	0.951	0.0037	1.305	0.0064	0.0088	0.5189	500.0	
2.02	0.0452	0.9509	0.0038	1.305	0.0064	0.0087	0.5186	500.0	
2.021	0.0456	0.9506	0.0039	1.305	0.0063	0.0087	0.5183	500.0	
2.022	0.0452	0.9508	0.004	1.3049	0.0063	0.0086	0.518	500.0	
2.023	0.0455	0.9503	0.0043	1.3048	0.0063	0.0086	0.5177	500.0	
2.024	0.0453	0.9503	0.0044	1.3048	0.0062	0.0086	0.5173	500.0	
2.025	0.0455	0.9501	0.0045	1.3048	0.0062	0.0085	0.517	500.0	
2.026	0.0451	0.9505	0.0044	1.3047	0.0062	0.0085	0.5167	500.0	
2.027	0.0455	0.9498	0.0047	1.3046	0.0062	0.0084	0.5163	500.0	
2.028	0.0457	0.9498	0.0045	1.3046	0.0061	0.0084	0.516	500.0	
2.029	0.0456	0.9498	0.0045	1.3046	0.0061	0.0084	0.5156	500.0	
2.03	0.0451	0.9499	0.0049	1.3045	0.0061	0.0083	0.5153	500.0	
2.031	0.046	0.9492	0.0048	1.3045	0.006	0.0083	0.5149	500.0	
2.032	0.0461	0.9488	0.0051	1.3044	0.006	0.0083	0.5145	500.0	
2.033	0.0455	0.9492	0.0053	1.3044	0.006	0.0082	0.5142	500.0	
2.034	0.0459	0.9487	0.0053	1.3043	0.006	0.0082	0.5138	500.0	
2.035	0.0466	0.9478	0.0056	1.3043	0.0059	0.0082	0.5134	500.0	
2.036	0.0462	0.9483	0.0056	1.3042	0.0059	0.0081	0.513	500.0	
2.037	0.0464	0.9479	0.0057	1.3042	0.0059	0.0081	0.5126	500.0	
2.038	0.0462	0.9478	0.0059	1.3041	0.0058	0.008	0.5122	500.0	
2.039	0.0462	0.948	0.0059	1.3041	0.0058	0.008	0.5118	500.0	
2.04	0.0461	0.9477	0.0062	1.304	0.0058	0.008	0.5114	500.0	
2.041	0.0462	0.9472	0.0067	1.304	0.0058	0.0079	0.511	500.0	
2.042	0.0463	0.9472	0.0065	1.3039	0.0057	0.0079	0.5106	500.0	
2.043	0.0466	0.9469	0.0065	1.3038	0.0057	0.0079	0.5101	500.0	
