Sim 1

Solar R: 0.3208
Solar A: 0.5743
Solar T: 0.1049

Wavelength	R	A	T
0.3512	0.0499	0.9356	0.0145	
0.3531	0.0501	0.9352	0.0147	
0.3551	0.0507	0.9345	0.0148	
0.3571	0.0517	0.933	0.0154	
0.3591	0.052	0.933	0.0151	
0.3612	0.0523	0.9321	0.0156	
0.3633	0.0532	0.9311	0.0156	
0.3654	0.0528	0.9309	0.0163	
0.3675	0.0527	0.9317	0.0156	
0.3696	0.0521	0.9322	0.0157	
0.3718	0.0513	0.9332	0.0155	
0.374	0.0505	0.9341	0.0155	
0.3762	0.0494	0.936	0.0146	
0.3785	0.0484	0.9371	0.0145	
0.3808	0.0479	0.9377	0.0144	
0.3831	0.0462	0.94	0.0137	
0.3854	0.0457	0.941	0.0134	
0.3877	0.0445	0.9423	0.0132	
0.3901	0.0432	0.9436	0.0131	
0.3925	0.0426	0.9445	0.0129	
0.395	0.0427	0.9448	0.0125	
0.3975	0.0436	0.9446	0.0118	
0.4	0.0452	0.9439	0.011	
0.4025	0.0455	0.9434	0.0111	
0.405	0.0446	0.9446	0.0108	
0.4076	0.0425	0.9467	0.0107	
0.4102	0.043	0.9473	0.0098	
0.4129	0.0443	0.9453	0.0104	
0.4156	0.0459	0.9441	0.01	
0.4184	0.0463	0.9434	0.0103	
0.4212	0.0453	0.9438	0.011	
0.424	0.0443	0.9433	0.0124	
0.4269	0.041	0.9453	0.0137	
0.4298	0.0382	0.9471	0.0147	
0.4328	0.0386	0.9471	0.0143	
0.4358	0.0406	0.9474	0.012	
0.4389	0.045	0.9455	0.0095	
0.442	0.051	0.9412	0.0078	
0.4451	0.0577	0.9353	0.0071	
0.4482	0.0618	0.9311	0.0071	
0.4514	0.066	0.9257	0.0084	
0.4547	0.0641	0.9255	0.0104	
0.458	0.0587	0.9296	0.0117	
0.4614	0.0525	0.9361	0.0115	
0.4648	0.0497	0.9402	0.0101	
0.4682	0.0515	0.9408	0.0077	
0.4717	0.0557	0.9389	0.0055	
0.4753	0.0681	0.9271	0.0048	
0.4789	0.0876	0.9062	0.0061	
0.4826	0.106	0.885	0.0091	
0.4863	0.1257	0.8615	0.0128	
0.4901	0.1332	0.8517	0.0151	
0.4939	0.1352	0.849	0.0158	
0.4978	0.1277	0.8584	0.0139	
0.5018	0.1137	0.8755	0.0108	
0.5058	0.0965	0.8956	0.0079	
0.5099	0.0919	0.899	0.0091	
0.5141	0.0935	0.8943	0.0122	
0.5183	0.0858	0.9018	0.0124	
0.5226	0.0816	0.9052	0.0132	
0.527	0.0894	0.8926	0.018	
0.5315	0.1091	0.862	0.0289	
0.536	0.1204	0.8434	0.0363	
0.5405	0.1309	0.8279	0.0412	
0.5452	0.1425	0.8134	0.0441	
0.55	0.1434	0.8181	0.0384	
0.5548	0.126	0.8538	0.0203	
0.5597	0.1044	0.8879	0.0077	
0.5647	0.1355	0.8528	0.0117	
0.5698	0.1211	0.8756	0.0032	
0.575	0.1238	0.873	0.0032	
0.5803	0.149	0.8295	0.0215	
0.5857	0.1516	0.8002	0.0482	
0.5911	0.1459	0.7807	0.0734	
0.5967	0.135	0.7622	0.1029	
0.6024	0.1183	0.7424	0.1393	
0.6082	0.1032	0.7246	0.1722	
0.6142	0.1031	0.6995	0.1974	
0.6202	0.1211	0.6747	0.2043	
0.6263	0.1343	0.6929	0.1728	
0.6326	0.1569	0.7102	0.133	
0.639	0.1574	0.7778	0.0648	
0.6455	0.1419	0.8514	0.0068	
0.6521	0.1616	0.8375	0.0009	
0.6589	0.2286	0.7583	0.0131	
0.6658	0.288	0.6883	0.0237	
0.6729	0.329	0.6473	0.0237	
0.6801	0.3621	0.615	0.0228	
0.6874	0.3789	0.5977	0.0234	
0.695	0.3904	0.5805	0.0292	
0.7027	0.4082	0.5485	0.0434	
0.7106	0.4196	0.5152	0.0652	
0.7187	0.4194	0.4963	0.0843	
0.7269	0.4187	0.4735	0.1078	
0.7353	0.4082	0.47	0.1218	
0.7439	0.4028	0.464	0.1332	
0.7527	0.3926	0.4753	0.1322	
0.7618	0.3874	0.4846	0.128	
0.771	0.38	0.5109	0.1091	
0.7805	0.3802	0.5406	0.0791	
0.7902	0.3776	0.5795	0.0429	
0.8001	0.3808	0.6045	0.0147	
0.8103	0.3964	0.5977	0.0059	
0.8189	0.4541	0.5327	0.0132	
0.8239	0.5777	0.3709	0.0513	
0.8273	0.6818	0.209	0.1092	
0.8307	0.687	0.187	0.1261	
0.8345	0.6925	0.166	0.1415	
0.8408	0.7007	0.138	0.1613	
0.8508	0.711	0.1077	0.1813	
0.8608	0.7182	0.0887	0.1931	
0.8708	0.7287	0.0761	0.1951	
0.8808	0.7347	0.068	0.1974	
0.8908	0.7411	0.0621	0.1969	
0.9008	0.746	0.059	0.195	
0.9108	0.7476	0.0593	0.1931	
0.9208	0.7484	0.0612	0.1905	
0.9308	0.7488	0.0704	0.1808	
0.9408	0.7435	0.0842	0.1723	
0.9508	0.7354	0.0967	0.1679	
0.9608	0.7389	0.0992	0.1618	
0.9708	0.7392	0.1029	0.158	
0.9808	0.7432	0.1007	0.156	
0.9908	0.7477	0.0965	0.1558	
1.0008	0.7527	0.0928	0.1545	
1.0108	0.7539	0.0981	0.148	
1.0208	0.7496	0.1059	0.1445	
1.0308	0.7513	0.1121	0.1365	
1.0408	0.7496	0.1178	0.1325	
1.0508	0.7497	0.1249	0.1254	
1.0608	0.7462	0.1324	0.1214	
1.0708	0.7448	0.1375	0.1177	
1.0808	0.7406	0.1447	0.1147	
1.0908	0.7361	0.1516	0.1123	
1.1008	0.7297	0.1576	0.1127	
1.1108	0.7226	0.1597	0.1176	
1.1208	0.7367	0.1283	0.1351	
1.1308	0.724	0.1322	0.1438	
1.1408	0.7076	0.1375	0.1549	
1.1508	0.6878	0.1423	0.1699	
1.1608	0.667	0.1471	0.1859	
1.1708	0.6446	0.1515	0.2039	
1.1808	0.6222	0.1553	0.2225	
1.1908	0.5964	0.1606	0.243	
1.2008	0.5739	0.1711	0.255	
1.2108	0.5139	0.249	0.2371	
1.2208	0.4633	0.313	0.2236	
1.2308	0.4201	0.3681	0.2118	
1.2408	0.3854	0.4131	0.2015	
1.2508	0.3527	0.4535	0.1938	
1.2608	0.3248	0.4884	0.1868	
1.2708	0.3033	0.5183	0.1784	
1.2808	0.2825	0.5447	0.1728	
1.2908	0.2641	0.5693	0.1666	
1.3008	0.2482	0.5894	0.1624	
1.3108	0.2333	0.6091	0.1575	
1.3208	0.2209	0.6263	0.1528	
1.3308	0.2095	0.6416	0.1489	
1.3408	0.1965	0.6561	0.1474	
1.3508	0.1887	0.6694	0.1419	
1.3608	0.1794	0.6792	0.1414	
1.3708	0.1715	0.6893	0.1392	
1.3808	0.164	0.7004	0.1356	
1.3908	0.1567	0.708	0.1354	
1.4008	0.1513	0.7148	0.134	
1.4108	0.1505	0.7071	0.1423	
1.4208	0.1515	0.6989	0.1496	
1.4308	0.1518	0.6906	0.1576	
1.4408	0.1523	0.683	0.1647	
1.4508	0.1515	0.6759	0.1726	
1.4608	0.1517	0.665	0.1833	
1.4708	0.1536	0.655	0.1914	
1.4808	0.154	0.6488	0.1971	
1.4908	0.1532	0.6385	0.2083	
1.5008	0.1552	0.6285	0.2163	
1.5108	0.1543	0.6199	0.2258	
1.5208	0.1552	0.6083	0.2365	
1.5308	0.1569	0.5981	0.245	
1.5408	0.1566	0.5887	0.2547	
1.5508	0.1574	0.5778	0.2648	
1.5608	0.1578	0.5672	0.275	
1.5708	0.1581	0.5553	0.2866	
1.5808	0.1589	0.5463	0.2948	
1.5908	0.1595	0.5329	0.3076	
1.6008	0.16	0.5222	0.3178	
1.6108	0.1571	0.5235	0.3194	
1.6208	0.1534	0.5238	0.3228	
1.6308	0.1496	0.5248	0.3255	
1.6408	0.1457	0.526	0.3283	
1.6508	0.1432	0.5233	0.3335	
1.6608	0.1404	0.5228	0.3368	
1.6708	0.1366	0.5237	0.3397	
1.6808	0.1346	0.5235	0.3419	
1.6908	0.1316	0.5228	0.3456	
1.7008	0.1282	0.5249	0.3469	
1.7108	0.126	0.5241	0.3499	
1.7208	0.1226	0.5243	0.353	
1.7308	0.1203	0.5212	0.3585	
1.7408	0.1172	0.5219	0.3609	
1.7508	0.1148	0.5226	0.3626	
1.7608	0.1121	0.5219	0.366	
1.7708	0.1098	0.5195	0.3708	
1.7808	0.1074	0.5226	0.3699	
1.7908	0.1053	0.5197	0.375	
1.8008	0.1013	0.5275	0.3712	
1.8108	0.08	0.6125	0.3074	
1.8208	0.0681	0.6754	0.2565	
1.8308	0.0589	0.7235	0.2176	
1.8408	0.0527	0.7601	0.1872	
1.8508	0.0476	0.7929	0.1595	
1.8608	0.0439	0.8199	0.1362	
1.8708	0.0406	0.842	0.1174	
1.8808	0.038	0.861	0.101	
1.8908	0.0361	0.8775	0.0864	
1.9008	0.0344	0.89	0.0756	
1.9108	0.0328	0.9017	0.0655	
1.9208	0.032	0.9119	0.0561	
1.9308	0.0306	0.9196	0.0497	
1.9408	0.0296	0.9269	0.0435	
1.9508	0.0287	0.9335	0.0378	
1.9608	0.028	0.9395	0.0325	
1.9708	0.0273	0.9446	0.0282	
1.9808	0.0267	0.9478	0.0255	
1.9908	0.0261	0.9521	0.0218	
2.0008	0.0257	0.9531	0.0211	
2.0108	0.0258	0.9513	0.0229	
2.0208	0.0259	0.9479	0.0262	
2.0308	0.0261	0.9428	0.0311	
2.0408	0.0263	0.937	0.0367	
2.0508	0.0268	0.9302	0.0431	
2.0608	0.0267	0.9242	0.0491	
2.0708	0.0272	0.9162	0.0566	
2.0808	0.0275	0.9069	0.0655	
2.0908	0.0279	0.8964	0.0757	
2.1008	0.0286	0.8857	0.0857	
2.1108	0.0289	0.8712	0.0999	
2.1208	0.0294	0.854	0.1166	
2.1308	0.0302	0.84	0.1298	
2.1408	0.0308	0.8189	0.1503	
2.1508	0.0317	0.7976	0.1707	
2.1608	0.0328	0.7716	0.1956	
2.1708	0.0343	0.7399	0.2258	
2.1808	0.0358	0.7075	0.2567	
2.1908	0.0378	0.6727	0.2895	
2.2008	0.0393	0.6344	0.3263	
2.2108	0.0368	0.6661	0.2971	
2.2208	0.0351	0.6912	0.2737	
2.2308	0.0332	0.7161	0.2506	
2.2408	0.0317	0.7356	0.2327	
2.2508	0.0305	0.7577	0.2119	
2.2608	0.029	0.7762	0.1948	
2.2708	0.0281	0.7923	0.1797	
2.2808	0.0272	0.8075	0.1653	
2.2908	0.0264	0.8183	0.1553	
2.3008	0.0257	0.8335	0.1408	
2.3108	0.0247	0.8475	0.1277	
2.3208	0.0243	0.8555	0.1202	
2.3308	0.0238	0.8657	0.1106	
2.3408	0.023	0.8741	0.1029	
2.3508	0.0226	0.8814	0.0959	
2.3608	0.0222	0.8895	0.0883	
2.3708	0.0217	0.8981	0.0802	
2.3808	0.0213	0.9048	0.0739	
2.3908	0.021	0.9077	0.0713	
2.4008	0.0204	0.9161	0.0635	
2.4108	0.0197	0.9316	0.0487	
2.4208	0.019	0.9437	0.0373	
2.4308	0.0184	0.9532	0.0284	
2.4408	0.0178	0.9607	0.0215	
2.4508	0.0174	0.9666	0.016	
2.4608	0.017	0.9699	0.0131	
2.4708	0.0166	0.9732	0.0101	
2.4808	0.0162	0.9763	0.0075	
2.4908	0.0159	0.9781	0.006	
2.5	0.0156	0.9797	0.0047	

Input file:
mc
output:fig4a
particle1:si.txt
matrix1:water.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim1
upper:1
lower:1
layer1
matrix1
t:500
particle1
d:0.3
vf:0.1
dist:0
