Sim 1

Solar R: 0.2544
Solar A: 0.5598
Solar T: 0.1859

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.572	0.1227	0.7844	0.093	1.333	0.0016	0.0064	0.3892	500.0	
0.573	0.1227	0.7798	0.0975	1.333	0.0015	0.0063	0.389	500.0	
0.574	0.1231	0.7753	0.1016	1.333	0.0015	0.0061	0.3881	500.0	
0.575	0.1216	0.77	0.1084	1.333	0.0015	0.0059	0.3866	500.0	
0.576	0.1209	0.7639	0.1151	1.333	0.0014	0.0057	0.3839	500.0	
0.577	0.1191	0.7578	0.1231	1.3329	0.0014	0.0055	0.3798	500.0	
0.578	0.1177	0.7511	0.1312	1.3329	0.0014	0.0052	0.3738	500.0	
0.579	0.1167	0.7444	0.1389	1.3328	0.0014	0.0049	0.3661	500.0	
0.58	0.114	0.7419	0.1441	1.3328	0.0014	0.0047	0.3586	500.0	
0.581	0.1091	0.7401	0.1508	1.3328	0.0014	0.0044	0.3512	500.0	
0.582	0.107	0.7379	0.1551	1.3327	0.0014	0.0042	0.3429	500.0	
0.583	0.1033	0.7359	0.1609	1.3327	0.0014	0.004	0.334	500.0	
0.584	0.1023	0.7349	0.1628	1.3326	0.0014	0.0039	0.325	500.0	
0.585	0.102	0.7315	0.1665	1.3326	0.0014	0.0037	0.316	500.0	
0.586	0.1014	0.7294	0.1692	1.3326	0.0014	0.0037	0.3059	500.0	
0.587	0.1022	0.7246	0.1732	1.3325	0.0014	0.0036	0.297	500.0	
0.588	0.1033	0.7243	0.1724	1.3325	0.0014	0.0036	0.2896	500.0	
0.589	0.1049	0.7214	0.1737	1.3324	0.0014	0.0036	0.2837	500.0	
0.59	0.1064	0.7204	0.1732	1.3324	0.0013	0.0036	0.2795	500.0	
0.591	0.1083	0.7211	0.1706	1.3324	0.0013	0.0037	0.2756	500.0	
0.592	0.1107	0.7219	0.1674	1.3323	0.0013	0.0038	0.2723	500.0	
0.593	0.1147	0.7196	0.1657	1.3323	0.0013	0.0039	0.2702	500.0	
0.594	0.1171	0.7239	0.159	1.3322	0.0013	0.004	0.2693	500.0	
0.595	0.1192	0.7267	0.1541	1.3322	0.0013	0.0042	0.2692	500.0	
0.596	0.1221	0.7306	0.1473	1.3322	0.0013	0.0043	0.2698	500.0	
0.597	0.1233	0.7371	0.1397	1.3321	0.0014	0.0045	0.2711	500.0	
0.598	0.1249	0.7456	0.1295	1.3321	0.0014	0.0047	0.2723	500.0	
0.599	0.1254	0.7557	0.1189	1.332	0.0014	0.0049	0.2731	500.0	
0.6	0.1247	0.7665	0.1089	1.332	0.0015	0.0052	0.273	500.0	
0.601	0.1244	0.7795	0.0961	1.332	0.0016	0.0054	0.2713	500.0	
0.602	0.1233	0.7916	0.0851	1.332	0.0017	0.0057	0.2676	500.0	
0.603	0.1228	0.8037	0.0734	1.332	0.0018	0.0059	0.2617	500.0	
0.604	0.1231	0.8108	0.0661	1.332	0.0019	0.0061	0.2526	500.0	
0.605	0.1255	0.8135	0.061	1.332	0.0019	0.0062	0.24	500.0	
0.606	0.1288	0.8142	0.057	1.332	0.0019	0.0063	0.2247	500.0	
0.607	0.1317	0.811	0.0573	1.332	0.0019	0.0064	0.2082	500.0	
0.608	0.1369	0.8038	0.0593	1.332	0.0019	0.0064	0.192	500.0	
0.609	0.1424	0.7942	0.0634	1.332	0.0018	0.0063	0.1777	500.0	
0.61	0.1497	0.7813	0.069	1.332	0.0016	0.0063	0.1671	500.0	
0.611	0.1584	0.7652	0.0765	1.332	0.0015	0.0062	0.1608	500.0	
0.612	0.1646	0.7514	0.084	1.332	0.0014	0.0062	0.1584	500.0	
0.613	0.1725	0.7354	0.0922	1.332	0.0013	0.0062	0.1592	500.0	
0.614	0.1796	0.7215	0.099	1.332	0.0012	0.0062	0.1622	500.0	
0.615	0.1871	0.7062	0.1067	1.332	0.0011	0.0062	0.1662	500.0	
0.616	0.1953	0.6918	0.113	1.332	0.0011	0.0062	0.1711	500.0	
0.617	0.2007	0.6785	0.1207	1.332	0.001	0.0063	0.1766	500.0	
0.618	0.2066	0.6677	0.1257	1.332	0.001	0.0063	0.1824	500.0	
0.619	0.2118	0.6566	0.1316	1.332	0.0009	0.0064	0.1883	500.0	
0.62	0.2172	0.6465	0.1362	1.332	0.0009	0.0064	0.1942	500.0	
0.621	0.2209	0.6401	0.139	1.332	0.0008	0.0065	0.2009	500.0	
0.622	0.2226	0.6362	0.1412	1.332	0.0008	0.0065	0.2075	500.0	
0.623	0.2256	0.6296	0.1448	1.332	0.0008	0.0065	0.2139	500.0	
0.624	0.2251	0.6285	0.1464	1.332	0.0008	0.0065	0.2203	500.0	
0.625	0.2281	0.6241	0.1477	1.332	0.0008	0.0066	0.2265	500.0	
0.626	0.2271	0.6216	0.1513	1.332	0.0008	0.0066	0.2328	500.0	
0.627	0.2309	0.616	0.1532	1.3319	0.0008	0.0066	0.2378	500.0	
0.628	0.2318	0.6107	0.1575	1.3319	0.0007	0.0066	0.2425	500.0	
0.629	0.2353	0.6039	0.1608	1.3318	0.0007	0.0067	0.2474	500.0	
0.63	0.2369	0.5984	0.1647	1.3318	0.0007	0.0067	0.2525	500.0	
0.631	0.2408	0.5922	0.167	1.3318	0.0007	0.0067	0.2579	500.0	
0.632	0.2414	0.5891	0.1695	1.3317	0.0007	0.0067	0.2636	500.0	
0.633	0.243	0.5844	0.1726	1.3317	0.0007	0.0067	0.27	500.0	
0.634	0.2418	0.5846	0.1736	1.3316	0.0007	0.0067	0.2776	500.0	
0.635	0.2392	0.5851	0.1757	1.3316	0.0007	0.0067	0.2858	500.0	
0.636	0.2381	0.5848	0.1771	1.3316	0.0007	0.0067	0.2946	500.0	
0.637	0.2363	0.5845	0.1792	1.3315	0.0007	0.0067	0.3041	500.0	
0.638	0.233	0.587	0.18	1.3315	0.0007	0.0067	0.3144	500.0	
0.639	0.2312	0.5863	0.1825	1.3314	0.0007	0.0068	0.3254	500.0	
0.64	0.2293	0.5896	0.1811	1.3314	0.0007	0.0068	0.3371	500.0	
0.641	0.2246	0.592	0.1834	1.3314	0.0007	0.0068	0.3496	500.0	
0.642	0.2224	0.5943	0.1833	1.3313	0.0007	0.0068	0.3627	500.0	
0.643	0.22	0.5968	0.1832	1.3313	0.0007	0.0069	0.3765	500.0	
0.644	0.2167	0.5979	0.1854	1.3312	0.0007	0.007	0.3907	500.0	
0.645	0.2143	0.6017	0.1839	1.3312	0.0007	0.007	0.4053	500.0	
0.646	0.2097	0.6071	0.1832	1.3312	0.0007	0.0071	0.42	500.0	
0.647	0.2054	0.6101	0.1845	1.3311	0.0007	0.0072	0.4343	500.0	
0.648	0.2043	0.6148	0.181	1.3311	0.0007	0.0073	0.4485	500.0	
0.649	0.1983	0.6208	0.1809	1.331	0.0008	0.0074	0.4623	500.0	
0.65	0.1928	0.6289	0.1783	1.331	0.0008	0.0075	0.4755	500.0	
0.651	0.188	0.6415	0.1705	1.331	0.0008	0.0077	0.488	500.0	
0.652	0.1779	0.6593	0.1628	1.331	0.0009	0.0078	0.4996	500.0	
0.653	0.1676	0.6844	0.1479	1.331	0.001	0.008	0.5102	500.0	
0.654	0.1599	0.7026	0.1375	1.331	0.0011	0.0081	0.5197	500.0	
0.655	0.1608	0.7016	0.1376	1.331	0.001	0.0083	0.5285	500.0	
0.656	0.1657	0.6896	0.1447	1.331	0.001	0.0085	0.5365	500.0	
0.657	0.1704	0.6816	0.1481	1.331	0.0009	0.0086	0.5435	500.0	
0.658	0.1722	0.6826	0.1452	1.331	0.001	0.0088	0.5494	500.0	
0.659	0.1683	0.6921	0.1396	1.331	0.001	0.009	0.5541	500.0	
0.66	0.1616	0.709	0.1294	1.331	0.0011	0.0092	0.5577	500.0	
0.661	0.1521	0.7346	0.1133	1.331	0.0012	0.0095	0.5599	500.0	
0.662	0.1389	0.768	0.0931	1.331	0.0014	0.0097	0.5608	500.0	
0.663	0.1249	0.8027	0.0725	1.331	0.0016	0.01	0.5611	500.0	
0.664	0.1193	0.8193	0.0614	1.331	0.0018	0.0102	0.563	500.0	
0.665	0.1249	0.8073	0.0678	1.331	0.0017	0.0104	0.5674	500.0	
0.666	0.1394	0.7764	0.0842	1.331	0.0014	0.0105	0.571	500.0	
0.667	0.1575	0.7462	0.0963	1.331	0.0012	0.0107	0.5721	500.0	
0.668	0.1697	0.7244	0.1059	1.331	0.0011	0.0108	0.5712	500.0	
0.669	0.1761	0.7137	0.1102	1.331	0.0011	0.011	0.5687	500.0	
0.67	0.1819	0.7082	0.1099	1.331	0.001	0.0111	0.565	500.0	
0.671	0.1848	0.7041	0.1111	1.331	0.001	0.0112	0.5603	500.0	
0.672	0.1884	0.702	0.1096	1.331	0.001	0.0113	0.5545	500.0	
0.673	0.1908	0.7019	0.1073	1.331	0.001	0.0113	0.5477	500.0	
0.674	0.1948	0.6997	0.1056	1.331	0.001	0.0113	0.5402	500.0	
0.675	0.1971	0.6973	0.1056	1.331	0.001	0.0113	0.5322	500.0	
0.676	0.1986	0.6957	0.1057	1.331	0.001	0.0112	0.5238	500.0	
0.677	0.2022	0.6893	0.1084	1.331	0.001	0.0111	0.5153	500.0	
0.678	0.2057	0.6824	0.1119	1.331	0.001	0.0109	0.5069	500.0	
0.679	0.2108	0.6747	0.1146	1.331	0.0009	0.0107	0.4988	500.0	
0.68	0.2155	0.6639	0.1206	1.331	0.0009	0.0105	0.4913	500.0	
0.681	0.2203	0.6526	0.1271	1.331	0.0008	0.0103	0.4846	500.0	
0.682	0.2238	0.6425	0.1337	1.331	0.0008	0.0101	0.4791	500.0	
0.683	0.2298	0.6306	0.1396	1.331	0.0008	0.0099	0.4746	500.0	
0.684	0.2339	0.6202	0.146	1.331	0.0007	0.0098	0.4709	500.0	
0.685	0.2384	0.6062	0.1554	1.331	0.0007	0.0096	0.4681	500.0	
0.686	0.2427	0.5946	0.1628	1.331	0.0007	0.0095	0.4658	500.0	
0.687	0.2479	0.5824	0.1697	1.331	0.0006	0.0094	0.4642	500.0	
0.688	0.2535	0.5715	0.175	1.331	0.0006	0.0092	0.4631	500.0	
0.689	0.2583	0.5602	0.1815	1.331	0.0006	0.0091	0.4625	500.0	
0.69	0.2632	0.5504	0.1864	1.331	0.0006	0.0091	0.4621	500.0	
0.691	0.2649	0.5402	0.1949	1.331	0.0005	0.009	0.462	500.0	
0.692	0.2683	0.5302	0.2015	1.331	0.0005	0.0089	0.4622	500.0	
0.693	0.2708	0.5209	0.2084	1.331	0.0005	0.0089	0.4625	500.0	
0.694	0.2744	0.5132	0.2124	1.331	0.0005	0.0088	0.4629	500.0	
0.695	0.2793	0.5024	0.2183	1.331	0.0005	0.0088	0.4634	500.0	
0.696	0.2809	0.4959	0.2232	1.331	0.0005	0.0088	0.464	500.0	
0.697	0.285	0.4881	0.2269	1.331	0.0005	0.0087	0.4646	500.0	
0.698	0.2896	0.4781	0.2324	1.331	0.0004	0.0087	0.4651	500.0	
0.699	0.2932	0.4687	0.2381	1.331	0.0004	0.0087	0.4657	500.0	
0.7	0.2964	0.4635	0.24	1.331	0.0004	0.0087	0.4663	500.0	
0.701	0.3	0.4557	0.2444	1.331	0.0004	0.0087	0.467	500.0	
0.702	0.3032	0.4488	0.248	1.3309	0.0004	0.0086	0.4677	500.0	
0.703	0.303	0.4435	0.2536	1.3309	0.0004	0.0086	0.4685	500.0	
0.704	0.3072	0.4364	0.2565	1.3308	0.0004	0.0086	0.4693	500.0	
0.705	0.3073	0.4317	0.261	1.3308	0.0004	0.0086	0.4702	500.0	
0.706	0.3131	0.426	0.2608	1.3308	0.0004	0.0086	0.4712	500.0	
0.707	0.3119	0.4216	0.2666	1.3307	0.0004	0.0086	0.4723	500.0	
0.708	0.3137	0.4185	0.2678	1.3307	0.0003	0.0086	0.4734	500.0	
0.709	0.318	0.4122	0.2699	1.3306	0.0003	0.0086	0.4746	500.0	
0.71	0.3179	0.4105	0.2716	1.3306	0.0003	0.0086	0.4758	500.0	
0.711	0.3188	0.4083	0.2729	1.3306	0.0003	0.0086	0.4772	500.0	
0.712	0.3205	0.4063	0.2733	1.3305	0.0003	0.0087	0.4786	500.0	
0.713	0.3197	0.4059	0.2744	1.3305	0.0003	0.0087	0.4802	500.0	
0.714	0.3198	0.406	0.2742	1.3304	0.0003	0.0087	0.4818	500.0	
0.715	0.3172	0.4088	0.274	1.3304	0.0003	0.0087	0.4835	500.0	
0.716	0.3156	0.4111	0.2733	1.3304	0.0003	0.0087	0.4852	500.0	
0.717	0.3133	0.4155	0.2713	1.3303	0.0003	0.0087	0.4871	500.0	
0.718	0.3121	0.4197	0.2683	1.3303	0.0003	0.0087	0.4891	500.0	
0.719	0.3091	0.4226	0.2683	1.3302	0.0004	0.0088	0.4911	500.0	
0.72	0.3065	0.4284	0.2651	1.3302	0.0004	0.0088	0.4932	500.0	
0.721	0.3038	0.4345	0.2616	1.3302	0.0004	0.0088	0.4954	500.0	
0.722	0.2996	0.4411	0.2593	1.3301	0.0004	0.0088	0.4977	500.0	
0.723	0.2977	0.4475	0.2548	1.3301	0.0004	0.0089	0.5	500.0	
0.724	0.2918	0.4587	0.2495	1.33	0.0004	0.0089	0.5024	500.0	
0.725	0.2853	0.471	0.2437	1.33	0.0004	0.009	0.5048	500.0	
0.726	0.2763	0.4901	0.2336	1.33	0.0005	0.009	0.5073	500.0	
0.727	0.2655	0.5139	0.2206	1.33	0.0005	0.0091	0.5096	500.0	
0.728	0.2487	0.5475	0.2038	1.33	0.0006	0.0091	0.5117	500.0	
0.729	0.2283	0.5926	0.1792	1.33	0.0007	0.0092	0.5132	500.0	
0.73	0.2001	0.6564	0.1435	1.33	0.0009	0.0093	0.5136	500.0	
0.731	0.1647	0.7287	0.1066	1.33	0.0012	0.0094	0.5118	500.0	
0.732	0.1362	0.7942	0.0696	1.33	0.0016	0.0096	0.507	500.0	
0.733	0.1274	0.8147	0.058	1.33	0.0018	0.0097	0.5039	500.0	
0.734	0.142	0.7804	0.0776	1.33	0.0015	0.0097	0.5092	500.0	
0.735	0.1738	0.7142	0.112	1.33	0.0011	0.0096	0.5175	500.0	
0.736	0.2009	0.652	0.147	1.33	0.0008	0.0096	0.5243	500.0	
0.737	0.221	0.6122	0.1668	1.33	0.0007	0.0096	0.5294	500.0	
0.738	0.2311	0.5884	0.1805	1.33	0.0007	0.0097	0.5331	500.0	
0.739	0.2393	0.5745	0.1862	1.33	0.0006	0.0097	0.5359	500.0	
0.74	0.2408	0.5726	0.1867	1.33	0.0006	0.0098	0.5376	500.0	
0.741	0.239	0.5785	0.1825	1.33	0.0006	0.0099	0.5384	500.0	
0.742	0.2342	0.5929	0.173	1.33	0.0007	0.0101	0.538	500.0	
0.743	0.2275	0.6096	0.1629	1.33	0.0007	0.0102	0.5361	500.0	
0.744	0.2193	0.635	0.1458	1.33	0.0008	0.0104	0.5325	500.0	
0.745	0.2086	0.6635	0.1278	1.33	0.0009	0.0107	0.5267	500.0	
0.746	0.1974	0.6971	0.1055	1.33	0.001	0.011	0.5183	500.0	
0.747	0.1833	0.7344	0.0823	1.33	0.0012	0.0114	0.5075	500.0	
0.748	0.1706	0.7679	0.0614	1.33	0.0014	0.0119	0.4963	500.0	
0.749	0.1602	0.7964	0.0434	1.33	0.0017	0.0125	0.4875	500.0	
0.75	0.1538	0.811	0.0353	1.33	0.0019	0.0129	0.4864	500.0	
0.751	0.1511	0.8147	0.0342	1.33	0.0019	0.0131	0.4973	500.0	
0.752	0.152	0.8054	0.0426	1.33	0.0018	0.0129	0.5189	500.0	
0.753	0.1589	0.7815	0.0595	1.33	0.0015	0.0125	0.545	500.0	
0.754	0.1668	0.7508	0.0824	1.33	0.0013	0.0121	0.5697	500.0	
0.755	0.1783	0.7113	0.1104	1.33	0.0011	0.0117	0.5902	500.0	
0.756	0.1898	0.6748	0.1354	1.33	0.0009	0.0114	0.6063	500.0	
0.757	0.1989	0.6416	0.1594	1.33	0.0008	0.0112	0.6183	500.0	
0.758	0.2089	0.6111	0.18	1.33	0.0007	0.0111	0.6276	500.0	
0.759	0.2179	0.5836	0.1985	1.33	0.0006	0.0109	0.6347	500.0	
0.76	0.2249	0.5645	0.2106	1.33	0.0006	0.0108	0.6403	500.0	
0.761	0.2283	0.5467	0.225	1.33	0.0006	0.0107	0.6445	500.0	
0.762	0.2346	0.5311	0.2343	1.33	0.0005	0.0106	0.6478	500.0	
0.763	0.2382	0.5183	0.2436	1.33	0.0005	0.0105	0.6503	500.0	
0.764	0.2394	0.5094	0.2512	1.33	0.0005	0.0105	0.652	500.0	
0.765	0.2422	0.5008	0.2569	1.33	0.0005	0.0104	0.6532	500.0	
0.766	0.243	0.4965	0.2605	1.33	0.0005	0.0103	0.6538	500.0	
0.767	0.2419	0.493	0.2652	1.33	0.0005	0.0101	0.654	500.0	
0.768	0.2415	0.4919	0.2667	1.33	0.0005	0.01	0.6536	500.0	
0.769	0.2426	0.4898	0.2676	1.33	0.0005	0.0099	0.6529	500.0	
0.77	0.2417	0.4858	0.2725	1.33	0.0005	0.0098	0.6516	500.0	
0.771	0.2398	0.4879	0.2723	1.33	0.0005	0.0096	0.6499	500.0	
0.772	0.2394	0.4856	0.2749	1.33	0.0005	0.0095	0.6477	500.0	
0.773	0.2375	0.4829	0.2796	1.33	0.0004	0.0093	0.6451	500.0	
0.774	0.2356	0.4832	0.2812	1.33	0.0004	0.0091	0.6421	500.0	
0.775	0.2388	0.4782	0.2831	1.33	0.0004	0.0089	0.6386	500.0	
0.776	0.2384	0.4747	0.287	1.33	0.0004	0.0088	0.6343	500.0	
0.777	0.2405	0.4662	0.2932	1.3299	0.0004	0.0086	0.6296	500.0	
0.778	0.2405	0.4635	0.296	1.3299	0.0004	0.0084	0.6244	500.0	
0.779	0.241	0.4538	0.3052	1.3298	0.0004	0.0082	0.6187	500.0	
0.78	0.2443	0.448	0.3077	1.3298	0.0004	0.008	0.6126	500.0	
0.781	0.2464	0.4407	0.3129	1.3298	0.0004	0.0078	0.6061	500.0	
0.782	0.2496	0.433	0.3174	1.3297	0.0004	0.0076	0.5993	500.0	
0.783	0.251	0.4249	0.3241	1.3297	0.0004	0.0074	0.5921	500.0	
0.784	0.2535	0.4167	0.3298	1.3296	0.0004	0.0073	0.5846	500.0	
0.785	0.2563	0.4083	0.3354	1.3296	0.0003	0.0071	0.577	500.0	
0.786	0.26	0.4015	0.3385	1.3296	0.0003	0.0069	0.5694	500.0	
0.787	0.2589	0.3992	0.3419	1.3295	0.0003	0.0068	0.5617	500.0	
0.788	0.2619	0.39	0.3481	1.3295	0.0003	0.0066	0.5538	500.0	
0.789	0.2626	0.3848	0.3527	1.3294	0.0003	0.0065	0.5459	500.0	
0.79	0.2648	0.3793	0.3559	1.3294	0.0003	0.0064	0.538	500.0	
0.791	0.2697	0.3738	0.3565	1.3294	0.0003	0.0063	0.53	500.0	
0.792	0.2694	0.369	0.3616	1.3293	0.0003	0.0062	0.5221	500.0	
0.793	0.2711	0.3637	0.3653	1.3293	0.0003	0.0061	0.5142	500.0	
0.794	0.2748	0.3596	0.3656	1.3292	0.0003	0.006	0.5064	500.0	
0.795	0.2753	0.3536	0.3711	1.3292	0.0003	0.0059	0.4986	500.0	
0.796	0.2807	0.3462	0.3731	1.3292	0.0003	0.0058	0.4906	500.0	
0.797	0.2815	0.3379	0.3806	1.3291	0.0003	0.0057	0.4828	500.0	
0.798	0.2884	0.3321	0.3795	1.3291	0.0003	0.0057	0.4752	500.0	
0.799	0.2908	0.3247	0.3844	1.329	0.0002	0.0056	0.4677	500.0	
0.8	0.2955	0.3181	0.3864	1.329	0.0002	0.0056	0.4603	500.0	
0.801	0.2989	0.3095	0.3916	1.329	0.0002	0.0055	0.4531	500.0	
0.802	0.3025	0.3045	0.393	1.329	0.0002	0.0055	0.4461	500.0	
0.803	0.3033	0.2988	0.3979	1.329	0.0002	0.0054	0.4392	500.0	
0.804	0.3088	0.2934	0.3978	1.329	0.0002	0.0054	0.4325	500.0	
0.805	0.3111	0.2869	0.402	1.329	0.0002	0.0054	0.426	500.0	
0.806	0.3125	0.2851	0.4024	1.329	0.0002	0.0053	0.42	500.0	
0.807	0.3139	0.2841	0.4019	1.329	0.0002	0.0053	0.4142	500.0	
0.808	0.3149	0.2819	0.4032	1.329	0.0002	0.0053	0.4086	500.0	
0.809	0.3167	0.2812	0.4021	1.329	0.0002	0.0053	0.4031	500.0	
0.81	0.3167	0.2796	0.4037	1.329	0.0002	0.0052	0.3977	500.0	
0.811	0.3195	0.2803	0.4002	1.329	0.0002	0.0052	0.3924	500.0	
0.812	0.3199	0.2814	0.3987	1.329	0.0002	0.0052	0.3872	500.0	
0.813	0.3214	0.2788	0.3998	1.329	0.0002	0.0052	0.3822	500.0	
0.814	0.32	0.28	0.4	1.329	0.0002	0.0052	0.3772	500.0	
0.815	0.3223	0.2791	0.3986	1.329	0.0002	0.0052	0.3723	500.0	
0.816	0.3253	0.2761	0.3986	1.329	0.0002	0.0052	0.3673	500.0	
0.817	0.3329	0.2625	0.4046	1.329	0.0002	0.0052	0.3617	500.0	
0.818	0.339	0.2471	0.4139	1.329	0.0002	0.0052	0.3562	500.0	
0.819	0.3488	0.2316	0.4196	1.329	0.0002	0.0052	0.3509	500.0	
0.82	0.3606	0.2149	0.4245	1.329	0.0001	0.0052	0.3456	500.0	
0.821	0.3684	0.1981	0.4334	1.329	0.0001	0.0052	0.3403	500.0	
0.822	0.3779	0.181	0.4411	1.329	0.0001	0.0052	0.3352	500.0	
0.823	0.389	0.1613	0.4497	1.329	0.0001	0.0052	0.3301	500.0	
0.824	0.4008	0.1409	0.4583	1.329	0.0001	0.0052	0.3251	500.0	
0.825	0.4136	0.1178	0.4685	1.329	0.0001	0.0052	0.3202	500.0	
0.826	0.4282	0.0934	0.4784	1.329	0.0001	0.0052	0.3152	500.0	
0.827	0.4361	0.0783	0.4856	1.329	0.0	0.0053	0.3108	500.0	
0.828	0.4374	0.0801	0.4825	1.329	0.0	0.0053	0.3069	500.0	
0.829	0.4382	0.0828	0.4789	1.329	0.0	0.0053	0.3031	500.0	
0.83	0.4399	0.0851	0.475	1.329	0.0	0.0053	0.2992	500.0	
0.831	0.4391	0.0894	0.4716	1.329	0.0001	0.0054	0.2953	500.0	
0.832	0.4382	0.0941	0.4676	1.329	0.0001	0.0054	0.2914	500.0	
0.833	0.4379	0.1005	0.4616	1.329	0.0001	0.0055	0.2873	500.0	
0.834	0.4374	0.1081	0.4545	1.329	0.0001	0.0055	0.2831	500.0	
0.835	0.4393	0.1177	0.443	1.329	0.0001	0.0056	0.2786	500.0	
0.836	0.4376	0.1297	0.4327	1.329	0.0001	0.0057	0.2737	500.0	
0.837	0.4346	0.1462	0.4192	1.329	0.0001	0.0059	0.2681	500.0	
0.838	0.4313	0.1663	0.4025	1.329	0.0001	0.0061	0.2614	500.0	
0.839	0.428	0.1963	0.3758	1.329	0.0001	0.0064	0.253	500.0	
0.84	0.4249	0.2359	0.3392	1.329	0.0002	0.0068	0.2418	500.0	
0.841	0.4169	0.2913	0.2918	1.329	0.0002	0.0074	0.2261	500.0	
0.842	0.4048	0.3654	0.2298	1.329	0.0003	0.0084	0.2036	500.0	
0.843	0.3886	0.4521	0.1593	1.329	0.0004	0.01	0.1723	500.0	
0.844	0.3788	0.5241	0.0971	1.329	0.0006	0.0119	0.1339	500.0	
0.845	0.378	0.5499	0.0721	1.329	0.0006	0.0129	0.0984	500.0	
0.846	0.3922	0.5145	0.0934	1.329	0.0005	0.0117	0.0788	500.0	
0.847	0.4115	0.4375	0.151	1.329	0.0004	0.0097	0.078	500.0	
0.848	0.4309	0.3515	0.2176	1.329	0.0003	0.0083	0.0878	500.0	
0.849	0.4457	0.2808	0.2735	1.329	0.0002	0.0074	0.1	500.0	
0.85	0.4566	0.2282	0.3152	1.329	0.0001	0.0069	0.1106	500.0	
0.851	0.4657	0.1932	0.3411	1.329	0.0001	0.0066	0.1186	500.0	
0.852	0.4724	0.1673	0.3604	1.3289	0.0001	0.0064	0.1242	500.0	
0.853	0.4804	0.1502	0.3693	1.3289	0.0001	0.0063	0.1278	500.0	
0.854	0.4847	0.1368	0.3785	1.3288	0.0001	0.0063	0.1297	500.0	
0.855	0.4871	0.1291	0.3838	1.3288	0.0001	0.0063	0.1304	500.0	
0.856	0.4896	0.1234	0.387	1.3288	0.0001	0.0063	0.1302	500.0	
0.857	0.4958	0.1188	0.3853	1.3287	0.0001	0.0064	0.1292	500.0	
0.858	0.4971	0.1172	0.3857	1.3287	0.0001	0.0064	0.1278	500.0	
0.859	0.5014	0.1158	0.3829	1.3286	0.0001	0.0065	0.1259	500.0	
0.86	0.5078	0.1146	0.3776	1.3286	0.0001	0.0067	0.1237	500.0	
0.861	0.5093	0.1149	0.3758	1.3286	0.0001	0.0068	0.1214	500.0	
0.862	0.5143	0.1165	0.3692	1.3285	0.0001	0.0069	0.119	500.0	
0.863	0.5202	0.1177	0.3621	1.3285	0.0001	0.0071	0.1166	500.0	
0.864	0.5248	0.1199	0.3552	1.3284	0.0001	0.0073	0.1143	500.0	
0.865	0.5272	0.1225	0.3503	1.3284	0.0001	0.0075	0.1122	500.0	
0.866	0.5335	0.1252	0.3412	1.3284	0.0001	0.0077	0.1103	500.0	
0.867	0.5384	0.1297	0.3319	1.3283	0.0001	0.008	0.1087	500.0	
0.868	0.5425	0.1337	0.3238	1.3283	0.0001	0.0082	0.1075	500.0	
0.869	0.548	0.1369	0.3151	1.3282	0.0001	0.0085	0.1067	500.0	
0.87	0.5522	0.1422	0.3056	1.3282	0.0001	0.0089	0.1065	500.0	
0.871	0.5572	0.1467	0.2962	1.3282	0.0001	0.0092	0.1068	500.0	
0.872	0.5633	0.1503	0.2864	1.3281	0.0001	0.0095	0.1077	500.0	
0.873	0.5613	0.1558	0.2829	1.3281	0.0001	0.0099	0.1092	500.0	
0.874	0.5673	0.1597	0.273	1.328	0.0001	0.0102	0.1115	500.0	
0.875	0.5731	0.1633	0.2636	1.328	0.0001	0.0106	0.1143	500.0	
0.876	0.5748	0.1669	0.2583	1.328	0.0001	0.0109	0.1179	500.0	
0.877	0.5761	0.1691	0.2549	1.328	0.0001	0.0112	0.122	500.0	
0.878	0.5784	0.1713	0.2502	1.328	0.0001	0.0114	0.1267	500.0	
0.879	0.5795	0.1726	0.2478	1.328	0.0001	0.0116	0.1319	500.0	
0.88	0.5809	0.1714	0.2477	1.328	0.0001	0.0117	0.1376	500.0	
0.881	0.5808	0.1713	0.2479	1.328	0.0001	0.0117	0.1437	500.0	
0.882	0.5781	0.1692	0.2527	1.328	0.0001	0.0117	0.15	500.0	
0.883	0.5801	0.1658	0.2541	1.328	0.0001	0.0116	0.1566	500.0	
0.884	0.5768	0.1621	0.2611	1.328	0.0001	0.0114	0.1632	500.0	
0.885	0.5746	0.1575	0.268	1.328	0.0001	0.0112	0.1698	500.0	
0.886	0.5716	0.1528	0.2756	1.328	0.0001	0.0109	0.1764	500.0	
0.887	0.5657	0.1477	0.2865	1.328	0.0001	0.0106	0.1829	500.0	
0.888	0.5609	0.1428	0.2963	1.328	0.0001	0.0103	0.1891	500.0	
0.889	0.5582	0.1372	0.3046	1.328	0.0001	0.01	0.1952	500.0	
0.89	0.5501	0.1314	0.3185	1.328	0.0001	0.0096	0.2009	500.0	
0.891	0.5473	0.1263	0.3263	1.328	0.0001	0.0093	0.2063	500.0	
0.892	0.5412	0.121	0.3378	1.328	0.0001	0.009	0.2114	500.0	
0.893	0.5372	0.1163	0.3465	1.328	0.0001	0.0086	0.2161	500.0	
0.894	0.5295	0.1122	0.3583	1.328	0.0001	0.0083	0.2204	500.0	
0.895	0.5272	0.1073	0.3655	1.328	0.0001	0.008	0.2244	500.0	
