Sim 1

Solar R: 0.2544
Solar A: 0.5598
Solar T: 0.1859

WL	R	A	T	n(1)	mu_a(1)	mu_s(1)	g(1)	t(1)
0.314	0.0498	0.846	0.1042	1.3473	0.0024	0.0051	0.6632	500.0	
0.315	0.049	0.8469	0.1041	1.3472	0.0024	0.0051	0.6638	500.0	
0.316	0.0492	0.8459	0.105	1.3471	0.0024	0.0051	0.6643	500.0	
0.317	0.0488	0.8465	0.1047	1.347	0.0024	0.005	0.6648	500.0	
0.318	0.0485	0.8467	0.1048	1.3468	0.0025	0.005	0.6652	500.0	
0.319	0.0484	0.848	0.1037	1.3467	0.0025	0.005	0.6656	500.0	
0.32	0.0481	0.848	0.1038	1.3466	0.0025	0.005	0.6659	500.0	
0.321	0.0482	0.8471	0.1046	1.3465	0.0025	0.005	0.6662	500.0	
0.322	0.0479	0.8474	0.1046	1.3464	0.0025	0.005	0.6665	500.0	
0.323	0.0477	0.8503	0.102	1.3462	0.0025	0.005	0.6667	500.0	
0.324	0.0483	0.8483	0.1034	1.3461	0.0025	0.005	0.6669	500.0	
0.325	0.0476	0.8493	0.1031	1.346	0.0025	0.005	0.6671	500.0	
0.326	0.0471	0.8492	0.1037	1.3459	0.0025	0.005	0.6672	500.0	
0.327	0.0475	0.8489	0.1036	1.3458	0.0025	0.005	0.6673	500.0	
0.328	0.0474	0.8504	0.1021	1.3456	0.0025	0.005	0.6674	500.0	
0.329	0.0477	0.8509	0.1015	1.3455	0.0025	0.005	0.6675	500.0	
0.33	0.0473	0.8503	0.1024	1.3454	0.0025	0.005	0.6675	500.0	
0.331	0.0472	0.8521	0.1007	1.3453	0.0025	0.005	0.6675	500.0	
0.332	0.0467	0.8503	0.103	1.3452	0.0025	0.005	0.6674	500.0	
0.333	0.0475	0.8511	0.1014	1.345	0.0025	0.005	0.6674	500.0	
0.334	0.0467	0.8517	0.1016	1.3449	0.0025	0.005	0.6673	500.0	
0.335	0.0473	0.8506	0.1021	1.3448	0.0025	0.005	0.6672	500.0	
0.336	0.0471	0.8524	0.1005	1.3447	0.0025	0.005	0.667	500.0	
0.337	0.0472	0.8528	0.1001	1.3446	0.0025	0.005	0.6669	500.0	
0.338	0.0465	0.852	0.1015	1.3444	0.0025	0.005	0.6667	500.0	
0.339	0.0469	0.8535	0.0996	1.3443	0.0025	0.005	0.6665	500.0	
0.34	0.0472	0.8525	0.1003	1.3442	0.0025	0.005	0.6662	500.0	
0.341	0.047	0.853	0.1	1.3441	0.0025	0.005	0.6659	500.0	
0.342	0.0471	0.8521	0.1008	1.344	0.0025	0.005	0.6656	500.0	
0.343	0.0473	0.8528	0.0999	1.3438	0.0025	0.005	0.6652	500.0	
0.344	0.0469	0.8527	0.1004	1.3437	0.0025	0.005	0.6648	500.0	
0.345	0.0476	0.852	0.1004	1.3436	0.0025	0.005	0.6643	500.0	
0.346	0.0473	0.8526	0.1002	1.3435	0.0025	0.005	0.6638	500.0	
0.347	0.047	0.8518	0.1012	1.3434	0.0025	0.005	0.6632	500.0	
0.348	0.0478	0.8524	0.0998	1.3432	0.0025	0.005	0.6626	500.0	
0.349	0.0471	0.852	0.1008	1.3431	0.0025	0.005	0.6618	500.0	
0.35	0.0477	0.8518	0.1005	1.343	0.0025	0.005	0.661	500.0	
0.351	0.048	0.8501	0.1019	1.3429	0.0025	0.005	0.6602	500.0	
0.352	0.048	0.8516	0.1005	1.3428	0.0025	0.005	0.6592	500.0	
0.353	0.0487	0.8485	0.1027	1.3428	0.0025	0.005	0.6581	500.0	
0.354	0.0483	0.8511	0.1006	1.3427	0.0025	0.005	0.657	500.0	
0.355	0.049	0.849	0.1019	1.3426	0.0025	0.005	0.6557	500.0	
0.356	0.0491	0.849	0.1019	1.3425	0.0025	0.005	0.6544	500.0	
0.357	0.0495	0.8484	0.1021	1.3424	0.0025	0.005	0.653	500.0	
0.358	0.0497	0.8485	0.1017	1.3424	0.0024	0.005	0.6515	500.0	
0.359	0.05	0.8471	0.1029	1.3423	0.0024	0.005	0.6501	500.0	
0.36	0.0501	0.8454	0.1045	1.3422	0.0024	0.005	0.6487	500.0	
0.361	0.0505	0.845	0.1045	1.3421	0.0024	0.005	0.6475	500.0	
0.362	0.0507	0.8452	0.104	1.342	0.0024	0.005	0.6464	500.0	
0.363	0.0507	0.8448	0.1046	1.342	0.0024	0.005	0.6455	500.0	
0.364	0.051	0.8442	0.1047	1.3419	0.0024	0.005	0.6449	500.0	
0.365	0.0504	0.8435	0.106	1.3418	0.0024	0.005	0.6444	500.0	
0.366	0.0505	0.8443	0.1052	1.3417	0.0024	0.005	0.6444	500.0	
0.367	0.0506	0.8439	0.1055	1.3416	0.0024	0.005	0.6444	500.0	
0.368	0.0508	0.8442	0.105	1.3416	0.0024	0.005	0.6449	500.0	
0.369	0.0501	0.843	0.1069	1.3415	0.0024	0.0049	0.6453	500.0	
0.37	0.0497	0.8454	0.1048	1.3414	0.0024	0.0049	0.6463	500.0	
0.371	0.0492	0.8456	0.1052	1.3413	0.0024	0.0049	0.6472	500.0	
0.372	0.0489	0.8461	0.1049	1.3412	0.0024	0.0049	0.6485	500.0	
0.373	0.0484	0.8466	0.105	1.3412	0.0025	0.0049	0.6498	500.0	
0.374	0.048	0.8487	0.1033	1.3411	0.0025	0.0049	0.6512	500.0	
0.375	0.0479	0.8479	0.1042	1.341	0.0025	0.0048	0.6528	500.0	
0.376	0.0469	0.8499	0.1032	1.3409	0.0025	0.0048	0.6543	500.0	
0.377	0.0471	0.8502	0.1027	1.3408	0.0025	0.0048	0.6561	500.0	
0.378	0.0464	0.8518	0.1019	1.3408	0.0025	0.0048	0.6578	500.0	
0.379	0.0459	0.8525	0.1016	1.3407	0.0026	0.0048	0.6595	500.0	
0.38	0.0455	0.8532	0.1013	1.3406	0.0026	0.0048	0.6612	500.0	
0.381	0.0451	0.8552	0.0997	1.3405	0.0026	0.0047	0.6628	500.0	
0.382	0.0449	0.8562	0.0989	1.3404	0.0026	0.0047	0.6643	500.0	
0.383	0.0443	0.8562	0.0995	1.3404	0.0026	0.0047	0.6658	500.0	
0.384	0.044	0.8577	0.0983	1.3403	0.0027	0.0047	0.6673	500.0	
0.385	0.0433	0.8583	0.0984	1.3402	0.0027	0.0047	0.6688	500.0	
0.386	0.0435	0.8574	0.0991	1.3401	0.0027	0.0047	0.6701	500.0	
0.387	0.0428	0.8601	0.0971	1.34	0.0027	0.0047	0.6716	500.0	
0.388	0.0428	0.8599	0.0973	1.34	0.0027	0.0047	0.6731	500.0	
0.389	0.0423	0.8616	0.096	1.3399	0.0027	0.0046	0.6748	500.0	
0.39	0.042	0.8609	0.097	1.3398	0.0027	0.0046	0.6766	500.0	
0.391	0.0422	0.8622	0.0956	1.3397	0.0028	0.0046	0.6782	500.0	
0.392	0.0414	0.8631	0.0954	1.3396	0.0028	0.0046	0.6796	500.0	
0.393	0.0407	0.8639	0.0954	1.3396	0.0028	0.0046	0.6806	500.0	
0.394	0.041	0.8652	0.0938	1.3395	0.0028	0.0046	0.6812	500.0	
0.395	0.0407	0.8653	0.094	1.3394	0.0028	0.0046	0.6812	500.0	
0.396	0.0406	0.8639	0.0955	1.3393	0.0028	0.0046	0.6809	500.0	
0.397	0.0407	0.8656	0.0937	1.3392	0.0028	0.0046	0.6804	500.0	
0.398	0.0405	0.8661	0.0934	1.3392	0.0028	0.0046	0.6801	500.0	
0.399	0.04	0.8668	0.0932	1.3391	0.0028	0.0045	0.6803	500.0	
0.4	0.0397	0.8667	0.0936	1.339	0.0029	0.0045	0.6809	500.0	
0.401	0.0402	0.8659	0.094	1.339	0.0029	0.0045	0.6817	500.0	
0.402	0.0397	0.8688	0.0915	1.3389	0.0029	0.0045	0.6828	500.0	
0.403	0.0396	0.8671	0.0934	1.3389	0.0029	0.0045	0.684	500.0	
0.404	0.0397	0.869	0.0913	1.3388	0.0029	0.0045	0.6856	500.0	
0.405	0.0388	0.8687	0.0925	1.3388	0.0029	0.0045	0.6876	500.0	
0.406	0.0394	0.8695	0.0911	1.3388	0.0029	0.0046	0.6904	500.0	
0.407	0.0389	0.8704	0.0906	1.3387	0.0029	0.0046	0.6938	500.0	
0.408	0.0383	0.8711	0.0906	1.3387	0.0029	0.0046	0.6976	500.0	
0.409	0.0383	0.8711	0.0907	1.3386	0.003	0.0046	0.7011	500.0	
0.41	0.0382	0.8713	0.0904	1.3386	0.003	0.0046	0.7041	500.0	
0.411	0.0375	0.8714	0.091	1.3386	0.003	0.0046	0.7059	500.0	
0.412	0.0377	0.8724	0.0899	1.3385	0.003	0.0046	0.7062	500.0	
0.413	0.0378	0.8726	0.0896	1.3385	0.003	0.0046	0.7046	500.0	
0.414	0.0384	0.873	0.0886	1.3384	0.003	0.0046	0.7015	500.0	
0.415	0.0385	0.8728	0.0887	1.3384	0.003	0.0046	0.6974	500.0	
0.416	0.0388	0.8734	0.0878	1.3384	0.003	0.0046	0.693	500.0	
0.417	0.0387	0.874	0.0873	1.3383	0.003	0.0046	0.689	500.0	
0.418	0.0385	0.8746	0.0868	1.3383	0.003	0.0045	0.6858	500.0	
0.419	0.0386	0.8735	0.0878	1.3382	0.003	0.0045	0.6836	500.0	
0.42	0.0389	0.874	0.0871	1.3382	0.003	0.0045	0.6819	500.0	
0.421	0.0385	0.8745	0.0869	1.3382	0.003	0.0045	0.6807	500.0	
0.422	0.0387	0.8749	0.0865	1.3381	0.003	0.0044	0.6797	500.0	
0.423	0.0381	0.8747	0.0871	1.3381	0.003	0.0044	0.6784	500.0	
0.424	0.0379	0.8746	0.0875	1.338	0.003	0.0043	0.6762	500.0	
0.425	0.0384	0.8747	0.087	1.338	0.003	0.0043	0.6731	500.0	
0.426	0.0387	0.8751	0.0862	1.338	0.003	0.0043	0.6695	500.0	
0.427	0.0388	0.8741	0.0871	1.3379	0.003	0.0043	0.6651	500.0	
0.428	0.0395	0.8732	0.0873	1.3379	0.003	0.0043	0.6606	500.0	
0.429	0.04	0.8738	0.0862	1.3378	0.003	0.0043	0.6564	500.0	
0.43	0.0398	0.8738	0.0864	1.3378	0.003	0.0044	0.6531	500.0	
0.431	0.0407	0.8738	0.0855	1.3378	0.003	0.0044	0.6514	500.0	
0.432	0.0407	0.8746	0.0848	1.3377	0.0029	0.0044	0.6517	500.0	
0.433	0.0408	0.8726	0.0866	1.3377	0.0029	0.0045	0.6545	500.0	
0.434	0.0403	0.8742	0.0854	1.3376	0.003	0.0045	0.6605	500.0	
0.435	0.0399	0.8742	0.0859	1.3376	0.003	0.0046	0.669	500.0	
0.436	0.039	0.8766	0.0844	1.3376	0.003	0.0046	0.6788	500.0	
0.437	0.0387	0.877	0.0843	1.3375	0.003	0.0046	0.6887	500.0	
0.438	0.0381	0.876	0.0858	1.3375	0.003	0.0047	0.6981	500.0	
0.439	0.0377	0.8762	0.0861	1.3374	0.003	0.0047	0.7075	500.0	
0.44	0.037	0.8767	0.0863	1.3374	0.003	0.0048	0.7157	500.0	
0.441	0.037	0.8754	0.0876	1.3374	0.003	0.0048	0.7218	500.0	
0.442	0.0371	0.876	0.0869	1.3373	0.003	0.0049	0.7252	500.0	
0.443	0.0374	0.8752	0.0874	1.3373	0.003	0.0049	0.7258	500.0	
0.444	0.0375	0.8755	0.087	1.3372	0.003	0.0049	0.7237	500.0	
0.445	0.0379	0.8736	0.0885	1.3372	0.003	0.005	0.7192	500.0	
0.446	0.039	0.873	0.088	1.3372	0.0029	0.005	0.7125	500.0	
0.447	0.0394	0.8738	0.0868	1.3371	0.0029	0.005	0.7057	500.0	
0.448	0.0399	0.8749	0.0851	1.3371	0.0029	0.005	0.6991	500.0	
0.449	0.0402	0.8742	0.0856	1.337	0.0029	0.005	0.6933	500.0	
0.45	0.0411	0.8754	0.0835	1.337	0.0029	0.005	0.6867	500.0	
0.451	0.0418	0.8747	0.0835	1.337	0.0029	0.0051	0.6805	500.0	
0.452	0.0418	0.8752	0.0829	1.3369	0.0029	0.0051	0.6755	500.0	
0.453	0.0428	0.8766	0.0806	1.3369	0.0029	0.0052	0.6736	500.0	
0.454	0.0425	0.8777	0.0797	1.3368	0.0029	0.0052	0.6751	500.0	
0.455	0.0421	0.8791	0.0788	1.3368	0.003	0.0052	0.678	500.0	
0.456	0.0409	0.8814	0.0778	1.3368	0.003	0.0051	0.6818	500.0	
0.457	0.0405	0.8807	0.0787	1.3367	0.003	0.0051	0.6862	500.0	
0.458	0.0402	0.8799	0.0799	1.3367	0.003	0.0051	0.6904	500.0	
0.459	0.0396	0.8811	0.0793	1.3366	0.003	0.005	0.6937	500.0	
0.46	0.0387	0.8797	0.0816	1.3366	0.003	0.0049	0.6956	500.0	
0.461	0.0382	0.8785	0.0833	1.3366	0.0031	0.0047	0.6955	500.0	
0.462	0.0374	0.88	0.0827	1.3365	0.0031	0.0046	0.6928	500.0	
0.463	0.0379	0.8776	0.0845	1.3365	0.0031	0.0045	0.6876	500.0	
0.464	0.0377	0.8774	0.0849	1.3364	0.0031	0.0044	0.6798	500.0	
0.465	0.0378	0.8761	0.0861	1.3364	0.0031	0.0043	0.6696	500.0	
0.466	0.0385	0.8753	0.0862	1.3364	0.003	0.0042	0.6577	500.0	
0.467	0.0398	0.8749	0.0852	1.3363	0.003	0.0042	0.6418	500.0	
0.468	0.041	0.8746	0.0845	1.3363	0.003	0.0041	0.6236	500.0	
0.469	0.0422	0.8734	0.0844	1.3362	0.003	0.0041	0.6041	500.0	
0.47	0.0433	0.8733	0.0835	1.3362	0.0029	0.0041	0.5861	500.0	
0.471	0.045	0.8736	0.0815	1.3362	0.0029	0.0041	0.572	500.0	
0.472	0.0464	0.8733	0.0804	1.3361	0.0029	0.0042	0.5592	500.0	
0.473	0.0477	0.8733	0.079	1.3361	0.0029	0.0042	0.548	500.0	
0.474	0.0504	0.8724	0.0772	1.336	0.0028	0.0043	0.5271	500.0	
0.475	0.0533	0.868	0.0788	1.336	0.0027	0.0044	0.5033	500.0	
0.476	0.058	0.8615	0.0804	1.336	0.0026	0.0044	0.4797	500.0	
0.477	0.0625	0.8568	0.0807	1.3359	0.0025	0.0045	0.4594	500.0	
0.478	0.0628	0.8544	0.0828	1.3359	0.0025	0.0046	0.4618	500.0	
0.479	0.0628	0.8533	0.0839	1.3358	0.0025	0.0046	0.4666	500.0	
0.48	0.0622	0.8522	0.0856	1.3358	0.0025	0.0046	0.4735	500.0	
0.481	0.0624	0.8507	0.087	1.3358	0.0024	0.0046	0.4787	500.0	
0.482	0.0627	0.8489	0.0883	1.3357	0.0024	0.0046	0.4804	500.0	
0.483	0.0622	0.8484	0.0895	1.3357	0.0024	0.0046	0.484	500.0	
0.484	0.0622	0.8467	0.0911	1.3356	0.0024	0.0046	0.4895	500.0	
0.485	0.0609	0.8472	0.0919	1.3356	0.0024	0.0046	0.4998	500.0	
0.486	0.0587	0.849	0.0923	1.3356	0.0024	0.0045	0.5129	500.0	
0.487	0.0568	0.851	0.0923	1.3355	0.0025	0.0045	0.5276	500.0	
0.488	0.0549	0.855	0.0902	1.3355	0.0025	0.0046	0.5434	500.0	
0.489	0.0529	0.8581	0.089	1.3354	0.0026	0.0046	0.5604	500.0	
0.49	0.0515	0.8608	0.0878	1.3354	0.0026	0.0047	0.5771	500.0	
0.491	0.0505	0.8628	0.0867	1.3354	0.0026	0.0048	0.5926	500.0	
0.492	0.0499	0.8642	0.086	1.3353	0.0027	0.0049	0.6061	500.0	
0.493	0.0498	0.8649	0.0854	1.3353	0.0026	0.0051	0.6161	500.0	
0.494	0.0505	0.864	0.0855	1.3352	0.0026	0.0052	0.6234	500.0	
0.495	0.0512	0.8638	0.0851	1.3352	0.0026	0.0054	0.628	500.0	
0.496	0.0524	0.8639	0.0837	1.3352	0.0026	0.0055	0.6298	500.0	
0.497	0.0531	0.8636	0.0833	1.3351	0.0026	0.0057	0.6299	500.0	
0.498	0.0544	0.8648	0.0808	1.3351	0.0026	0.0058	0.6277	500.0	
0.499	0.0549	0.8652	0.0799	1.335	0.0025	0.0059	0.6235	500.0	
0.5	0.0565	0.8644	0.0791	1.335	0.0025	0.0059	0.6174	500.0	
0.501	0.0584	0.8613	0.0804	1.335	0.0025	0.006	0.6082	500.0	
0.502	0.0613	0.858	0.0807	1.3349	0.0024	0.006	0.5981	500.0	
0.503	0.0646	0.8526	0.0828	1.3349	0.0023	0.0061	0.5878	500.0	
0.504	0.0681	0.8464	0.0855	1.3348	0.0022	0.0061	0.5781	500.0	
0.505	0.0696	0.8414	0.089	1.3348	0.0022	0.0061	0.5751	500.0	
0.506	0.0704	0.8386	0.0909	1.3348	0.0021	0.006	0.5739	500.0	
0.507	0.0713	0.8361	0.0926	1.3347	0.0021	0.006	0.5743	500.0	
0.508	0.0709	0.8355	0.0936	1.3347	0.0021	0.006	0.5761	500.0	
0.509	0.0735	0.8301	0.0964	1.3346	0.002	0.0061	0.5727	500.0	
0.51	0.0768	0.8265	0.0966	1.3346	0.002	0.0062	0.5699	500.0	
0.511	0.0787	0.8228	0.0985	1.3346	0.0019	0.0062	0.5683	500.0	
0.512	0.0809	0.8176	0.1015	1.3345	0.0019	0.0063	0.5678	500.0	
0.513	0.08	0.8201	0.0999	1.3345	0.0019	0.0064	0.5719	500.0	
0.514	0.0769	0.8272	0.0959	1.3344	0.002	0.0064	0.5785	500.0	
0.515	0.0738	0.8347	0.0915	1.3344	0.002	0.0064	0.586	500.0	
0.516	0.0716	0.8409	0.0875	1.3344	0.0021	0.0065	0.5944	500.0	
0.517	0.0694	0.8444	0.0862	1.3343	0.0022	0.0066	0.603	500.0	
0.518	0.0682	0.848	0.0838	1.3343	0.0022	0.0067	0.6116	500.0	
0.519	0.0661	0.8531	0.0808	1.3342	0.0023	0.0067	0.6211	500.0	
0.52	0.064	0.8565	0.0796	1.3342	0.0023	0.0069	0.6315	500.0	
0.521	0.0625	0.8609	0.0767	1.3342	0.0024	0.007	0.6424	500.0	
0.522	0.0607	0.8656	0.0737	1.3341	0.0025	0.0071	0.654	500.0	
0.523	0.058	0.8702	0.0717	1.3341	0.0025	0.0073	0.6657	500.0	
0.524	0.0564	0.8734	0.0702	1.334	0.0026	0.0074	0.6775	500.0	
0.525	0.0554	0.875	0.0696	1.334	0.0026	0.0075	0.6894	500.0	
0.526	0.0546	0.8713	0.0741	1.334	0.0026	0.0076	0.6997	500.0	
0.527	0.0557	0.8664	0.0779	1.3339	0.0025	0.0077	0.7087	500.0	
0.528	0.057	0.8574	0.0856	1.3339	0.0024	0.0077	0.7167	500.0	
0.529	0.0585	0.8464	0.0951	1.3338	0.0022	0.0078	0.7231	500.0	
0.53	0.0603	0.8357	0.104	1.3338	0.0021	0.0077	0.7273	500.0	
0.531	0.0607	0.8302	0.1091	1.3338	0.0021	0.0075	0.7305	500.0	
0.532	0.0596	0.827	0.1134	1.3337	0.002	0.0073	0.7305	500.0	
0.533	0.0597	0.8241	0.1162	1.3337	0.002	0.0071	0.7274	500.0	
0.534	0.0595	0.8206	0.1198	1.3336	0.002	0.0069	0.7213	500.0	
0.535	0.0594	0.8186	0.1219	1.3336	0.002	0.0066	0.7128	500.0	
0.536	0.0594	0.8159	0.1247	1.3336	0.002	0.0064	0.7022	500.0	
0.537	0.0614	0.8125	0.1261	1.3335	0.002	0.0062	0.6895	500.0	
0.538	0.0619	0.8113	0.1268	1.3335	0.0019	0.0059	0.6752	500.0	
0.539	0.0633	0.8083	0.1285	1.3334	0.0019	0.0058	0.6597	500.0	
0.54	0.0672	0.8011	0.1317	1.3334	0.0018	0.0056	0.6416	500.0	
0.541	0.0694	0.7947	0.1359	1.3334	0.0018	0.0055	0.6228	500.0	
0.542	0.0728	0.7883	0.1389	1.3333	0.0017	0.0054	0.6041	500.0	
0.543	0.0774	0.7833	0.1393	1.3333	0.0017	0.0054	0.586	500.0	
0.544	0.0806	0.7787	0.1407	1.3332	0.0016	0.0053	0.5691	500.0	
0.545	0.0832	0.778	0.1389	1.3332	0.0016	0.0053	0.5547	500.0	
0.546	0.0847	0.7782	0.1371	1.3332	0.0016	0.0053	0.5413	500.0	
0.547	0.0859	0.7809	0.1332	1.3331	0.0016	0.0053	0.5289	500.0	
0.548	0.0871	0.786	0.1269	1.3331	0.0017	0.0053	0.5173	500.0	
0.549	0.0875	0.7884	0.1241	1.333	0.0017	0.0054	0.5043	500.0	
0.55	0.0899	0.7917	0.1184	1.333	0.0017	0.0054	0.4888	500.0	
0.551	0.0922	0.7952	0.1126	1.333	0.0017	0.0055	0.473	500.0	
0.552	0.0931	0.8048	0.1021	1.333	0.0018	0.0057	0.4565	500.0	
0.553	0.0962	0.8127	0.0911	1.333	0.0018	0.0058	0.4381	500.0	
0.554	0.0933	0.8271	0.0796	1.333	0.002	0.0059	0.4219	500.0	
0.555	0.0926	0.8338	0.0737	1.333	0.0021	0.006	0.4104	500.0	
0.556	0.0929	0.8353	0.0719	1.333	0.0021	0.006	0.4011	500.0	
0.557	0.0952	0.832	0.0728	1.333	0.0021	0.0059	0.3954	500.0	
0.558	0.0974	0.8266	0.076	1.333	0.002	0.0059	0.3931	500.0	
0.559	0.1018	0.8178	0.0803	1.333	0.0019	0.006	0.3894	500.0	
0.56	0.1086	0.8078	0.0836	1.333	0.0018	0.0061	0.3838	500.0	
0.561	0.1148	0.7988	0.0865	1.333	0.0017	0.0062	0.3795	500.0	
0.562	0.119	0.7906	0.0904	1.333	0.0016	0.0063	0.3761	500.0	
0.563	0.1255	0.7846	0.0899	1.333	0.0016	0.0064	0.3732	500.0	
0.564	0.1267	0.7821	0.0913	1.333	0.0016	0.0065	0.3727	500.0	
0.565	0.127	0.7855	0.0875	1.333	0.0016	0.0066	0.3753	500.0	
0.566	0.1265	0.7885	0.0851	1.333	0.0016	0.0067	0.3783	500.0	
0.567	0.1252	0.7906	0.0842	1.333	0.0016	0.0067	0.3816	500.0	
0.568	0.1224	0.7933	0.0843	1.333	0.0016	0.0067	0.3851	500.0	
0.569	0.1212	0.7945	0.0843	1.333	0.0017	0.0066	0.3878	500.0	
0.57	0.1219	0.7909	0.0872	1.333	0.0016	0.0066	0.3884	500.0	
0.571	0.1222	0.7887	0.0891	1.333	0.0016	0.0065	0.389	500.0	
