Sim 3

Solar R: 0.2831
Solar A: 0.7169
Solar T: 0.0

Wavelength	R	A	T
1.9451	0.4519	0.5476	0.0005	
1.9513	0.461	0.5384	0.0006	
1.9575	0.4625	0.5369	0.0006	
1.9637	0.4613	0.538	0.0007	
1.9699	0.4665	0.5326	0.0009	
1.9761	0.4665	0.5326	0.0009	
1.9823	0.4697	0.5294	0.0009	
1.9885	0.4712	0.5278	0.001	
1.9947	0.4721	0.527	0.0009	
2.0009	0.4683	0.5309	0.0008	
2.0071	0.4606	0.5385	0.0008	
2.0133	0.4583	0.541	0.0008	
2.0195	0.4545	0.5448	0.0007	
2.0257	0.4538	0.5456	0.0006	
2.0319	0.4492	0.5502	0.0006	
2.0381	0.4503	0.5491	0.0006	
2.0443	0.4467	0.5527	0.0006	
2.0505	0.4482	0.5512	0.0006	
2.0567	0.4418	0.5576	0.0006	
2.0629	0.4389	0.5607	0.0004	
2.0691	0.4338	0.5657	0.0004	
2.0753	0.4337	0.5659	0.0004	
2.0815	0.4349	0.5646	0.0005	
2.0877	0.4359	0.5637	0.0004	
2.0939	0.4359	0.5637	0.0005	
2.1001	0.4367	0.5629	0.0004	
2.1063	0.425	0.5746	0.0004	
2.1125	0.4186	0.5811	0.0003	
2.1187	0.4135	0.5863	0.0002	
2.1249	0.4097	0.5901	0.0002	
2.1311	0.4066	0.5932	0.0002	
2.1373	0.4085	0.5913	0.0002	
2.1435	0.4121	0.5877	0.0002	
2.1497	0.4157	0.584	0.0003	
2.1559	0.4109	0.5888	0.0003	
2.1621	0.4115	0.5881	0.0003	
2.1683	0.4192	0.5804	0.0004	
2.1745	0.4213	0.5783	0.0004	
2.1807	0.4209	0.5786	0.0004	
2.1869	0.421	0.5785	0.0005	
2.1931	0.4187	0.5808	0.0005	
2.1993	0.4152	0.5844	0.0004	
2.2055	0.4054	0.5944	0.0003	
2.2117	0.3884	0.6114	0.0002	
2.2179	0.3631	0.6368	0.0001	
2.2241	0.3348	0.6652	0.0	
2.2303	0.3052	0.6948	0.0	
2.2365	0.2698	0.7302	0.0	
2.2427	0.2453	0.7547	0.0	
2.2489	0.2166	0.7834	0.0	
2.2551	0.1898	0.8102	0.0	
2.2613	0.1774	0.8226	0.0	
2.2675	0.1673	0.8327	0.0	
2.2737	0.1652	0.8348	0.0	
2.2799	0.1665	0.8335	0.0	
2.2861	0.1611	0.8389	0.0	
2.2923	0.1566	0.8434	0.0	
2.2985	0.1533	0.8467	0.0	
2.3047	0.1574	0.8426	0.0	
2.3109	0.1683	0.8317	0.0	
2.3171	0.1855	0.8145	0.0	
2.3233	0.2018	0.7982	0.0	
2.3295	0.212	0.788	0.0	
2.3357	0.2175	0.7825	0.0	
2.3419	0.2181	0.7819	0.0	
2.3481	0.2172	0.7828	0.0	
2.3543	0.2242	0.7758	0.0	
2.3605	0.2304	0.7696	0.0	
2.3667	0.236	0.764	0.0	
2.3729	0.2364	0.7636	0.0	
2.3791	0.2361	0.7639	0.0	
2.3853	0.2296	0.7704	0.0	
2.3915	0.2287	0.7712	0.0	
2.3977	0.2227	0.7773	0.0	
2.4039	0.2219	0.7781	0.0	
2.4101	0.2173	0.7827	0.0	
2.4163	0.2139	0.7861	0.0	
2.4225	0.2123	0.7876	0.0	
2.4287	0.2086	0.7914	0.0	
2.4349	0.2011	0.7989	0.0	
2.4411	0.1951	0.8049	0.0	
2.4473	0.199	0.801	0.0	
2.4535	0.2049	0.7951	0.0	
2.4597	0.2092	0.7908	0.0	
2.4659	0.2198	0.7802	0.0	
2.4721	0.2291	0.7709	0.0	
2.4783	0.2395	0.7605	0.0	
2.4845	0.2515	0.7485	0.0	
2.4907	0.2688	0.7312	0.0	
2.4969	0.2792	0.7208	0.0	
2.5	0.2826	0.7174	0.0	

Input file:
mc
output:fig5a
particle1:fe2o3.txt
particle2:tio2.txt
matrix1:acr.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim3
upper:1
lower:1
layer1
matrix1
t:100
particle1
d:0.05
vf:1.0
layer2
matrix1
t:300
particle2
d:0.4
vf:60
