Sim 1

Solar R: 0.4754
Solar A: 0.5245
Solar T: 0.0

Wavelength	R	A	T
0.5667	0.08	0.92	0.0	
0.5767	0.1067	0.8933	0.0	
0.5867	0.1465	0.8535	0.0	
0.5967	0.1981	0.8019	0.0	
0.6067	0.2549	0.7451	0.0	
0.6167	0.3101	0.6899	0.0	
0.6267	0.3559	0.6441	0.0	
0.6367	0.3938	0.6062	0.0	
0.6467	0.425	0.575	0.0	
0.6567	0.4549	0.5451	0.0	
0.6667	0.4916	0.5084	0.0	
0.6767	0.528	0.472	0.0	
0.6867	0.5578	0.4422	0.0	
0.6967	0.5807	0.4193	0.0	
0.7067	0.604	0.396	0.0	
0.7167	0.624	0.376	0.0	
0.7267	0.6444	0.3556	0.0	
0.7367	0.6594	0.3406	0.0	
0.7467	0.6729	0.3271	0.0	
0.7567	0.6836	0.3164	0.0	
0.7667	0.6887	0.3113	0.0	
0.7767	0.6988	0.3012	0.0	
0.7867	0.7041	0.2959	0.0	
0.7967	0.6985	0.3015	0.0	
0.8067	0.6858	0.3142	0.0	
0.8167	0.6733	0.3267	0.0	
0.8267	0.6656	0.3344	0.0	
0.8367	0.6636	0.3364	0.0	
0.8467	0.6591	0.3409	0.0	
0.8567	0.6574	0.3426	0.0	
0.8667	0.6634	0.3366	0.0	
0.8767	0.6679	0.3321	0.0	
0.8867	0.6715	0.3285	0.0	
0.8967	0.6859	0.3141	0.0	
0.9067	0.6904	0.3096	0.0	
0.9167	0.6983	0.3017	0.0	
0.9267	0.7015	0.2985	0.0	
0.9367	0.7053	0.2947	0.0	
0.9467	0.7142	0.2858	0.0	
0.9567	0.7215	0.2785	0.0	
0.9667	0.7312	0.2688	0.0	
0.9767	0.7452	0.2548	0.0	
0.9867	0.7609	0.2391	0.0	
0.9967	0.7755	0.2245	0.0	
1.0067	0.7839	0.2161	0.0	
1.0167	0.7876	0.2124	0.0	
1.0267	0.7984	0.2016	0.0	
1.0367	0.8124	0.1876	0.0	
1.0467	0.8213	0.1787	0.0	
1.0567	0.8258	0.1742	0.0	
1.0667	0.8258	0.1742	0.0	
1.0767	0.8239	0.1761	0.0	
1.0867	0.8252	0.1748	0.0	
1.0967	0.8259	0.1741	0.0	
1.1067	0.8271	0.1729	0.0	
1.1167	0.8281	0.1719	0.0	
1.1267	0.8276	0.1724	0.0	
1.1367	0.8355	0.1645	0.0	
1.1467	0.836	0.164	0.0	
1.1567	0.8312	0.1688	0.0	
1.1667	0.8308	0.1692	0.0	
1.1767	0.8175	0.1825	0.0	
1.1867	0.8131	0.1869	0.0	
1.1967	0.8143	0.1857	0.0	
1.2067	0.8255	0.1745	0.0	
1.2167	0.8302	0.1698	0.0	
1.2267	0.8343	0.1657	0.0	
1.2367	0.8364	0.1636	0.0	
1.2467	0.8384	0.1616	0.0	
1.2567	0.8387	0.1613	0.0	
1.2667	0.8459	0.1541	0.0	
1.2767	0.8499	0.1501	0.0	
1.2867	0.8429	0.1571	0.0	
1.2967	0.8366	0.1634	0.0	
1.3067	0.8292	0.1708	0.0	
1.3167	0.8272	0.1727	0.0	
1.3267	0.8297	0.1703	0.0	
1.3367	0.8277	0.1723	0.0	
1.3467	0.8223	0.1777	0.0	
1.3567	0.816	0.184	0.0	
1.3667	0.8103	0.1897	0.0	
1.3767	0.7998	0.2001	0.0	
1.3867	0.7921	0.2079	0.0	
1.3967	0.7914	0.2086	0.0	
1.4067	0.787	0.213	0.0	
1.4167	0.7789	0.2211	0.0	
1.4267	0.7774	0.2226	0.0	
1.4367	0.7814	0.2186	0.0	
1.4467	0.7834	0.2165	0.0	
1.4567	0.7872	0.2128	0.0	
1.4667	0.7925	0.2074	0.0	
1.4767	0.7946	0.2054	0.0	
1.4867	0.7959	0.2041	0.0	
1.4967	0.7908	0.2092	0.0	
1.5049	0.7895	0.2105	0.0	
1.5111	0.7944	0.2056	0.0	
1.5173	0.7865	0.2135	0.0	
1.5235	0.7903	0.2096	0.0	
1.5297	0.7898	0.2102	0.0	
1.5359	0.789	0.2109	0.0001	
1.5421	0.7862	0.2137	0.0001	
1.5483	0.7859	0.214	0.0001	
1.5545	0.7892	0.2107	0.0001	
1.5607	0.7892	0.2107	0.0001	
1.5669	0.7935	0.2064	0.0001	
1.5731	0.7936	0.2063	0.0001	
1.5793	0.7913	0.2087	0.0	
1.5855	0.787	0.2129	0.0001	
1.5917	0.7843	0.2157	0.0001	
1.5979	0.7826	0.2173	0.0001	
1.6041	0.7829	0.217	0.0001	
1.6103	0.7745	0.2255	0.0001	
1.6165	0.7761	0.2237	0.0001	
1.6227	0.7755	0.2244	0.0001	
1.6289	0.7705	0.2294	0.0001	
1.6351	0.7707	0.2292	0.0001	
1.6413	0.7687	0.2312	0.0001	
1.6475	0.7683	0.2315	0.0002	
1.6537	0.7604	0.2394	0.0002	
1.6599	0.7483	0.2516	0.0001	
1.6661	0.7309	0.269	0.0001	
1.6723	0.7015	0.2985	0.0001	
1.6785	0.6724	0.3276	0.0	
1.6847	0.6482	0.3518	0.0	
1.6909	0.6405	0.3595	0.0	
1.6971	0.6371	0.3629	0.0	
1.7033	0.6433	0.3567	0.0	
1.7095	0.6476	0.3524	0.0	
1.7157	0.645	0.355	0.0	
1.7219	0.6463	0.3537	0.0	
1.7281	0.648	0.352	0.0	
1.7343	0.6537	0.3463	0.0	
1.7405	0.6596	0.3404	0.0	
1.7467	0.6675	0.3325	0.0	
1.7529	0.6776	0.3224	0.0001	
1.7591	0.6873	0.3126	0.0001	
1.7653	0.6959	0.304	0.0001	
1.7715	0.7077	0.2921	0.0002	
1.7777	0.7185	0.2813	0.0002	
1.7839	0.725	0.2747	0.0003	
1.7901	0.7317	0.2679	0.0003	
1.7963	0.7346	0.265	0.0004	
1.8025	0.7369	0.2627	0.0004	
1.8087	0.7364	0.2631	0.0004	
1.8149	0.7367	0.2628	0.0005	
1.8211	0.738	0.2615	0.0005	
1.8273	0.7371	0.2623	0.0007	
1.8335	0.7395	0.2598	0.0006	
1.8397	0.7434	0.2559	0.0007	
1.8459	0.7435	0.2558	0.0008	
1.8521	0.7421	0.2572	0.0007	
1.8583	0.741	0.2583	0.0007	
1.8645	0.7375	0.2617	0.0008	
1.8707	0.733	0.2661	0.0009	
1.8769	0.7256	0.2736	0.0008	
1.8831	0.7244	0.2747	0.0009	
1.8893	0.7196	0.2795	0.0009	
1.8955	0.7134	0.2859	0.0007	
1.9017	0.7086	0.2908	0.0006	
1.9079	0.7052	0.2942	0.0006	
1.9141	0.7018	0.2976	0.0006	
1.9203	0.7028	0.2966	0.0006	
1.9265	0.7056	0.2937	0.0007	
1.9327	0.7091	0.2902	0.0007	
1.9389	0.7082	0.291	0.0008	
1.9451	0.7094	0.2899	0.0007	
1.9513	0.7125	0.2867	0.0008	
1.9575	0.7151	0.284	0.0009	
1.9637	0.717	0.282	0.0011	
1.9699	0.7212	0.2777	0.0011	
1.9761	0.7251	0.2736	0.0013	
1.9823	0.7264	0.2722	0.0013	
1.9885	0.7236	0.2751	0.0012	
1.9947	0.7222	0.2764	0.0013	
2.0009	0.7204	0.2784	0.0012	
2.0071	0.7164	0.2824	0.0012	
2.0133	0.713	0.2859	0.0011	
2.0195	0.7081	0.291	0.0009	
2.0257	0.7039	0.2952	0.0009	
2.0319	0.699	0.3002	0.0008	
2.0381	0.6961	0.3032	0.0007	
2.0443	0.6936	0.3057	0.0007	
2.0505	0.6912	0.308	0.0008	
2.0567	0.6888	0.3104	0.0007	
2.0629	0.683	0.3163	0.0006	
2.0691	0.6767	0.3226	0.0007	
2.0753	0.6771	0.3223	0.0006	
2.0815	0.677	0.3224	0.0006	
2.0877	0.6769	0.3225	0.0006	
2.0939	0.6754	0.3239	0.0007	
2.1001	0.677	0.3224	0.0006	
2.1063	0.6647	0.3348	0.0005	
2.1125	0.6556	0.344	0.0004	
2.1187	0.6447	0.355	0.0003	
2.1249	0.6421	0.3576	0.0003	
2.1311	0.6343	0.3654	0.0003	
2.1373	0.635	0.3647	0.0003	
2.1435	0.6417	0.358	0.0003	
2.1497	0.6435	0.3561	0.0004	
2.1559	0.6465	0.3532	0.0004	
2.1621	0.6475	0.3521	0.0004	
2.1683	0.6519	0.3476	0.0005	
2.1745	0.6569	0.3424	0.0006	
2.1807	0.6566	0.3428	0.0006	
2.1869	0.6545	0.3449	0.0006	
2.1931	0.6519	0.3475	0.0006	
2.1993	0.6439	0.3556	0.0005	
2.2055	0.628	0.3717	0.0004	
2.2117	0.6105	0.3892	0.0002	
2.2179	0.5778	0.422	0.0001	
2.2241	0.538	0.4619	0.0	
2.2303	0.4966	0.5034	0.0	
2.2365	0.4568	0.5432	0.0	
2.2427	0.4117	0.5883	0.0	
2.2489	0.3746	0.6254	0.0	
2.2551	0.3433	0.6567	0.0	
2.2613	0.3188	0.6812	0.0	
2.2675	0.3091	0.6909	0.0	
2.2737	0.307	0.693	0.0	
2.2799	0.305	0.695	0.0	
2.2861	0.2971	0.7029	0.0	
2.2923	0.292	0.708	0.0	
2.2985	0.2862	0.7138	0.0	
2.3047	0.2901	0.7099	0.0	
2.3109	0.3092	0.6908	0.0	
2.3171	0.3303	0.6697	0.0	
2.3233	0.3542	0.6458	0.0	
2.3295	0.3684	0.6315	0.0	
2.3357	0.3745	0.6255	0.0	
2.3419	0.3756	0.6244	0.0	
2.3481	0.3774	0.6226	0.0	
2.3543	0.384	0.616	0.0	
2.3605	0.3879	0.6121	0.0	
2.3667	0.3994	0.6006	0.0	
2.3729	0.3995	0.6005	0.0	
2.3791	0.3988	0.6012	0.0	
2.3853	0.3924	0.6076	0.0	
2.3915	0.3862	0.6138	0.0	
2.3977	0.3819	0.6181	0.0	
2.4039	0.3791	0.6209	0.0	
2.4101	0.3718	0.6282	0.0	
2.4163	0.3693	0.6307	0.0	
2.4225	0.3672	0.6328	0.0	
2.4287	0.3599	0.6401	0.0	
2.4349	0.3513	0.6487	0.0	
2.4411	0.3434	0.6566	0.0	
2.4473	0.3446	0.6554	0.0	
2.4535	0.3554	0.6446	0.0	
2.4597	0.3649	0.6351	0.0	
2.4659	0.373	0.627	0.0	
2.4721	0.3897	0.6103	0.0	
2.4783	0.3992	0.6008	0.0	
2.4845	0.4158	0.5841	0.0	
2.4907	0.4341	0.5659	0.0	
2.4969	0.4528	0.5471	0.0	
2.5	0.4565	0.5435	0.0	

Input file:
mc
output:fig5b
particle1:fe2o3.txt
particle2:tio2.txt
matrix1:acr.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim1
upper:1
lower:1
layer1
matrix1
t:50
particle1
d:0.05
vf:0.5
layer2
matrix1
t:300
particle2
d:0.4
vf:60
