Sim 2

Solar R: 0.3788
Solar A: 0.6212
Solar T: 0.0

Wavelength	R	A	T
0.4767	0.0467	0.9533	0.0	
0.4867	0.0469	0.9531	0.0	
0.4967	0.047	0.953	0.0	
0.5067	0.0469	0.9531	0.0	
0.5167	0.0467	0.9533	0.0	
0.5267	0.0465	0.9535	0.0	
0.5367	0.0471	0.9529	0.0	
0.5467	0.0472	0.9528	0.0	
0.5567	0.0482	0.9518	0.0	
0.5667	0.0509	0.9491	0.0	
0.5767	0.057	0.943	0.0	
0.5867	0.0707	0.9293	0.0	
0.5967	0.0951	0.9049	0.0	
0.6067	0.1286	0.8714	0.0	
0.6167	0.1653	0.8347	0.0	
0.6267	0.2048	0.7952	0.0	
0.6367	0.2337	0.7663	0.0	
0.6467	0.2616	0.7384	0.0	
0.6567	0.2896	0.7104	0.0	
0.6667	0.3259	0.6741	0.0	
0.6767	0.3613	0.6387	0.0	
0.6867	0.3896	0.6104	0.0	
0.6967	0.4145	0.5855	0.0	
0.7067	0.4424	0.5576	0.0	
0.7167	0.4653	0.5347	0.0	
0.7267	0.4883	0.5117	0.0	
0.7367	0.5087	0.4913	0.0	
0.7467	0.5234	0.4766	0.0	
0.7567	0.5371	0.4629	0.0	
0.7667	0.5431	0.4569	0.0	
0.7767	0.5558	0.4442	0.0	
0.7867	0.5604	0.4396	0.0	
0.7967	0.5549	0.4451	0.0	
0.8067	0.5415	0.4585	0.0	
0.8167	0.5248	0.4752	0.0	
0.8267	0.5158	0.4842	0.0	
0.8367	0.5101	0.4899	0.0	
0.8467	0.506	0.494	0.0	
0.8567	0.5062	0.4938	0.0	
0.8667	0.5151	0.4849	0.0	
0.8767	0.5232	0.4768	0.0	
0.8867	0.5258	0.4742	0.0	
0.8967	0.537	0.463	0.0	
0.9067	0.548	0.452	0.0	
0.9167	0.556	0.444	0.0	
0.9267	0.5609	0.4391	0.0	
0.9367	0.5647	0.4353	0.0	
0.9467	0.5716	0.4284	0.0	
0.9567	0.5856	0.4144	0.0	
0.9667	0.597	0.403	0.0	
0.9767	0.6171	0.3829	0.0	
0.9867	0.634	0.366	0.0	
0.9967	0.6576	0.3424	0.0	
1.0067	0.6696	0.3304	0.0	
1.0167	0.6777	0.3223	0.0	
1.0267	0.6935	0.3065	0.0	
1.0367	0.7055	0.2945	0.0	
1.0467	0.7231	0.2769	0.0	
1.0567	0.7313	0.2687	0.0	
1.0667	0.7303	0.2697	0.0	
1.0767	0.7299	0.2701	0.0	
1.0867	0.7311	0.2689	0.0	
1.0967	0.7335	0.2665	0.0	
1.1067	0.7334	0.2666	0.0	
1.1167	0.7344	0.2656	0.0	
1.1267	0.7377	0.2623	0.0	
1.1367	0.7483	0.2517	0.0	
1.1467	0.7483	0.2517	0.0	
1.1567	0.7507	0.2493	0.0	
1.1667	0.7454	0.2546	0.0	
1.1767	0.7252	0.2748	0.0	
1.1867	0.7194	0.2806	0.0	
1.1967	0.7192	0.2808	0.0	
1.2067	0.7342	0.2658	0.0	
1.2167	0.7421	0.2579	0.0	
1.2267	0.7489	0.2511	0.0	
1.2367	0.7519	0.2481	0.0	
1.2467	0.7541	0.2459	0.0	
1.2567	0.755	0.245	0.0	
1.2667	0.7629	0.2371	0.0	
1.2767	0.771	0.229	0.0	
1.2867	0.7625	0.2375	0.0	
1.2967	0.7479	0.2521	0.0	
1.3067	0.7371	0.2629	0.0	
1.3167	0.7353	0.2647	0.0	
1.3267	0.7342	0.2658	0.0	
1.3367	0.738	0.262	0.0	
1.3467	0.7301	0.2699	0.0	
1.3567	0.7208	0.2792	0.0	
1.3667	0.7127	0.2873	0.0	
1.3767	0.6999	0.3001	0.0	
1.3867	0.6863	0.3137	0.0	
1.3967	0.6863	0.3137	0.0	
1.4067	0.6795	0.3205	0.0	
1.4167	0.6693	0.3307	0.0	
1.4267	0.6657	0.3343	0.0	
1.4367	0.6665	0.3334	0.0	
1.4467	0.6714	0.3286	0.0	
1.4567	0.6783	0.3217	0.0	
1.4667	0.6862	0.3138	0.0	
1.4767	0.689	0.311	0.0	
1.4867	0.6871	0.3128	0.0	
1.4967	0.6831	0.3169	0.0	
1.5049	0.6828	0.3172	0.0	
1.5111	0.6883	0.3116	0.0	
1.5173	0.682	0.318	0.0	
1.5235	0.6837	0.3162	0.0	
1.5297	0.6795	0.3204	0.0	
1.5359	0.6733	0.3266	0.0001	
1.5421	0.6742	0.3257	0.0001	
1.5483	0.6737	0.3262	0.0001	
1.5545	0.6798	0.3201	0.0001	
1.5607	0.6804	0.3195	0.0001	
1.5669	0.685	0.3149	0.0001	
1.5731	0.6827	0.3172	0.0001	
1.5793	0.6797	0.3203	0.0	
1.5855	0.6801	0.3198	0.0001	
1.5917	0.6726	0.3274	0.0001	
1.5979	0.67	0.3299	0.0001	
1.6041	0.6681	0.3318	0.0001	
1.6103	0.6585	0.3415	0.0001	
1.6165	0.6618	0.3381	0.0001	
1.6227	0.6611	0.3388	0.0001	
1.6289	0.6533	0.3466	0.0001	
1.6351	0.6534	0.3465	0.0001	
1.6413	0.6517	0.3482	0.0001	
1.6475	0.6517	0.3482	0.0002	
1.6537	0.6447	0.3552	0.0001	
1.6599	0.6261	0.3738	0.0001	
1.6661	0.5999	0.4	0.0001	
1.6723	0.567	0.4329	0.0001	
1.6785	0.5313	0.4687	0.0	
1.6847	0.5076	0.4924	0.0	
1.6909	0.4976	0.5024	0.0	
1.6971	0.4964	0.5036	0.0	
1.7033	0.5013	0.4987	0.0	
1.7095	0.5053	0.4947	0.0	
1.7157	0.5054	0.4946	0.0	
1.7219	0.5027	0.4973	0.0	
1.7281	0.5049	0.4951	0.0	
1.7343	0.5128	0.4872	0.0	
1.7405	0.5199	0.4801	0.0	
1.7467	0.5319	0.4681	0.0	
1.7529	0.539	0.4609	0.0	
1.7591	0.5532	0.4468	0.0001	
1.7653	0.563	0.4369	0.0001	
1.7715	0.573	0.4268	0.0002	
1.7777	0.5863	0.4134	0.0002	
1.7839	0.5926	0.4071	0.0003	
1.7901	0.5995	0.4002	0.0003	
1.7963	0.6047	0.395	0.0003	
1.8025	0.6073	0.3924	0.0003	
1.8087	0.6044	0.3952	0.0004	
1.8149	0.6089	0.3907	0.0004	
1.8211	0.6119	0.3876	0.0005	
1.8273	0.61	0.3895	0.0005	
1.8335	0.6133	0.3862	0.0005	
1.8397	0.618	0.3814	0.0006	
1.8459	0.6214	0.378	0.0006	
1.8521	0.6187	0.3807	0.0007	
1.8583	0.6132	0.3861	0.0007	
1.8645	0.6105	0.3889	0.0006	
1.8707	0.6012	0.3981	0.0007	
1.8769	0.5927	0.4066	0.0007	
1.8831	0.5888	0.4104	0.0008	
1.8893	0.5852	0.414	0.0008	
1.8955	0.5782	0.4211	0.0007	
1.9017	0.574	0.4254	0.0006	
1.9079	0.5684	0.4311	0.0005	
1.9141	0.5673	0.4322	0.0005	
1.9203	0.567	0.4325	0.0005	
1.9265	0.5726	0.4268	0.0006	
1.9327	0.5718	0.4276	0.0006	
1.9389	0.5763	0.4231	0.0006	
1.9451	0.5771	0.4223	0.0006	
1.9513	0.5791	0.4202	0.0007	
1.9575	0.5837	0.4156	0.0008	
1.9637	0.5863	0.413	0.0008	
1.9699	0.5932	0.4058	0.001	
1.9761	0.5943	0.4047	0.001	
1.9823	0.5941	0.4048	0.0011	
1.9885	0.5951	0.4038	0.0011	
1.9947	0.5942	0.4046	0.0011	
2.0009	0.5928	0.4062	0.001	
2.0071	0.5843	0.4147	0.001	
2.0133	0.5794	0.4197	0.001	
2.0195	0.5734	0.4258	0.0008	
2.0257	0.5728	0.4265	0.0007	
2.0319	0.5689	0.4304	0.0007	
2.0381	0.5621	0.4372	0.0007	
2.0443	0.5631	0.4363	0.0006	
2.0505	0.5584	0.4409	0.0007	
2.0567	0.5541	0.4453	0.0006	
2.0629	0.5451	0.4544	0.0005	
2.0691	0.5465	0.453	0.0005	
2.0753	0.5435	0.456	0.0005	
2.0815	0.5438	0.4557	0.0006	
2.0877	0.5443	0.4552	0.0005	
2.0939	0.5458	0.4537	0.0005	
2.1001	0.5431	0.4564	0.0005	
2.1063	0.5292	0.4704	0.0004	
2.1125	0.5205	0.4792	0.0003	
2.1187	0.5071	0.4926	0.0002	
2.1249	0.5031	0.4966	0.0002	
2.1311	0.4997	0.5	0.0002	
2.1373	0.5004	0.4994	0.0002	
2.1435	0.5025	0.4972	0.0003	
2.1497	0.5067	0.493	0.0003	
2.1559	0.5085	0.4912	0.0003	
2.1621	0.5133	0.4863	0.0004	
2.1683	0.5169	0.4826	0.0005	
2.1745	0.5189	0.4805	0.0005	
2.1807	0.5226	0.4768	0.0006	
2.1869	0.5223	0.4772	0.0005	
2.1931	0.5154	0.4842	0.0005	
2.1993	0.5072	0.4924	0.0004	
2.2055	0.4937	0.5061	0.0003	
2.2117	0.4712	0.5286	0.0002	
2.2179	0.4368	0.5631	0.0001	
2.2241	0.3995	0.6005	0.0	
2.2303	0.3565	0.6435	0.0	
2.2365	0.3143	0.6857	0.0	
2.2427	0.2797	0.7203	0.0	
2.2489	0.2419	0.7581	0.0	
2.2551	0.2121	0.7879	0.0	
2.2613	0.1952	0.8048	0.0	
2.2675	0.1859	0.8141	0.0	
2.2737	0.1846	0.8154	0.0	
2.2799	0.1814	0.8186	0.0	
2.2861	0.1765	0.8235	0.0	
2.2923	0.1718	0.8282	0.0	
2.2985	0.1671	0.8329	0.0	
2.3047	0.1718	0.8282	0.0	
2.3109	0.1879	0.8121	0.0	
2.3171	0.2037	0.7963	0.0	
2.3233	0.226	0.774	0.0	
2.3295	0.2377	0.7623	0.0	
2.3357	0.2434	0.7566	0.0	
2.3419	0.2446	0.7554	0.0	
2.3481	0.2452	0.7548	0.0	
2.3543	0.2508	0.7492	0.0	
2.3605	0.2598	0.7402	0.0	
2.3667	0.2655	0.7344	0.0	
2.3729	0.2683	0.7317	0.0	
2.3791	0.2669	0.7331	0.0	
2.3853	0.261	0.739	0.0	
2.3915	0.2562	0.7438	0.0	
2.3977	0.2527	0.7473	0.0	
2.4039	0.2487	0.7513	0.0	
2.4101	0.2434	0.7566	0.0	
2.4163	0.242	0.758	0.0	
2.4225	0.2384	0.7616	0.0	
2.4287	0.2324	0.7676	0.0	
2.4349	0.2242	0.7757	0.0	
2.4411	0.2195	0.7805	0.0	
2.4473	0.2189	0.7811	0.0	
2.4535	0.2285	0.7715	0.0	
2.4597	0.2353	0.7647	0.0	
2.4659	0.247	0.753	0.0	
2.4721	0.2573	0.7427	0.0	
2.4783	0.27	0.73	0.0	
2.4845	0.2838	0.7162	0.0	
2.4907	0.3025	0.6975	0.0	
2.4969	0.3197	0.6803	0.0	
2.5	0.3237	0.6763	0.0	

Input file:
mc
output:fig5a
particle1:fe2o3.txt
particle2:tio2.txt
matrix1:acr.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim2
upper:1
lower:1
layer1
matrix1
t:100
particle1
d:0.05
vf:0.5
layer2
matrix1
t:300
particle2
d:0.4
vf:60
