Sim 3

Solar R: 0.2797
Solar A: 0.7203
Solar T: 0.0

Wavelength	R	A	T
1.5855	0.5362	0.4637	0.0001	
1.5917	0.5293	0.4706	0.0	
1.5979	0.5258	0.4741	0.0001	
1.6041	0.5244	0.4755	0.0001	
1.6103	0.5136	0.4863	0.0	
1.6165	0.515	0.4849	0.0001	
1.6227	0.5142	0.4856	0.0001	
1.6289	0.5061	0.4938	0.0001	
1.6351	0.5049	0.495	0.0001	
1.6413	0.5027	0.4972	0.0001	
1.6475	0.5019	0.498	0.0001	
1.6537	0.4873	0.5126	0.0001	
1.6599	0.4734	0.5265	0.0001	
1.6661	0.4455	0.5545	0.0001	
1.6723	0.4105	0.5895	0.0	
1.6785	0.3776	0.6224	0.0	
1.6847	0.3556	0.6444	0.0	
1.6909	0.3424	0.6576	0.0	
1.6971	0.3432	0.6567	0.0	
1.7033	0.3451	0.6549	0.0	
1.7095	0.351	0.649	0.0	
1.7157	0.3514	0.6486	0.0	
1.7219	0.3492	0.6508	0.0	
1.7281	0.3504	0.6495	0.0	
1.7343	0.3569	0.6431	0.0	
1.7405	0.3675	0.6325	0.0	
1.7467	0.3768	0.6232	0.0	
1.7529	0.3857	0.6143	0.0	
1.7591	0.3985	0.6014	0.0	
1.7653	0.4073	0.5927	0.0001	
1.7715	0.4169	0.583	0.0001	
1.7777	0.43	0.5699	0.0001	
1.7839	0.4402	0.5596	0.0002	
1.7901	0.4473	0.5524	0.0003	
1.7963	0.4537	0.546	0.0003	
1.8025	0.4558	0.544	0.0003	
1.8087	0.4536	0.546	0.0003	
1.8149	0.4524	0.5473	0.0003	
1.8211	0.4577	0.542	0.0004	
1.8273	0.4573	0.5423	0.0004	
1.8335	0.4604	0.5392	0.0004	
1.8397	0.4644	0.535	0.0005	
1.8459	0.4687	0.5308	0.0005	
1.8521	0.4663	0.5332	0.0005	
1.8583	0.4601	0.5394	0.0005	
1.8645	0.4538	0.5455	0.0006	
1.8707	0.4438	0.5555	0.0006	
1.8769	0.44	0.5593	0.0006	
1.8831	0.4367	0.5626	0.0007	
1.8893	0.433	0.5663	0.0007	
1.8955	0.4197	0.5798	0.0005	
1.9017	0.4173	0.5822	0.0004	
1.9079	0.4139	0.5857	0.0004	
1.9141	0.4089	0.5907	0.0004	
1.9203	0.4113	0.5883	0.0004	
1.9265	0.4149	0.5846	0.0004	
1.9327	0.4207	0.5788	0.0004	
1.9389	0.4217	0.5778	0.0005	
1.9451	0.42	0.5795	0.0005	
1.9513	0.4241	0.5754	0.0005	
1.9575	0.4311	0.5683	0.0006	
1.9637	0.4302	0.5692	0.0006	
1.9699	0.4372	0.562	0.0008	
1.9761	0.442	0.557	0.001	
1.9823	0.4427	0.5564	0.0009	
1.9885	0.4383	0.5608	0.001	
1.9947	0.4394	0.5597	0.0009	
2.0009	0.4383	0.5609	0.0008	
2.0071	0.4334	0.5658	0.0008	
2.0133	0.4247	0.5745	0.0008	
2.0195	0.4199	0.5794	0.0007	
2.0257	0.4146	0.5847	0.0007	
2.0319	0.4133	0.5862	0.0005	
2.0381	0.4122	0.5872	0.0005	
2.0443	0.4071	0.5923	0.0005	
2.0505	0.4128	0.5867	0.0005	
2.0567	0.4018	0.5978	0.0004	
2.0629	0.3966	0.603	0.0004	
2.0691	0.3904	0.6092	0.0004	
2.0753	0.3922	0.6075	0.0004	
2.0815	0.389	0.6106	0.0004	
2.0877	0.392	0.6076	0.0004	
2.0939	0.3914	0.6082	0.0004	
2.1001	0.3896	0.6101	0.0004	
2.1063	0.3779	0.6218	0.0004	
2.1125	0.3638	0.636	0.0003	
2.1187	0.3531	0.6467	0.0002	
2.1249	0.3498	0.65	0.0002	
2.1311	0.347	0.6528	0.0002	
2.1373	0.349	0.6508	0.0002	
2.1435	0.3506	0.6492	0.0002	
2.1497	0.3543	0.6455	0.0002	
2.1559	0.3575	0.6423	0.0003	
2.1621	0.3603	0.6394	0.0003	
2.1683	0.3644	0.6352	0.0004	
2.1745	0.3688	0.6308	0.0004	
2.1807	0.3671	0.6325	0.0004	
2.1869	0.3687	0.6309	0.0004	
2.1931	0.3661	0.6335	0.0004	
2.1993	0.354	0.6457	0.0003	
2.2055	0.3431	0.6566	0.0003	
2.2117	0.3191	0.6807	0.0001	
2.2179	0.2909	0.7091	0.0001	
2.2241	0.2544	0.7455	0.0	
2.2303	0.2211	0.7789	0.0	
2.2365	0.1853	0.8147	0.0	
2.2427	0.1572	0.8428	0.0	
2.2489	0.1296	0.8704	0.0	
2.2551	0.1102	0.8898	0.0	
2.2613	0.0979	0.9021	0.0	
2.2675	0.0926	0.9074	0.0	
2.2737	0.0908	0.9092	0.0	
2.2799	0.0879	0.9121	0.0	
2.2861	0.087	0.913	0.0	
2.2923	0.0848	0.9152	0.0	
2.2985	0.0808	0.9192	0.0	
2.3047	0.0835	0.9165	0.0	
2.3109	0.0915	0.9085	0.0	
2.3171	0.1044	0.8956	0.0	
2.3233	0.1183	0.8817	0.0	
2.3295	0.1273	0.8727	0.0	
2.3357	0.13	0.87	0.0	
2.3419	0.1338	0.8662	0.0	
2.3481	0.1348	0.8652	0.0	
2.3543	0.1377	0.8623	0.0	
2.3605	0.1433	0.8567	0.0	
2.3667	0.1486	0.8514	0.0	
2.3729	0.1486	0.8514	0.0	
2.3791	0.1485	0.8515	0.0	
2.3853	0.1439	0.8561	0.0	
2.3915	0.1398	0.8602	0.0	
2.3977	0.1391	0.8609	0.0	
2.4039	0.1367	0.8633	0.0	
2.4101	0.1314	0.8686	0.0	
2.4163	0.1309	0.8691	0.0	
2.4225	0.1277	0.8723	0.0	
2.4287	0.1238	0.8762	0.0	
2.4349	0.1178	0.8822	0.0	
2.4411	0.1156	0.8844	0.0	
2.4473	0.1163	0.8837	0.0	
2.4535	0.1198	0.8802	0.0	
2.4597	0.1261	0.8739	0.0	
2.4659	0.1333	0.8667	0.0	
2.4721	0.1426	0.8574	0.0	
2.4783	0.1508	0.8492	0.0	
2.4845	0.1622	0.8378	0.0	
2.4907	0.178	0.822	0.0	
2.4969	0.1914	0.8086	0.0	
2.5	0.1956	0.8044	0.0	

Input file:
mc
output:fig5b
particle1:fe2o3.txt
particle2:tio2.txt
matrix1:acr.txt
mesh:1
solar:am15.txt
photons:100000
start=0.25
end=2.5

sim3
upper:1
lower:1
layer1
matrix1
t:200
particle1
d:0.05
vf:0.5
layer2
matrix1
t:300
particle2
d:0.4
vf:60
